fecha,dia,primero,segundo,yearprimera,yearsegundo
2016-01-01,1,17.9,17,2016,1962
1962-01-02,2,16.2,15.1,1962,2003
1998-01-03,3,16.8,15.9,1998,1996
1996-01-04,4,17.8,16.8,1996,2012
2001-01-05,5,17.3,15.8,2001,2012
2012-01-06,6,18.8,18.2,2012,1996
2016-01-07,7,17.2,16.3,2016,2019
2016-01-08,8,16.1,15.5,2016,1970
2019-01-09,9,16.3,15.9,2019,2014
1991-01-10,10,16.5,16.3,1991,2001
2017-01-11,11,19.2,16.4,2017,1995
1976-01-12,12,17.1,16.8,1976,2007
1976-01-13,13,16.5,15.6,1976,2007
2019-01-14,14,17.2,15.9,2019,1975
1976-01-15,15,17.4,16,1976,1954
1981-01-16,16,16.5,15.2,1981,1986
1981-01-17,17,16.4,16.3,1981,2018
1981-01-18,18,16.3,16.2,1981,1955
1959-01-19,19,19.1,17,1959,2018
2008-01-20,20,17.9,17.8,2008,2005
2008-01-21,21,18.2,17.6,2008,1981
2008-01-22,22,19,17.6,2008,2005
2008-01-23,23,17.3,17,2008,2009
2016-01-24,24,20.7,19.4,2016,2004
2019-01-25,25,19,17.8,2019,2014
2013-01-26,26,18,17.8,2013,1987
2003-01-27,27,22,18.3,2003,1980
2003-01-28,28,19.1,18,2003,1983
1983-01-29,29,19,18.3,1983,1999
1983-01-30,30,19.6,16.9,1983,2008
1983-01-31,31,17.4,17.3,1983,2016
2016-02-01,1,18.1,17.4,2016,1964
1985-02-02,2,17.9,17.2,1985,1964
1964-02-03,3,18.8,18.6,1964,2004
2004-02-04,4,20,19.4,2004,1985
2004-02-05,5,20.4,19.6,2004,1992
2004-02-06,6,20.2,19.6,2004,1995
1985-02-07,7,19.4,18.7,1985,1981
1987-02-08,8,19.2,18.9,1987,1984
1979-02-09,9,20.1,19,1979,1990
1961-02-10,10,19.5,18,1961,2000
1961-02-11,11,18.8,18.6,1961,1997
1961-02-12,12,20,19.6,1961,2001
1961-02-13,13,21.2,19.8,1961,1958
2000-02-14,14,21.2,19.6,2000,1958
1998-02-15,15,21.1,20.3,1998,2000
2007-02-16,16,23.8,21.6,2007,1998
1998-02-17,17,21.1,20,1998,1950
1978-02-18,18,20.8,20.6,1978,2000
2000-02-19,19,21.6,19.6,2000,1950
1997-02-20,20,21.6,20.6,1997,1999
1997-02-21,21,21.6,20.4,1997,1999
2019-02-22,22,22.8,21.4,2019,1950
1990-02-23,23,21.7,21,1990,2019
2019-02-24,24,22.3,22.2,2019,1990
2011-02-25,25,22.5,22.2,2011,2019
2019-02-26,26,23.7,22.4,2019,2011
2019-02-27,27,23.4,23,2019,1961
1960-02-28,28,24.7,23.2,1960,1987
2012-02-29,29,22,21.7,2012,1960
1987-03-01,1,23.6,23.6,1987,1987
1997-03-02,2,23.7,23.4,1997,1987
1987-03-03,3,24,23.7,1987,1997
1987-03-04,4,24.2,23.1,1987,1998
1987-03-05,5,23.4,23.4,1987,1997
2001-03-06,6,23.6,23.5,2001,1987
1997-03-07,7,23,22.9,1997,1998
2017-03-08,8,24.8,24,2017,2015
2017-03-09,9,27.6,24.7,2017,2000
2017-03-10,10,29,24.9,2017,2000
2000-03-11,11,25.5,25,2000,1957
1989-03-12,12,25,24.7,1989,2003
2003-03-13,13,26.2,25,2003,2012
2012-03-14,14,26.6,26.4,2012,2008
2012-03-15,15,25.4,24,2012,2009
2009-03-16,16,24.5,24.4,2009,1977
1961-03-17,17,27.1,26,1961,1997
1997-03-18,18,26,24.5,1997,2014
1997-03-19,19,25.1,25,1997,2017
2017-03-20,20,25.2,25,2017,1992
1990-03-21,21,27.1,26.5,1990,1992
1990-03-22,22,25.6,25.4,1990,1952
1996-03-23,23,26.4,26,1996,2001
1955-03-24,24,30,26.8,1955,2002
1994-03-25,25,26.4,26,1994,1988
2006-03-26,26,25.2,24.9,2006,1989
2009-03-27,27,24.9,24.2,2009,1995
2015-03-28,28,25.3,24.9,2015,1957
1995-03-29,29,24.2,24.1,1995,2008
1976-03-30,30,26.2,26,1976,2015
2015-03-31,31,27.6,26.8,2015,1980
2011-04-01,1,26.8,26.5,2011,1980
1997-04-02,2,25.6,25.4,1997,1980
2008-04-03,3,27,26.2,2008,1985
2006-04-04,4,27.4,27.3,2006,1999
1999-04-05,5,28.5,27,1999,2011
1999-04-06,6,30.2,27,1999,2008
2011-04-07,7,28.4,27.8,2011,1995
2011-04-08,8,30,27.7,2011,2014
1995-04-09,9,30.4,29.1,1995,2011
1995-04-10,10,29.6,29.6,1995,2014
1995-04-11,11,28.8,28.3,1995,2017
2017-04-12,12,29.3,29.2,2017,1995
2017-04-13,13,28.4,27.9,2017,1995
2011-04-14,14,28.4,27.3,2011,2013
1997-04-15,15,27.7,27.6,1997,2014
1997-04-16,16,28.7,28.1,1997,2014
2014-04-17,17,29.4,29.3,2014,1970
2017-04-18,18,30,29.5,2017,2014
1985-04-19,19,26.8,26.2,1985,1968
1992-04-20,20,28,25.8,1992,1984
1992-04-21,21,28.5,26.8,1992,2002
1992-04-22,22,28,26.4,1992,1987
1987-04-23,23,28.4,27.9,1987,2017
1992-04-24,24,28.5,28.3,1992,2017
2002-04-25,25,30.2,30,2002,1977
2002-04-26,26,29.2,29,2002,1992
1987-04-27,27,30.2,29.6,1987,1992
2005-04-28,28,30.6,29.9,2005,2010
2005-04-29,29,31.6,29.8,2005,1994
2005-04-30,30,30.6,30.1,2005,1994
1994-05-01,1,30.5,30.4,1994,2005
1994-05-02,2,31.6,29.2,1994,2006
1994-05-03,3,32,29.7,1994,2017
1994-05-04,4,31.4,31,1994,2017
2014-05-05,5,30.6,29.5,2014,1964
1964-05-06,6,32.6,31.5,1964,1994
2009-05-07,7,31,30.8,2009,2015
2017-05-08,8,31.6,31.2,2017,1962
2014-05-09,9,32.1,31.7,2014,1958
2012-05-10,10,34.2,33,2012,2015
2012-05-11,11,35.5,34.3,2012,2015
2012-05-12,12,36.2,35.4,2012,2015
