fecha,dia,primero,segundo,yearprimera,yearsegundo
1980-01-01,1,16,16,1980,1996
1987-01-02,2,16,14.8,1987,2003
1981-01-03,3,17.2,17,1981,1998
1960-01-04,4,16.4,15.8,1960,2016
1999-01-05,5,17,15.6,1999,2001
1999-01-06,6,17,16.8,1999,1976
1951-01-07,7,15.4,15.2,1951,1976
2014-01-08,8,17.3,15.8,2014,1976
2014-01-09,9,19.1,16.8,2014,2004
1971-01-10,10,18,16.2,1971,1976
2017-01-11,11,17.9,17.3,2017,2014
2017-01-12,12,17,16.8,2017,1997
1976-01-13,13,18.2,15.8,1976,2011
1968-01-14,14,17,15.6,1968,1989
1968-01-15,15,18,17.2,1968,1976
1981-01-16,16,16.6,16.4,1981,1968
1968-01-17,17,16,15.6,1968,2017
1988-01-18,18,15.6,15.6,1988,2005
1959-01-19,19,17.6,17,1959,2008
2008-01-20,20,19.4,18.6,2008,1981
1981-01-21,21,19.6,18.2,1981,2008
2008-01-22,22,18.4,17,2008,1981
1981-01-23,23,18,17.4,1981,2008
2016-01-24,24,18.9,18,2016,2019
1959-01-25,25,20.6,17.7,1959,2016
1981-01-26,26,18,18,1981,2019
2003-01-27,27,21.2,19,2003,1980
2003-01-28,28,18.8,17,2003,1981
1981-01-29,29,18,17.6,1981,1975
1953-01-30,30,16.8,16.6,1953,1982
1953-01-31,31,18.8,18,1953,1982
1953-02-01,1,18.6,18.2,1953,1964
1964-02-02,2,18.8,18.2,1964,1953
2004-02-03,3,18.6,18.4,2004,1964
2004-02-04,4,20,18.4,2004,1978
2004-02-05,5,20.8,19.8,2004,1962
2004-02-06,6,20.6,20.2,2004,1962
1981-02-07,7,21.4,18.2,1981,2008
1981-02-08,8,22.6,19,1981,1987
1974-02-09,9,18.4,17.8,1974,1990
1961-02-10,10,19.2,17.9,1961,2002
1961-02-11,11,20.6,19.2,1961,2001
1961-02-12,12,21.8,20,1961,2001
1961-02-13,13,21,19.6,1961,2005
1998-02-14,14,18.6,18.4,1998,1989
1958-02-15,15,21.4,20.4,1958,1961
1958-02-16,16,22.2,19.4,1958,2007
1958-02-17,17,20.4,20,1958,1998
1978-02-18,18,20,19.8,1978,1989
1989-02-19,19,20.8,20,1989,1975
1950-02-20,20,20.4,20.2,1950,1999
1997-02-21,21,21,20.8,1997,1990
2001-02-22,22,20.2,20.2,2001,2019
1990-02-23,23,20.2,19.8,1990,1967
1990-02-24,24,22.4,20.6,1990,2011
2011-02-25,25,20.8,20.8,2011,2019
2011-02-26,26,21,21,2011,2019
1960-02-27,27,22.2,21.8,1960,1961
1960-02-28,28,25,22.2,1960,1987
2012-02-29,29,20.3,18.8,2012,2008
1987-03-01,1,22.8,22.8,1987,1987
1987-03-02,2,23.4,22,1987,1997
1987-03-03,3,24.2,23.8,1987,1997
1987-03-04,4,23.2,22.4,1987,1977
1987-03-05,5,23.2,22.4,1987,1997
1997-03-06,6,23.4,22.6,1997,1998
1997-03-07,7,23.4,23,1997,1998
2015-03-08,8,23.6,23.4,2015,2000
2017-03-09,9,25.9,23.3,2017,2015
2017-03-10,10,26.8,24.2,2017,2000
1981-03-11,11,25,24.4,1981,1989
1961-03-12,12,24.8,24.6,1961,2009
1961-03-13,13,24.6,24.1,1961,2012
2012-03-14,14,26.4,25,2012,1961
2009-03-15,15,24.8,22.4,2009,1961
2009-03-16,16,25,23,2009,1994
1997-03-17,17,24.6,24.4,1997,2005
1961-03-18,18,25.8,25.4,1961,1997
1997-03-19,19,25,23.8,1997,1970
1997-03-20,20,25.4,25,1997,1992
1992-03-21,21,25.8,25.4,1992,1952
1952-03-22,22,26.2,25.6,1952,2002
2002-03-23,23,25.4,25,2002,1951
1955-03-24,24,25.6,25.6,1955,2002
1988-03-25,25,25.2,25.2,1988,1989
2009-03-26,26,25,24,2009,1995
2009-03-27,27,25.2,24.2,2009,1995
2015-03-28,28,25.9,23.2,2015,1957
1995-03-29,29,24.8,24,1995,1961
1976-03-30,30,26.4,25.9,1976,2015
1980-03-31,31,27.4,27,1980,1976
1980-04-01,1,26.4,25.4,1980,1997
1997-04-02,2,25.2,25,1997,1980
2008-04-03,3,26.9,26,2008,2015
1999-04-04,4,27,26.8,1999,2008
1999-04-05,5,27.8,27,1999,2011
1999-04-06,6,28.6,27,1999,1967
2011-04-07,7,28.4,27.6,2011,1995
2011-04-08,8,28.8,27.2,2011,1995
1995-04-09,9,29.8,29,1995,1950
1950-04-10,10,29.8,29,1950,1995
2017-04-11,11,28.2,27.6,2017,1995
2017-04-12,12,28.8,27,2017,1995
2011-04-13,13,27.8,27.4,2011,1995
2011-04-14,14,28.4,27,2011,1977
1970-04-15,15,28.4,28.4,1970,1997
1997-04-16,16,28.4,28.3,1997,2017
1970-04-17,17,28.8,28.7,1970,2014
1970-04-18,18,29,28.9,1970,2017
2017-04-19,19,27.3,25.4,2017,1992
1952-04-20,20,27.8,26.4,1952,1992
1952-04-21,21,28,27.8,1952,1992
1977-04-22,22,27,26.6,1977,1992
1970-04-23,23,28,27.8,1970,1977
1977-04-24,24,28.4,27.6,1977,1964
1977-04-25,25,31.2,29.2,1977,2002
2008-04-26,26,28.6,28.2,2008,1964
2010-04-27,27,29.6,28,2010,1977
1994-04-28,28,29.6,29.6,1994,2005
