fecha,dia,primero,segundo,yearprimera,yearsegundo
1962-01-01,1,15.4,15,1962,2003
2003-01-02,2,15.5,14.8,2003,1960
1998-01-03,3,16.6,16.5,1998,2018
1998-01-04,4,16,15.8,1998,1960
2001-01-05,5,18.7,15,2001,1988
2011-01-06,6,17.6,16,2011,2008
1982-01-07,7,17.2,15.6,1982,2011
2014-01-08,8,17.1,17,2014,2011
1991-01-09,9,15,15,1991,2004
1991-01-10,10,16.5,15.4,1991,1974
1955-01-11,11,16.4,16,1955,1974
2011-01-12,12,15.2,15,2011,1955
1955-01-13,13,15.8,15.6,1955,1993
1955-01-14,14,15.6,15.6,1955,2011
1968-01-15,15,17.4,16.6,1968,1955
1955-01-16,16,16.4,15,1955,1974
1955-01-17,17,15.6,14.4,1955,1951
2007-01-18,18,15.7,14.6,2007,2008
2007-01-19,19,17,16.8,2007,1969
1969-01-20,20,16.8,13.6,1969,1962
2018-01-21,21,14.7,14,2018,1955
1966-01-22,22,15.6,14.6,1966,2010
2016-01-23,23,16.5,16,2016,1959
1960-01-24,24,16.2,15.2,1960,1995
1977-01-25,25,15.4,14.7,1977,1990
1967-01-26,26,15,14.4,1967,1977
2002-01-27,27,15.4,14.6,2002,1967
2002-01-28,28,16.4,15.6,2002,1974
1967-01-29,29,18.6,16.2,1967,1966
1975-01-30,30,16.8,15.6,1975,2013
2013-01-31,31,16.8,16,2013,2000
1957-02-01,1,15.2,14.9,1957,2000
2002-02-02,2,17.2,16.4,2002,1957
2002-02-03,3,16.6,16.4,2002,2004
2000-02-04,4,17.1,16.2,2000,1977
2004-02-05,5,17.7,15.6,2004,1957
2014-02-06,6,19.3,17.4,2014,2004
2011-02-07,7,18.1,15.4,2011,1977
1966-02-08,8,18.2,16,1966,1979
1979-02-09,9,19,16.3,1979,2002
1958-02-10,10,18.4,16.6,1958,1990
2002-02-11,11,17.5,16.8,2002,2001
1961-02-12,12,20.4,19.5,1961,2001
1961-02-13,13,21.8,20.4,1961,1958
2014-02-14,14,20.3,18,2014,1995
1998-02-15,15,21.5,17.4,1998,1958
1958-02-16,16,22,17.8,1958,2007
1989-02-17,17,18.2,17.4,1989,1995
1978-02-18,18,20.8,20.2,1978,1989
1989-02-19,19,20.6,19.4,1989,1950
1950-02-20,20,18.2,17.2,1950,1977
1967-02-21,21,18.8,17.4,1967,1950
1967-02-22,22,19.4,19,1967,2019
1990-02-23,23,19.9,19.4,1990,2019
1990-02-24,24,20.5,18.9,1990,2019
2019-02-25,25,20.6,18.7,2019,2000
2019-02-26,26,20.5,19.9,2019,1994
2019-02-27,27,22.6,21.4,2019,1960
1997-02-28,28,18.8,18.4,1997,1960
2012-02-29,29,20.4,17.2,2012,1976
1977-03-01,1,21.4,21.4,1977,1977
1977-03-02,2,22.6,21.9,1977,1997
1997-03-03,3,23.8,22.4,1997,1977
2007-03-04,4,23,22.8,2007,1973
1960-03-05,5,23.6,23.4,1960,1977
1977-03-06,6,22.2,21.8,1977,1998
2015-03-07,7,21.8,20.5,2015,1997
2000-03-08,8,21.2,20.9,2000,2017
2017-03-09,9,25.5,21.8,2017,2000
2017-03-10,10,26.2,22.6,2017,1957
2017-03-11,11,24.2,22.6,2017,1981
1989-03-12,12,23.6,21.7,1989,2003
2009-03-13,13,23,22.5,2009,1997
2012-03-14,14,24.8,21.2,2012,2008
2012-03-15,15,24.5,22,2012,1961
1961-03-16,16,23.6,22.4,1961,1977
2014-03-17,17,24.7,22.9,2014,1997
1993-03-18,18,23.5,23,1993,1997
1957-03-19,19,23.4,22.5,1957,2009
1990-03-20,20,25.5,24,1990,2005
1990-03-21,21,26.6,24,1990,2002
2002-03-22,22,22.6,22.2,2002,2001
2001-03-23,23,25.4,24.4,2001,1951
1955-03-24,24,26,22.5,1955,1994
1955-03-25,25,25,24.4,1955,1994
1950-03-26,26,24,24,1950,1989
1998-03-27,27,23.4,23,1998,1989
1965-03-28,28,23.4,23.2,1965,1957
1953-03-29,29,23.2,22.8,1953,1994
1953-03-30,30,24,23.8,1953,1965
1980-03-31,31,25.2,22.2,1980,1976
1980-04-01,1,25,25,1980,2011
1995-04-02,2,24.6,23.7,1995,2011
1995-04-03,3,24.2,24,1995,1953
1955-04-04,4,23,23,1955,1999
1999-04-05,5,25.4,25,1999,1955
2011-04-06,6,28,25.8,2011,1973
2011-04-07,7,28.4,24.4,2011,2014
2011-04-08,8,29.1,25.2,2011,2017
2011-04-09,9,26.9,24.5,2011,2017
2014-04-10,10,25.6,24.6,2014,2017
1991-04-11,11,24.2,24,1991,1995
1961-04-12,12,23.4,22.9,1961,2017
1955-04-13,13,25.6,23.6,1955,2017
1955-04-14,14,26,25.2,1955,2013
2014-04-15,15,24.7,23.9,2014,2013
1970-04-16,16,27.6,25.7,1970,2014
1970-04-17,17,28.4,27.2,1970,2013
2018-04-18,18,25.5,24.4,2018,2007
2007-04-19,19,24.7,24,2007,2018
1984-04-20,20,25.2,24.2,1984,2007
2007-04-21,21,24.4,24.2,2007,1984
1977-04-22,22,25.4,24.8,1977,2018
2007-04-23,23,26.8,25.1,2007,2009
2007-04-24,24,27,26.7,2007,2017
1977-04-25,25,27.2,26.1,1977,1998
2008-04-26,26,26.8,26.2,2008,1964
2010-04-27,27,26.5,25.7,2010,2008
2010-04-28,28,27.8,26.8,2010,2003
2005-04-29,29,28.2,26.9,2005,1994
2005-04-30,30,28.1,25.4,2005,1950
2005-05-01,1,28,27.4,2005,1994
1958-05-02,2,27.4,27,1958,1994
1958-05-03,3,26.8,26.7,1958,2008
1958-05-04,4,28.6,27.6,1958,1961
1989-05-05,5,27.4,26.4,1989,1995
1964-05-06,6,29.8,28,1964,2009
1964-05-07,7,29.2,28.4,1964,1958
1962-05-08,8,29,27.6,1962,1955
1965-05-09,9,27.2,26.4,1965,1987
2012-05-10,10,30.2,29.9,2012,2015
2015-05-11,11,31,30.2,2015,2012
2015-05-12,12,32.4,29.6,2015,1964
2015-05-13,13,31.6,29,2015,1961
1965-05-14,14,29.6,28.1,1965,2000
1961-05-15,15,29.4,29.2,1961,1979
1964-05-16,16,30.6,30.2,1964,2017
1964-05-17,17,30.6,29.9,1964,2006
2004-05-18,18,27.8,27.6,2004,1992
1958-05-19,19,29.6,28.3,1958,2004
2002-05-20,20,28.6,27.8,2002,2004
