fecha,dia,primero,segundo,yearprimera,yearsegundo
1996-01-01,1,20.4,18.8,1996,1987
2003-01-02,2,23,18.6,2003,2001
2018-01-03,3,20.6,20.2,2018,2015
2018-01-04,4,22.2,19.3,2018,2015
2013-01-05,5,20.6,19.7,2013,2018
2019-01-06,6,21.8,20.8,2019,2008
1982-01-07,7,20.2,19.9,1982,2013
2016-01-08,8,23,20.7,2016,2011
2007-01-09,9,18.7,18.7,2007,2016
1991-01-10,10,21.8,21.1,1991,2015
1974-01-11,11,20.1,19.2,1974,2016
2015-01-12,12,19,18.8,2015,1974
2007-01-13,13,20.6,19.2,2007,2011
2011-01-14,14,18.6,18.4,2011,2004
1976-01-15,15,19,18.7,1976,2011
1976-01-16,16,19.6,18.9,1976,2018
1983-01-17,17,17.6,16.7,1983,2007
2008-01-18,18,19.6,19.2,2008,2000
2007-01-19,19,21.8,18.8,2007,1998
2007-01-20,20,20.9,19.6,2007,2005
2007-01-21,21,17.8,17.7,2007,2018
1985-01-22,22,19,18.4,1985,2018
2016-01-23,23,20.2,19.8,2016,1995
1980-01-24,24,20.8,20,1980,2001
1990-01-25,25,19.4,18.8,1990,1995
2002-01-26,26,20.8,20.2,2002,1977
2003-01-27,27,23.8,21.4,2003,1983
2008-01-28,28,21.9,20.6,2008,2002
1975-01-29,29,20.2,19,1975,2002
2013-01-30,30,19.8,18.2,2013,1995
2013-01-31,31,20.7,19,2013,2000
2016-02-01,1,21.6,21,2016,2013
1985-02-02,2,20.4,19.4,1985,2016
1985-02-03,3,21.4,19,1985,1990
2017-02-04,4,20.6,20.2,2017,1980
1995-02-05,5,23,20.2,1995,1979
2011-02-06,6,21.6,20.6,2011,2001
2017-02-07,7,19.5,19.3,2017,2008
1984-02-08,8,23.6,20.6,1984,1987
1977-02-09,9,20.2,20,1977,1979
1977-02-10,10,19.8,19.4,1977,2019
2007-02-11,11,20.3,19.1,2007,2004
2002-02-12,12,20.4,19.1,2002,2005
2016-02-13,13,23.5,21.5,2016,2014
2014-02-14,14,23.4,22.6,2014,2007
2007-02-15,15,25.5,22.8,2007,2014
2007-02-16,16,22.2,19.1,2007,2006
