fecha,dia,primero,segundo,yearprimera,yearsegundo
1996-01-01,1,25.6,22,1996,1980
2018-01-02,2,22.4,21.2,2018,2001
2018-01-03,3,25.4,23,2018,1988
2018-01-04,4,23.4,22,2018,2016
2012-01-05,5,24,21.2,2012,1967
1974-01-06,6,25,23.4,1974,2012
1982-01-07,7,26.2,24.8,1982,2016
1968-01-08,8,20.5,20.2,1968,1982
1982-01-09,9,22.2,21.7,1982,2004
2004-01-10,10,23.8,21.8,2004,1974
2015-01-11,11,22.8,22.3,2015,1955
1994-01-12,12,23.6,22.3,1994,1955
1979-01-13,13,22,21,1979,1955
1955-01-14,14,22.2,21.6,1955,2019
1955-01-15,15,23,22,1955,1954
2008-01-16,16,22.1,21,2008,1955
1955-01-17,17,22.2,21.8,1955,2018
1955-01-18,18,25,23.5,1955,1975
1969-01-19,19,23,23,1969,1998
1966-01-20,20,24,23.2,1966,1981
1951-01-21,21,24.5,24.2,1951,2018
2018-01-22,22,25,21.8,2018,1966
1966-01-23,23,24,23.4,1966,2004
2004-01-24,24,22.3,22.2,2004,1995
1966-01-25,25,24.4,22.2,1966,1995
2004-01-26,26,23.7,23,2004,2014
2004-01-27,27,23.6,22.4,2004,2014
1994-01-28,28,22,21.9,1994,1975
1975-01-29,29,24.2,22.8,1975,2009
2015-01-30,30,23.7,23.6,2015,1983
1983-01-31,31,23.2,22.5,1983,2019
1961-02-01,1,23.5,23,1961,1978
1961-02-02,2,24.5,22.6,1961,1978
1961-02-03,3,23.5,22,1961,1970
1961-02-04,4,22.5,22,1961,1977
1979-02-05,5,27.4,25.5,1979,1961
1996-02-06,6,24,22.7,1996,1961
1996-02-07,7,23.4,23.2,1996,2017
1984-02-08,8,25.4,22.2,1984,1952
1988-02-09,9,24.2,23,1988,1979
1966-02-10,10,24.8,23.2,1966,2007
2016-02-11,11,24,23.4,2016,1985
1985-02-12,12,26.2,23.5,1985,1994
1990-02-13,13,24.4,23.8,1990,2016
1990-02-14,14,26.6,24.4,1990,1995
1990-02-15,15,26.6,24,1990,1995
1995-02-16,16,23.2,22,1995,1978
1978-02-17,17,25,23.4,1978,2000
1978-02-18,18,24.4,23,1978,1971
1978-02-19,19,25.2,25,1978,2000
1999-02-20,20,24.8,23.2,1999,1964
1970-02-21,21,23,22.5,1970,1951
1999-02-22,22,26.4,24,1999,1970
1970-02-23,23,26,23.6,1970,2001
1973-02-24,24,25,24.4,1973,2002
1995-02-25,25,27.8,23.4,1995,1989
2011-02-26,26,25.2,25,2011,1973
1990-02-27,27,27.4,25.8,1990,1971
1990-02-28,28,25.4,25,1990,2014
1960-02-29,29,20.5,19.8,1960,1964
1987-03-01,1,26.4,26.4,1987,1987
1987-03-02,2,28,27.4,1987,1997
1987-03-03,3,27.4,26.9,1987,2007
1987-03-04,4,25.2,24.6,1987,1960
1998-03-05,5,26.2,25,1998,1952
2017-03-06,6,25,24.5,2017,1972
2017-03-07,7,27,26.8,2017,1998
1998-03-08,8,27.6,26.8,1998,2006
1987-03-09,9,26.2,24.6,1987,2006
2017-03-10,10,30.5,24.6,2017,2001
1978-03-11,11,26.6,26.5,1978,2015
1981-03-12,12,28,25.6,1981,2006
1990-03-13,13,25,22.8,1990,1981
1969-03-14,14,26,23.6,1969,1992
1958-03-15,15,26.4,25,1958,1969
1974-03-16,16,25.8,24.2,1974,1988
1988-03-17,17,28.6,28.5,1988,1969
1988-03-18,18,27,26,1988,1951
2007-03-19,19,26.7,26.5,2007,1970
1982-03-20,20,26.8,25.5,1982,1951
1952-03-21,21,29.6,27.2,1952,2002
1952-03-22,22,28.5,26,1952,1965
1952-03-23,23,29.8,27.9,1952,1992
1952-03-24,24,29.2,29,1952,1951
1988-03-25,25,28.4,25.6,1988,2001
1988-03-26,26,28,26,1988,1981
2006-03-27,27,25.6,25.6,2006,2015
1996-03-28,28,26,25.6,1996,1980
2015-03-29,29,30,29.2,2015,1995
2015-03-30,30,31.5,27.6,2015,2013
2015-03-31,31,27,26.3,2015,2006
1980-04-01,1,32,26.8,1980,1953
2006-04-02,2,27.3,26.6,2006,1980
1985-04-03,3,28.2,27.4,1985,1984
1998-04-04,4,26,24.5,1998,2018
2001-04-05,5,26.8,26.5,2001,1962
2008-04-06,6,25.2,24.8,2008,1994
1994-04-07,7,27.2,26.5,1994,1973
1993-04-08,8,26,25.5,1993,2001
2011-04-09,9,30.5,28.5,2011,1993
2012-04-10,10,27,26.2,2012,2001
1961-04-11,11,26.5,25,1961,1960
1989-04-12,12,25.6,25,1989,1987
2017-04-13,13,28.5,26.4,2017,1996
2017-04-14,14,28.5,26,2017,1966
1975-04-15,15,27.5,26.8,1975,1966
1975-04-16,16,28.8,26.9,1975,2001
1979-04-17,17,26.8,26.2,1979,1996
1963-04-18,18,27.1,26.5,1963,1970
1970-04-19,19,27.5,27,1970,2000
2000-04-20,20,27.7,26.8,2000,1978
2005-04-21,21,26.6,26,2005,1961
1979-04-22,22,28.2,27.2,1979,2000
2001-04-23,23,28.4,27.5,2001,1969
1970-04-24,24,28.5,26.1,1970,1977
2001-04-25,25,25.2,25,2001,1961
2003-04-26,26,28.4,28,2003,1998
1997-04-27,27,28.4,27,1997,1968
1992-04-28,28,26.8,26.5,1992,1961
1997-04-29,29,28.2,27,1997,1959
1983-04-30,30,25,24.6,1983,2007
1991-05-01,1,27.4,26.5,1991,2015
1961-05-02,2,28,27.9,1961,1994
2015-05-03,3,32.1,29.5,2015,1961
1964-05-04,4,29.4,27.9,1964,2015
1962-05-05,5,29.2,29,1962,1997
1966-05-06,6,31,28,1966,1958
2013-05-07,7,28.5,27,2013,2011
2005-05-08,8,31.2,29.7,2005,1953
1957-05-09,9,28.5,28.5,1957,1969
2007-05-10,10,31.1,27.5,2007,1956
2007-05-11,11,30.6,28,2007,1995
2007-05-12,12,30.9,29.8,2007,1977
2007-05-13,13,32.7,30.6,2007,2012
2015-05-14,14,36,31.8,2015,1999
1961-05-15,15,32,31.4,1961,2015
1961-05-16,16,32,30,1961,1958
1979-05-17,17,30.4,29.2,1979,1995
1995-05-18,18,30.5,30.2,1995,2006
1992-05-19,19,29,28,1992,2003
2006-05-20,20,27.9,26.5,2006,1968
1953-05-21,21,29.5,29.5,1953,1961
1953-05-22,22,34.5,28.6,1953,2008
2009-05-23,23,27.8,27,2009,1957
2003-05-24,24,28.8,28.5,2003,1951
2002-05-25,25,29.5,28.8,2002,2001
2011-05-26,26,32.8,29.6,2011,1990
1996-05-27,27,30.6,30.5,1996,1972
1953-05-28,28,32,29.4,1953,1997
2000-05-29,29,31.6,29.8,2000,2004
2007-05-30,30,28.7,27.5,2007,1952
1953-05-31,31,34,32.5,1953,2010
1973-06-01,1,28.5,28.3,1973,1952
1976-06-02,2,31.8,30.2,1976,1994
2001-06-03,3,34.6,30,2001,1999
2014-06-04,4,31.5,30.4,2014,1984
1966-06-05,5,31,29.6,1966,1974
2012-06-06,6,32.6,31.2,2012,1998
1952-06-07,7,33.8,33,1952,1991
1990-06-08,8,33,29.8,1990,2012
2001-06-09,9,30.4,29.4,2001,2016
1998-06-10,10,32.4,32,1998,2012
1983-06-11,11,34.6,31.5,1983,2012
1950-06-12,12,31.5,30.2,1950,2016
2016-06-13,13,36.6,33,2016,1997
2014-06-14,14,33,32.1,2014,2003
2001-06-15,15,32.4,31.2,2001,2003
2011-06-16,16,32.2,31.6,2011,2001
1974-06-17,17,31.9,30.8,1974,1976
2011-06-18,18,34.6,33.8,2011,2004
2004-06-19,19,33.2,31.6,2004,2009
1996-06-20,20,32.5,32,1996,1987
1996-06-21,21,33.4,33.4,1996,2012
1982-06-22,22,32.2,32.2,1982,1990
2004-06-23,23,34.4,33.5,2004,1968
2008-06-24,24,33.1,31,2008,2004
1994-06-25,25,34.4,33.6,1994,2009
2001-06-26,26,36.4,33.2,2001,2003
1999-06-27,27,32.6,32.2,1999,2017
2012-06-28,28,36.9,33.4,2012,2000
2012-06-29,29,36.6,34.5,2012,1959
2003-06-30,30,33.5,33.5,2003,2004
2012-07-01,1,34,32.5,2012,1970
1999-07-02,2,38.6,35.5,1999,1970
1994-07-03,3,37,34,1994,2008
1994-07-04,4,39.6,36.2,1994,1955
1964-07-05,5,33.5,33.2,1964,1996
1986-07-06,6,36.8,35.7,1986,2011
2000-07-07,7,34,33.8,2000,1982
1976-07-08,8,35.6,34.7,1976,1952
1963-07-09,9,34.4,34.4,1963,1985
1957-07-10,10,36.5,34.2,1957,1963
1959-07-11,11,36,35.9,1959,2008
1961-07-12,12,40.5,33,1961,1976
1959-07-13,13,33.5,33,1959,1953
2009-07-14,14,37.9,37,2009,1962
1962-07-15,15,35.6,33.4,1962,1951
1950-07-16,16,34.8,34,1950,2018
1975-07-17,17,37.5,36.9,1975,2009
1978-07-18,18,35.2,34.5,1978,2005
1996-07-19,19,33.2,33,1996,1971
1988-07-20,20,33.5,32.7,1988,1971
1967-07-21,21,35.5,33.5,1967,1957
1951-07-22,22,37.6,37,1951,1967
2009-07-23,23,37.6,34.8,2009,1986
1970-07-24,24,34.5,34,1970,2015
2008-07-25,25,36.2,36,2008,1965
1953-07-26,26,36.2,33.5,1953,1990
2015-07-27,27,37.7,37.2,2015,2003
2018-07-28,28,36.5,33.6,2018,1985
1979-07-29,29,34,34,1979,2018
1971-07-30,30,38,34.8,1971,1976
1971-07-31,31,37.5,36.6,1971,2006
1971-08-01,1,35,32.6,1971,1994
1971-08-02,2,35,33.6,1971,2001
2006-08-03,3,35.5,34.8,2006,2004
2004-08-04,4,35.5,34.7,2004,2016
1990-08-05,5,34.6,34.4,1990,2012
1993-08-06,6,35.6,34.6,1993,2018
1994-08-07,7,35.6,35.5,1994,2008
1957-08-08,8,35,34.4,1957,2001
1994-08-09,9,37.1,35.5,1994,1957
2012-08-10,10,36.8,34.6,2012,2014
2010-08-11,11,35.5,35,2010,1996
2007-08-12,12,36,34.4,2007,2004
2015-08-13,13,35.6,33,2015,1968
1968-08-14,14,38,36,1968,1969
1969-08-15,15,36.5,36,1969,2003
2004-08-16,16,34,33.6,2004,1987
1987-08-17,17,36.5,35,1987,1968
1958-08-18,18,35,34,1958,1956
1952-08-19,19,36.7,35,1952,1956
1962-08-20,20,35.7,35.6,1962,2000
2000-08-21,21,34.4,32.8,2000,1986
1965-08-22,22,35.8,34,1965,1986
1986-08-23,23,37,34.5,1986,2010
2010-08-24,24,34.4,33.8,2010,2012
2012-08-25,25,36,34,2012,1956
2014-08-26,26,34.6,33.5,2014,2011
2010-08-27,27,36.9,34.2,2010,1989
1988-08-28,28,32.8,32.2,1988,1992
2007-08-29,29,35.6,35,2007,2001
1978-08-30,30,33,31.9,1978,2001
1955-08-31,31,36,32.8,1955,2008
1991-09-01,1,32.5,32.4,1991,1988
2014-09-02,2,33,32.6,2014,1983
1999-09-03,3,36.2,34,1999,2009
2008-09-04,4,33.9,33,2008,1967
2016-09-05,5,39.4,32.2,2016,2005
1982-09-06,6,32.4,31.8,1982,1974
2000-09-07,7,32.4,32.3,2000,2010
1994-09-08,8,33.6,31.4,1994,1993
1994-09-09,9,32.6,32.5,1994,2003
1983-09-10,10,33.6,32.2,1983,1997
2014-09-11,11,34,33.4,2014,2004
2014-09-12,12,34.9,33.6,2014,1994
1980-09-13,13,35.4,32.6,1980,1997
2001-09-14,14,33.4,32.6,2001,1953
1950-09-15,15,31,31,1950,1960
2000-09-16,16,31.8,31.2,2000,1983
1964-09-17,17,38,33,1964,1973
1984-09-18,18,33,32,1984,2011
1950-09-19,19,30.5,30.2,1950,2008
1968-09-20,20,32.5,32.2,1968,1990
1990-09-21,21,35.5,32,1990,2018
1968-09-22,22,35,34,1968,1990
1968-09-23,23,35.5,33.6,1968,1984
1968-09-24,24,35.5,31.4,1968,1986
1987-09-25,25,32.2,31.6,1987,1963
1974-09-26,26,33.4,33,1974,1983
1952-09-27,27,30.2,28.5,1952,1975
2003-09-28,28,30.6,29.6,2003,1974
2006-09-29,29,31.1,29.8,2006,2013
1999-09-30,30,32.6,30.8,1999,2013
2003-10-01,1,30.5,30.2,2003,1980
2009-10-02,2,30.8,30.6,2009,2000
2006-10-03,3,35.5,30.6,2006,1992
1984-10-04,4,29.6,29,1984,1967
2015-10-05,5,30,29.6,2015,1988
2015-10-06,6,30.5,30,2015,2001
1952-10-07,7,31,30,1952,1955
1952-10-08,8,33.2,30.4,1952,1989
2012-10-09,9,32.4,31,2012,1997
1997-10-10,10,33,30.4,1997,1964
1952-10-11,11,34.4,32,1952,1981
1997-10-12,12,32.6,32,1997,1981
1973-10-13,13,30,29.2,1973,1981
1971-10-14,14,29.8,28,1971,1973
1981-10-15,15,29.8,28.2,1981,2013
1958-10-16,16,32,30,1958,1973
1967-10-17,17,28,27.4,1967,1983
1976-10-18,18,28.4,28.2,1976,1996
2004-10-19,19,27.6,27.2,2004,1991
2004-10-20,20,29.8,28.4,2004,1974
2006-10-21,21,29.3,28,2006,1997
1997-10-22,22,29.6,28.4,1997,2014
1980-10-23,23,27,27,1980,1986
2004-10-24,24,29.8,28.4,2004,2009
1998-10-25,25,27.4,27,1998,1966
1954-10-26,26,27.5,26.5,1954,1968
1961-10-27,27,26,25.5,1961,1967
1997-10-28,28,28.4,26.5,1997,2013
1990-10-29,29,29,26.2,1990,1998
1999-10-30,30,27.4,27.1,1999,2006
2006-10-31,31,29.3,26.9,2006,2002
1998-11-01,1,25.4,24.8,1998,1977
1995-11-02,2,28,27.7,1995,2009
2002-11-03,3,28.2,28,2002,2013
1991-11-04,4,28.4,28,1991,1950
2013-11-05,5,28.5,26,2013,1979
1985-11-06,6,29.4,27.3,1985,1999
1985-11-07,7,30,26.4,1985,1979
1985-11-08,8,29,24.2,1985,1997
1985-11-09,9,27.6,26,1985,1950
2002-11-10,10,28.5,25.4,2002,1994
1994-11-11,11,26.4,24.5,1994,1950
1981-11-12,12,26,26,1981,2017
1977-11-13,13,26,25,1977,1963
1963-11-14,14,24.6,24.4,1963,1979
1990-11-15,15,25.2,24.6,1990,1963
1975-11-16,16,27.5,24.4,1975,2009
1995-11-17,17,28,25.6,1995,1994
1994-11-18,18,25.2,24.6,1994,1984
1995-11-19,19,25,22.8,1995,1963
1995-11-20,20,25.8,25.6,1995,1963
2002-11-21,21,24.5,24.2,2002,2015
2006-11-22,22,24.3,23.2,2006,1996
1960-11-23,23,26,23,1960,1984
1960-11-24,24,22.5,22.5,1960,1972
1992-11-25,25,23.8,22.6,1992,1974
2000-11-26,26,25.8,23.5,2000,1960
1974-11-27,27,24,23.8,1974,2000
1981-11-28,28,26,24.2,1981,1974
1983-11-29,29,25,24.5,1983,1950
1996-11-30,30,22.2,22,1996,1954
2014-12-01,1,22.6,22.2,2014,1981
1976-12-02,2,27,22.2,1976,1966
1976-12-03,3,24.2,23.4,1976,1992
1978-12-04,4,25.8,24.5,1978,1950
1965-12-05,5,22,21.8,1965,1981
1976-12-06,6,23.6,22.2,1976,1954
1992-12-07,7,22.6,22.4,1992,2010
2010-12-08,8,24.3,21.7,2010,2009
2007-12-09,9,26.3,23.2,2007,1978
1961-12-10,10,24.8,22.4,1961,1977
1981-12-11,11,24,22.5,1981,1961
1978-12-12,12,25.2,21.6,1978,1965
1978-12-13,13,24.4,23.2,1978,1981
2003-12-14,14,24.1,24,2003,1981
1958-12-15,15,27,24.2,1958,1981
1981-12-16,16,26.8,24.5,1981,1958
1989-12-17,17,23.6,23,1989,1987
2004-12-18,18,21.8,21.6,2004,1989
1969-12-19,19,21,20.6,1969,1986
1980-12-20,20,22.4,21.5,1980,1969
1980-12-21,21,23.4,22,1980,1968
1981-12-22,22,24.2,23.7,1981,1952
1981-12-23,23,23.6,21.4,1981,1952
1968-12-24,24,26,23.2,1968,1995
1968-12-25,25,25,21.6,1968,2002
1968-12-26,26,26,22.2,1968,2002
1999-12-27,27,20.6,20.5,1999,1990
1995-12-28,28,22,21,1995,2017
2017-12-29,29,24.2,21.4,2017,1978
2017-12-30,30,22.8,22.2,2017,1994
1995-12-31,31,23.4,22.4,1995,1978
