fecha,dia,primero,segundo,yearprimera,yearsegundo
1995-01-01,1,23.9,20.6,1995,1970
2018-01-02,2,20,19.8,2018,2003
1994-01-03,3,22.2,22,1994,2003
1966-01-04,4,22.6,21.8,1966,1982
1982-01-05,5,25.6,20.8,1982,2001
1982-01-06,6,23.4,21.2,1982,1971
1960-01-07,7,21,20.8,1960,1970
1982-01-08,8,21.2,20.6,1982,1998
1982-01-09,9,21.8,20,1982,1960
2001-01-10,10,20.4,20,2001,1960
1960-01-11,11,20.4,19.6,1960,1992
1967-01-12,12,21.4,21.1,1967,2007
2016-01-13,13,22.8,21.6,2016,2002
2016-01-14,14,23.7,23.2,2016,2012
2016-01-15,15,23.8,22,2016,1992
2016-01-16,16,22.6,21,2016,1992
2010-01-17,17,25.3,20.9,2010,2016
2010-01-18,18,22.5,20.4,2010,1997
1955-01-19,19,22,22,1955,1969
1969-01-20,20,22.4,20.2,1969,1955
1955-01-21,21,23.4,19.3,1955,2007
1980-01-22,22,23.2,21.4,1980,2005
2001-01-23,23,21.4,20.1,2001,2016
2001-01-24,24,22.6,21,2001,1966
1995-01-25,25,21.1,20.4,1995,1969
1967-01-26,26,23,19.7,1967,2016
1966-01-27,27,24.8,22.2,1966,2002
1966-01-28,28,21.8,21.4,1966,2002
2013-01-29,29,21.4,21,2013,2002
2013-01-30,30,22.9,22.8,2013,2002
1997-01-31,31,21.6,21.4,1997,2000
2002-02-01,1,22.6,21.7,2002,2013
2002-02-02,2,23.8,23.4,2002,1995
2000-02-03,3,22,22,2000,2004
2004-02-04,4,24,23,2004,2000
1966-02-05,5,25.5,25.4,1966,1979
1966-02-06,6,26.4,24.6,1966,1979
1966-02-07,7,25.8,25.4,1966,1979
1966-02-08,8,23.6,23.2,1966,1980
1966-02-09,9,25.8,22.5,1966,1957
1966-02-10,10,23.4,22.6,1966,1980
1980-02-11,11,25.5,24.3,1980,2019
2019-02-12,12,23.9,23.4,2019,1961
2019-02-13,13,24.6,23,2019,2007
1998-02-14,14,23.4,22,1998,2019
2007-02-15,15,22.8,22.2,2007,1958
2013-02-16,16,23,21,2013,1978
2004-02-17,17,23.6,22.4,2004,1998
1990-02-18,18,22.4,22,1990,1998
1990-02-19,19,24.8,24.4,1990,1998
1990-02-20,20,25.8,22.2,1990,1998
1990-02-21,21,24.6,21.8,1990,1967
1967-02-22,22,24.6,22,1967,1994
1967-02-23,23,25.8,23.8,1967,1997
1998-02-24,24,24,23.8,1998,2019
1998-02-25,25,24.6,22.8,1998,2019
2010-02-26,26,24.7,24.2,2010,1960
2010-02-27,27,26.9,26.4,2010,1960
1987-02-28,28,25,23.4,1987,1977
1960-02-29,29,20,19,1960,1952
1987-03-01,1,23.6,23.6,1987,1987
1987-03-02,2,27.2,25.6,1987,1961
1987-03-03,3,27.6,26.8,1987,1960
1960-03-04,4,29.6,28.6,1960,1987
1987-03-05,5,29.2,28,1987,1961
1987-03-06,6,27.2,26,1987,1961
1987-03-07,7,28.8,26,1987,1961
2017-03-08,8,28.5,27,2017,1989
2017-03-09,9,29.9,28,2017,1981
1981-03-10,10,30.2,28.8,1981,1989
1981-03-11,11,30.6,28.4,1981,1989
2000-03-12,12,28.4,28.2,2000,1981
1981-03-13,13,29.8,26,1981,2000
1967-03-14,14,28,25.4,1967,1958
1967-03-15,15,28.8,26.2,1967,1958
1990-03-16,16,27.2,26,1990,1967
1990-03-17,17,29,27,1990,1963
1963-03-18,18,29.8,23.9,1963,2010
1963-03-19,19,28,24.6,1963,1965
2002-03-20,20,27.8,26.6,2002,1991
2002-03-21,21,28.4,28.2,2002,1965
2002-03-22,22,29.8,28,2002,1990
2002-03-23,23,28.4,27,2002,1990
1981-03-24,24,26.4,26,1981,1952
2006-03-25,25,27.8,27.4,2006,1952
1965-03-26,26,25,24.2,1965,2006
1978-03-27,27,27.4,25,1978,1988
1978-03-28,28,27.8,26.4,1978,1965
1980-03-29,29,27.6,24.8,1980,1957
1980-03-30,30,30,28.5,1980,2005
1980-03-31,31,29.8,25.9,1980,2006
1980-04-01,1,30.4,28.8,1980,2006
1980-04-02,2,33,32.4,1980,2006
1980-04-03,3,33,26.4,1980,1985
1973-04-04,4,26.8,25.8,1973,1980
1999-04-05,5,26.6,26.2,1999,1973
1999-04-06,6,28.2,25.6,1999,1973
1952-04-07,7,27.4,25.4,1952,1993
1993-04-08,8,25,24.6,1993,2010
2001-04-09,9,26,24.2,2001,1999
1999-04-10,10,24.2,22.8,1999,1983
1983-04-11,11,29.4,25.2,1983,1999
1983-04-12,12,30.7,25,1983,1999
1983-04-13,13,26.8,26.4,1983,2001
1988-04-14,14,27,25.8,1988,1970
1970-04-15,15,27,24.3,1970,2017
2017-04-16,16,31.6,27.8,2017,1970
2017-04-17,17,32.7,25,2017,1970
2017-04-18,18,26.8,25.8,2017,1992
2013-04-19,19,29,25,2013,1992
2013-04-20,20,32.4,28,2013,1987
2013-04-21,21,32.9,29.2,2013,1987
2013-04-22,22,31.2,27,2013,1987
1970-04-23,23,27,26.6,1970,2013
1999-04-24,24,26.8,26.2,1999,1970
2008-04-25,25,29.6,26.4,2008,2002
2008-04-26,26,29.6,26.4,2008,1977
2008-04-27,27,28.5,28.3,2008,2010
2008-04-28,28,27.2,26.2,2008,2010
1994-04-29,29,29,26.8,1994,2008
1994-04-30,30,27.2,23.5,1994,2014
1989-05-01,1,25.4,25.4,1989,1991
1961-05-02,2,27,26.1,1961,2008
1970-05-03,3,30.6,26.8,1970,1961
1970-05-04,4,27,25,1970,1962
1962-05-05,5,30,28,1962,1958
1958-05-06,6,31.8,29,1958,1962
2005-05-07,7,31,28.3,2005,2009
1958-05-08,8,29.6,28.7,1958,2013
1955-05-09,9,31.6,28.7,1955,2013
1955-05-10,10,31,29.3,1955,2007
2015-05-11,11,35.5,33,2015,1955
1955-05-12,12,33,32.7,1955,2015
2015-05-13,13,35.5,35.1,2015,2012
2012-05-14,14,36.2,34,2012,1964
2012-05-15,15,35.3,35.2,2012,1964
2012-05-16,16,34.3,30,2012,1964
1989-05-17,17,26,25.1,1989,1995
1992-05-18,18,27.8,26.2,1992,1958
1958-05-19,19,28.5,27.6,1958,1961
2003-05-20,20,31.8,27,2003,1958
2003-05-21,21,37.6,28,2003,1991
2003-05-22,22,36.2,32,2003,1991
2003-05-23,23,33,30.2,2003,1991
2003-05-24,24,31.8,31.6,2003,1974
1986-05-25,25,33.4,28.4,1986,2005
1986-05-26,26,35,30.6,1986,1970
1986-05-27,27,34,28,1986,2001
1953-05-28,28,31.8,29.4,1953,1986
1953-05-29,29,34,30.2,1953,2001
1996-05-30,30,31.4,30.4,1996,2001
1995-05-31,31,30.4,29.2,1995,2000
2010-06-01,1,31.4,30.2,2010,1995
2010-06-02,2,35.2,29,2010,2001
2010-06-03,3,34.4,28.6,2010,1980
2010-06-04,4,32.5,29,2010,1987
2001-06-05,5,27.8,25.2,2001,1987
1952-06-06,6,28.4,27.4,1952,1987
1952-06-07,7,30.5,28.8,1952,1994
1994-06-08,8,32.2,30,1994,1987
1994-06-09,9,32,28,1994,1997
1994-06-10,10,31,24.6,1994,1979
1979-06-11,11,29.2,28,1979,1994
1996-06-12,12,28.4,28,1996,1983
1983-06-13,13,37.8,27.4,1983,1979
1983-06-14,14,35.8,30.4,1983,2011
1983-06-15,15,32.8,31.2,1983,1984
1983-06-16,16,31.8,31,1983,2011
1983-06-17,17,35.2,28.2,1983,1993
2005-06-18,18,32.2,30.6,2005,1983
1983-06-19,19,30.6,28.4,1983,1995
2011-06-20,20,34.7,27.4,2011,1965
2011-06-21,21,37.9,29.8,2011,2000
