fecha,dia,primero,segundo,yearprimera,yearsegundo
1962-01-01,1,15,14.6,1962,2012
2003-01-02,2,16.3,15,2003,1960
2018-01-03,3,17.4,15.5,2018,2014
2015-01-04,4,17.5,16.5,2015,2018
2007-01-05,5,16.6,16.1,2007,2012
1999-01-06,6,16.8,16.5,1999,2008
1982-01-07,7,17.4,16.4,1982,2012
2014-01-08,8,16.8,15.6,2014,2016
2004-01-09,9,16.9,15.9,2004,2016
2004-01-10,10,16.7,15.4,2004,1991
2004-01-11,11,16.4,16,2004,2015
2011-01-12,12,19.4,16.4,2011,1955
1955-01-13,13,16.2,15.4,1955,1993
2019-01-14,14,15.9,15.2,2019,1955
1955-01-15,15,16,14,1955,1986
1983-01-16,16,16.4,14.6,1983,1974
1986-01-17,17,13.8,13.6,1986,1974
2008-01-18,18,17.2,15.6,2008,2006
2007-01-19,19,18.2,15.6,2007,1969
2005-01-20,20,17.2,17.2,2005,2012
2012-01-21,21,18.2,18.1,2012,1951
1981-01-22,22,20,17.6,1981,2012
2004-01-23,23,17.1,16.5,2004,2009
2004-01-24,24,17.3,16.6,2004,1973
1995-01-25,25,17,16.9,1995,2014
1980-01-26,26,16.2,15.8,1980,1967
2003-01-27,27,20.3,15.5,2003,1988
1983-01-28,28,16.8,16,1983,2003
1975-01-29,29,17.6,17,1975,1983
1975-01-30,30,16.8,15.2,1975,1982
2013-01-31,31,18.1,17.6,2013,1953
2016-02-01,1,18.7,16.7,2016,1957
1957-02-02,2,16.7,15.2,1957,2002
1964-02-03,3,15.4,14.6,1964,1979
1980-02-04,4,18,17,1980,1968
1980-02-05,5,17.8,16.7,1980,2019
1981-02-06,6,17.4,16.2,1981,1985
1985-02-07,7,17.4,16.6,1985,2011
1955-02-08,8,17.3,16.6,1955,1990
1977-02-09,9,17.4,17.2,1977,1955
2001-02-10,10,18.4,16.4,2001,2002
1961-02-11,11,18,17.6,1961,2005
1961-02-12,12,17.4,17.2,1961,2001
2016-02-13,13,18.2,17,2016,1961
1958-02-14,14,20.2,17.8,1958,1990
1958-02-15,15,19.5,17.6,1958,1990
1958-02-16,16,20,18.6,1958,1990
