fecha,dia,primero,segundo,yearprimera,yearsegundo
2003-01-01,1,18.4,17.7,2003,1962
2003-01-02,2,19,17.6,2003,1988
1998-01-03,3,19.2,17.5,1998,2018
1999-01-04,4,19.4,18.4,1999,2018
1999-01-05,5,20.6,19.4,1999,2001
1999-01-06,6,21,18.5,1999,1958
1982-01-07,7,19.6,18.2,1982,2014
2014-01-08,8,18.1,18,2014,1976
1971-01-09,9,18.5,18,1971,1998
1971-01-10,10,20.3,19.8,1971,1974
2004-01-11,11,17.1,16.8,2004,1955
1974-01-12,12,18.6,18.4,1974,1955
1993-01-13,13,19,18.2,1993,1955
1975-01-14,14,18.5,17.8,1975,1993
1955-01-15,15,19.4,17.4,1955,1993
1974-01-16,16,19.5,19.4,1974,1968
2007-01-17,17,17.3,17,2007,1955
2007-01-18,18,20,16.6,2007,1956
1970-01-19,19,18,17.5,1970,2010
1969-01-20,20,19,16.2,1969,1959
1969-01-21,21,18.6,17.2,1969,1960
1966-01-22,22,18.4,18,1966,1960
1971-01-23,23,19.2,19.2,1971,2001
2016-01-24,24,19,18.9,2016,1959
1977-01-25,25,18.8,18,1977,1995
1983-01-26,26,18.6,18.4,1983,2002
1983-01-27,27,18.2,18,1983,1987
1966-01-28,28,20.3,19.1,1966,1967
1967-01-29,29,20.1,19.8,1967,1966
2013-01-30,30,19.8,18.4,2013,2002
2017-01-31,31,19.1,18.5,2017,1966
1957-02-01,1,20.8,19.5,1957,1966
2002-02-02,2,20.3,19.6,2002,1957
2004-02-03,3,20.4,19.5,2004,1957
2004-02-04,4,22,20.2,2004,1977
2004-02-05,5,22.7,19.6,2004,2000
2004-02-06,6,22,19,2004,1985
1985-02-07,7,20.4,18.2,1985,1990
1966-02-08,8,20,19,1966,1980
1979-02-09,9,20.4,19.6,1979,1980
1990-02-10,10,19.4,19.2,1990,2011
2001-02-11,11,19.5,19,2001,2007
2001-02-12,12,19.2,18.9,2001,2007
1958-02-13,13,20.9,19,1958,1998
2014-02-14,14,22.7,21.8,2014,1961
1958-02-15,15,22.4,21.2,1958,2007
2007-02-16,16,21.5,19.2,2007,1950
1950-02-17,17,22,20.6,1950,2019
1989-02-18,18,22.6,20.2,1989,1950
1998-02-19,19,21.6,20.6,1998,1989
1990-02-20,20,20.2,20,1990,1995
2019-02-21,21,20,18.2,2019,1967
1967-02-22,22,21.6,20.8,1967,1990
1990-02-23,23,24.2,20.8,1990,2008
1990-02-24,24,25,20.1,1990,1957
2010-02-25,25,19.5,19.4,2010,1997
1994-02-26,26,24,23.6,1994,2019
1960-02-27,27,22.3,20.8,1960,1961
1960-02-28,28,25.4,22.2,1960,1997
1960-02-29,29,21.9,15.8,1960,1976
1997-03-01,1,21.8,21.8,1997,1997
1977-03-02,2,21.6,21.5,1977,1952
1997-03-03,3,24.4,22.8,1997,1998
2007-03-04,4,25.6,22,2007,1998
1977-03-05,5,22.2,20.8,1977,1989
1977-03-06,6,25.4,21.5,1977,1963
1952-03-07,7,22.5,21.6,1952,2001
2014-03-08,8,22.7,22,2014,1983
1957-03-09,9,23.6,23,1957,1981
1957-03-10,10,25.4,24.6,1957,1981
2003-03-11,11,24.5,24.2,2003,1981
1989-03-12,12,22.6,21.2,1989,1967
2002-03-13,13,22.6,21.5,2002,2009
2008-03-14,14,20.1,19.3,2008,1964
2005-03-15,15,22.1,20.7,2005,2001
1961-03-16,16,25,23.9,1961,2004
1961-03-17,17,24.4,23.2,1961,2004
2005-03-18,18,24.2,20.8,2005,1990
1988-03-19,19,24.6,24.4,1988,2005
2005-03-20,20,25.5,24.4,2005,1990
1990-03-21,21,28,22.7,1990,2005
2001-03-22,22,22.4,21.5,2001,1954
1951-03-23,23,24.1,23.4,1951,1996
1955-03-24,24,26.4,24,1955,1981
1955-03-25,25,26.6,24.4,1955,2006
1989-03-26,26,26.2,24.4,1989,2006
1989-03-27,27,25.6,22.8,1989,1998
1957-03-28,28,25.5,23.2,1957,1978
1965-03-29,29,24.6,22.4,1965,1953
1965-03-30,30,26.6,24.2,1965,1953
1980-03-31,31,26.2,24.2,1980,1999
2011-04-01,1,27.6,25,2011,2001
2001-04-02,2,22.6,22.4,2001,2011
1985-04-03,3,26.6,25.6,1985,1995
2006-04-04,4,26,24.4,2006,1961
1955-04-05,5,24,23,1955,1960
2011-04-06,6,30,25.3,2011,2018
2011-04-07,7,25.2,23.5,2011,1950
2017-04-08,8,26.5,25.8,2017,2011
1983-04-09,9,23.8,22.6,1983,2011
1956-04-10,10,22,22,1956,1983
1980-04-11,11,21,20,1980,1956
2015-04-12,12,23,21.9,2015,1959
2013-04-13,13,23.9,23.2,2013,2003
2015-04-14,14,27.8,27.4,2015,2013
1988-04-15,15,23.8,23.5,1988,1963
1970-04-16,16,26.5,25.1,1970,1951
2013-04-17,17,28.5,23.6,2013,2011
2018-04-18,18,28,24,2018,2011
2018-04-19,19,26.8,25.4,2018,1993
1968-04-20,20,25.5,25.4,1968,1993
1984-04-21,21,27,26.4,1984,2018
1984-04-22,22,27.4,22.4,1984,1963
1984-04-23,23,27,26.4,1984,2007
2007-04-24,24,27.7,24.4,2007,2013
1954-04-25,25,25,25,1954,2000
1984-04-26,26,25.2,23.8,1984,2008
2003-04-27,27,25.9,25.8,2003,1987
2010-04-28,28,30.1,27.4,2010,2003
1994-04-29,29,24.6,23.8,1994,1955
2005-04-30,30,29.4,24.4,2005,1973
1958-05-01,1,28.5,27.9,1958,2005
1997-05-02,2,27.4,27,1997,2006
2008-05-03,3,29,25.4,2008,2006
1958-05-04,4,29,28.6,1958,2003
1995-05-05,5,28.2,26.9,1995,2014
1964-05-06,6,29.7,29.5,1964,1962
1958-05-07,7,30.3,28.2,1958,2015
1958-05-08,8,29,26.7,1958,1955
1958-05-09,9,31.2,28.6,1958,2012
