fecha,dia,primero,segundo,yearprimera,yearsegundo
1962-01-01,1,20,19,1962,2016
1979-01-02,2,18.6,18.2,1979,2016
2007-01-03,3,18.9,18.4,2007,1960
1970-01-04,4,19,18.7,1970,2017
2012-01-05,5,20.6,20.2,2012,1999
1999-01-06,6,20.4,19.5,1999,2012
2012-01-07,7,18.8,18.4,2012,1999
1999-01-08,8,19,18.5,1999,2011
2017-01-09,9,17.8,17.5,2017,2012
2004-01-10,10,19.7,19.1,2004,2015
1974-01-11,11,19.6,18.8,1974,1997
2004-01-12,12,20.6,19.2,2004,2017
2015-01-13,13,19.9,18.6,2015,1976
2015-01-14,14,19.1,19,2015,1975
1968-01-15,15,19.6,18.7,1968,2011
1974-01-16,16,19.4,18.6,1974,1968
1968-01-17,17,22,19.4,1968,1974
2008-01-18,18,19.5,19.4,2008,2007
2007-01-19,19,22,21.7,2007,2008
2007-01-20,20,22.9,21.4,2007,2008
2008-01-21,21,21.6,21.4,2008,1981
1981-01-22,22,21.6,21.4,1981,2008
2016-01-23,23,22.3,21.8,2016,2008
2016-01-24,24,21.9,20.8,2016,2018
1980-01-25,25,21.4,21,1980,1969
2019-01-26,26,21.4,20.3,2019,2014
1967-01-27,27,20.4,19.4,1967,1980
2003-01-28,28,20.4,20.2,2003,1994
1994-01-29,29,21.4,20.6,1994,1975
2015-01-30,30,21.1,20.1,2015,2013
2013-01-31,31,21.7,21.2,2013,2017
2016-02-01,1,23.1,21.2,2016,1975
1964-02-02,2,22,21.7,1964,2016
1964-02-03,3,22.8,22.3,1964,2004
2004-02-04,4,22,20.6,2004,1990
2004-02-05,5,23,21.6,2004,1962
1992-02-06,6,21.6,21.4,1992,2004
1977-02-07,7,22.6,22,1977,1981
1987-02-08,8,22.4,22,1987,1981
1990-02-09,9,23.6,22,1990,1961
2000-02-10,10,22,21.6,2000,1961
2006-02-11,11,22.6,22.4,2006,1961
2002-02-12,12,23,22.6,2002,1961
1961-02-13,13,23.6,22.4,1961,2002
2000-02-14,14,23.6,23,2000,1989
2000-02-15,15,23.8,22,2000,1998
2007-02-16,16,23.7,23.6,2007,1998
1998-02-17,17,22.8,22.4,1998,1989
1978-02-18,18,24,24,1978,1989
2000-02-19,19,23.8,23,2000,1997
2000-02-20,20,24.2,24,2000,1971
1971-02-21,21,25.6,24.6,1971,1997
1967-02-22,22,23.6,23.6,1967,1970
1999-02-23,23,24.4,24,1999,1967
1990-02-24,24,25,24.6,1990,2019
2011-02-25,25,24,23,2011,1970
1961-02-26,26,24.4,24,1961,1971
1997-02-27,27,25.6,25.4,1997,1960
1960-02-28,28,27.8,26.6,1960,1997
2000-02-29,29,24,24,2000,2012
1987-03-01,1,27.8,27.8,1987,1987
1997-03-02,2,26.9,26.4,1997,1987
2007-03-03,3,26.6,26,2007,1987
1977-03-04,4,26.6,26,1977,1987
1998-03-05,5,27.6,26.4,1998,1977
1997-03-06,6,27.4,27.2,1997,1998
1998-03-07,7,27,26.6,1998,1997
2015-03-08,8,26.9,26.6,2015,1998
2017-03-09,9,28.9,27.6,2017,1981
2017-03-10,10,29.6,28.8,2017,1981
1981-03-11,11,30.6,27.5,1981,2015
2003-03-12,12,28.2,26.8,2003,1981
2012-03-13,13,28.2,28,2012,2008
2012-03-14,14,29.5,28.5,2012,2009
1997-03-15,15,26,25.4,1997,1992
1961-03-16,16,28,27.6,1961,2009
1961-03-17,17,30,28,1961,1998
1961-03-18,18,29.6,29.2,1961,1997
1997-03-19,19,28.6,27,1997,1988
1997-03-20,20,27.6,27.4,1997,1988
1997-03-21,21,29,27.8,1997,2002
1992-03-22,22,29.8,29.8,1992,2002
2002-03-23,23,30.2,29,2002,1992
1981-03-24,24,29,29,1981,1994
1994-03-25,25,29.5,27.6,1994,1988
2009-03-26,26,29,28.2,2009,1988
1965-03-27,27,30.4,27.4,1965,1978
1965-03-28,28,29,28.3,1965,2015
1995-03-29,29,29.7,28.8,1995,2015
1965-03-30,30,29.6,29.5,1965,2015
2015-03-31,31,33,30.4,2015,1980
2015-04-01,1,32.2,30.6,2015,1980
1980-04-02,2,31,29.6,1980,2015
2006-04-03,3,30.7,30.6,2006,2008
2008-04-04,4,31,30.4,2008,1997
1999-04-05,5,31.2,30.8,1999,1997
1999-04-06,6,30.6,29.6,1999,1967
2011-04-07,7,31.7,30.4,2011,2014
2014-04-08,8,31.5,31,2014,2011
1995-04-09,9,32.2,29.2,1995,2012
1995-04-10,10,31.8,31.8,1995,2014
1960-04-11,11,32,31.4,1960,2017
2017-04-12,12,32.4,30.4,2017,1999
2011-04-13,13,30.5,30.4,2011,1977
2011-04-14,14,31.3,30.4,2011,1996
1996-04-15,15,30.8,30.6,1996,1988
2013-04-16,16,32,30,2013,1970
2013-04-17,17,33.1,32.3,2013,2014
2017-04-18,18,34,31.6,2017,2013
2013-04-19,19,31,30.4,2013,2017
1987-04-20,20,29.4,28.6,1987,1992
1992-04-21,21,29.6,29.4,1992,2002
1977-04-22,22,29,28.5,1977,2017
1966-04-23,23,31,31,1966,1970
1977-04-24,24,32.2,31.6,1977,1970
1998-04-25,25,32.2,32.2,1998,2008
2002-04-26,26,32.4,31.6,2002,2008
2005-04-27,27,32,32,2005,2010
2010-04-28,28,31.7,31.4,2010,1992
1997-04-29,29,33.6,33.2,1997,2005
1997-04-30,30,34,33.2,1997,1964
1964-05-01,1,32.8,31.5,1964,2014
2015-05-02,2,34.9,33.6,2015,1994
1994-05-03,3,34.2,32.9,1994,2016
1964-05-04,4,33.6,33,1964,1965
1964-05-05,5,35,33.8,1964,1966
1964-05-06,6,36,34.2,1964,2014
1965-05-07,7,35.6,33.6,1965,1962
1961-05-08,8,36.8,36,1961,1965
1965-05-09,9,36.6,35.6,1965,1961
1965-05-10,10,39,36.1,1965,2012
1965-05-11,11,39,37,1965,2015
1999-05-12,12,38.4,38.2,1999,1965
2015-05-13,13,41.2,38,2015,1965
2015-05-14,14,39.8,37.6,2015,1961
2012-05-15,15,37.1,37,2012,1964
2012-05-16,16,37.9,36.8,2012,2002
2006-05-17,17,40.1,36,2006,1964
1964-05-18,18,36,36,1964,2007
1964-05-19,19,36,35.5,1964,2007
1995-05-20,20,35,34.8,1995,1974
1974-05-21,21,35,34.8,1974,2003
2003-05-22,22,35.2,34.8,2003,1974
1970-05-23,23,36,35.5,1970,2003
2017-05-24,24,36.3,36,2017,1970
1960-05-25,25,38,36.4,1960,1986
1960-05-26,26,36.6,36,1960,1967
1960-05-27,27,36.6,36,1960,1972
2006-05-28,28,37.7,37.6,2006,1972
1995-05-29,29,36.6,36.5,1995,1996
2000-05-30,30,37.8,36.4,2000,2012
2012-05-31,31,38.6,37.6,2012,2000
2000-06-01,1,38.4,38.3,2000,2010
2001-06-02,2,37.2,37,2001,2004
2015-06-03,3,37.6,36.9,2015,2004
1980-06-04,4,38.6,36.5,1980,1994
1980-06-05,5,39,38.6,1980,1994
2005-06-06,6,39.6,38.3,2005,2006
2006-06-07,7,39,38.1,2006,2015
2006-06-08,8,40.8,39.1,2006,2016
2016-06-09,9,40,39.4,2016,1964
1981-06-10,10,39.6,39.3,1981,2017
1981-06-11,11,41,40.4,1981,2003
1981-06-12,12,41.4,41.4,1981,2017
1981-06-13,13,43.4,41.6,1981,2009
1981-06-14,14,43.6,41.2,1981,2014
2017-06-15,15,41.4,39,2017,2009
2017-06-16,16,44.5,40,2017,1981
2017-06-17,17,43.5,41,2017,1981
2017-06-18,18,43.2,41.2,2017,1965
1965-06-19,19,44,42.3,1965,2017
1965-06-20,20,44,41.5,1965,2017
1965-06-21,21,43,41,1965,2005
2005-06-22,22,41.6,41,2005,2006
2001-06-23,23,41,39.3,2001,2017
2017-06-24,24,42.9,42.6,2017,2012
2017-06-25,25,41.8,40.6,2017,1965
1965-06-26,26,45,44.1,1965,2012
1965-06-27,27,43,41.9,1965,2015
2015-06-28,28,43.7,43,2015,1965
2015-06-29,29,42.9,42,2015,1968
1994-06-30,30,42.5,41.1,1994,2004
1999-07-01,1,41.8,40.6,1999,1994
1974-07-02,2,41,41,1974,2016
2016-07-03,3,44.5,40.6,2016,1973
1994-07-04,4,44,41.6,1994,2013
1994-07-05,5,42.4,41.2,1994,2015
2015-07-06,6,45.2,41,2015,1994
2015-07-07,7,44.3,41.4,2015,1994
2015-07-08,8,42.6,41.4,2015,1999
1968-07-09,9,42.8,41.8,1968,2006
2006-07-10,10,43,41.3,2006,2016
2006-07-11,11,42.7,42.4,2006,1994
2017-07-12,12,44.7,42.6,2017,1966
2017-07-13,13,46.9,42.8,2017,1991
2017-07-14,14,45.6,44.4,2017,1991
2015-07-15,15,42.9,42.6,2015,1975
1975-07-16,16,43.6,43.6,1975,1978
1978-07-17,17,45.4,44.4,1978,1991
1991-07-18,18,44.2,43.2,1991,1995
1967-07-19,19,44.4,44.2,1967,1995
1967-07-20,20,45.6,44.4,1967,1995
1995-07-21,21,45,43,1995,1989
1995-07-22,22,45.6,41.4,1995,1996
1995-07-23,23,46.6,41.3,1995,2004
1995-07-24,24,45.6,43.8,1995,2004
2004-07-25,25,43.7,42,2004,1973
2004-07-26,26,42.2,42.2,2004,2016
1988-07-27,27,42,41.6,1988,1968
2007-07-28,28,43.6,42.8,2007,2015
1981-07-29,29,42.8,42.7,1981,2007
1975-07-30,30,43,42.8,1975,2007
2003-07-31,31,44.5,43.8,2003,2000
2003-08-01,1,46.2,44.4,2003,1989
2003-08-02,2,43.4,42.7,2003,2018
2018-08-03,3,44.2,42.8,2018,2017
2018-08-04,4,45.1,44.7,2018,2017
1991-08-05,5,44,44,1991,2017
1991-08-06,6,44.4,43,1991,1992
2005-08-07,7,44.8,43,2005,1975
1976-08-08,8,42,40.4,1976,2003
2012-08-09,9,44.6,41.6,2012,1963
2012-08-10,10,45.3,41.6,2012,1998
2012-08-11,11,45.5,42,2012,1974
2003-08-12,12,42.6,42.2,2003,1995
1995-08-13,13,42.4,41.8,1995,2003
1995-08-14,14,41.4,40.9,1995,2005
2000-08-15,15,42.6,42,2000,1974
1991-08-16,16,42.6,42.4,1991,2000
1991-08-17,17,42.6,41.8,1991,2017
1992-08-18,18,42.8,42.4,1992,1994
2017-08-19,19,42.9,42.6,2017,1994
1991-08-20,20,44.4,43.8,1991,1962
2012-08-21,21,43.2,42.6,2012,1980
1989-08-22,22,41.6,41.5,1989,2009
1989-08-23,23,41.2,41.2,1989,1998
1992-08-24,24,43.1,42.6,1992,2004
2004-08-25,25,43.6,41.8,2004,1998
1994-08-26,26,44.4,41.9,1994,2010
1994-08-27,27,41.7,41.6,1994,1961
1962-08-28,28,40.8,40.4,1962,2006
2006-08-29,29,41.6,40.4,2006,1962
2006-08-30,30,42.5,41.8,2006,1962
1980-08-31,31,40.6,40,1980,2006
2014-09-01,1,41.8,40.4,2014,2018
2018-09-02,2,41,40.6,2018,2006
2006-09-03,3,41.6,40.7,2006,2016
2016-09-04,4,41.9,40,2016,1970
2016-09-05,5,45.1,40,2016,1970
2016-09-06,6,45.4,42.8,2016,1988
1988-09-07,7,43.8,40.6,1988,2016
1988-09-08,8,43.8,40.4,1988,2000
1962-09-09,9,39.6,39.4,1962,1966
1966-09-10,10,39,38.4,1966,1978
1962-09-11,11,40,38,1962,1978
1962-09-12,12,41.6,39.2,1962,1978
1962-09-13,13,39.6,38.8,1962,1987
1962-09-14,14,39,39,1962,1987
1992-09-15,15,40.8,38.6,1992,1961
1964-09-16,16,38.6,38,1964,1992
1964-09-17,17,40,38.6,1964,1991
1964-09-18,18,40.4,38.8,1964,1991
1991-09-19,19,39.8,36,1991,1978
2003-09-20,20,36.2,36.2,2003,2004
2004-09-21,21,37.7,37,2004,1970
2018-09-22,22,38.3,38.2,2018,2004
2004-09-23,23,38.3,38.3,2004,2018
2018-09-24,24,38.8,35.6,2018,1968
1964-09-25,25,37.4,37.3,1964,2018
1968-09-26,26,37.4,35.6,1968,1964
1988-09-27,27,35.8,35.6,1988,2016
1990-09-28,28,36.4,35.6,1990,1988
1963-09-29,29,36.6,35.4,1963,2004
2004-09-30,30,35,34.6,2004,1971
2017-10-01,1,35.6,35.1,2017,2004
2004-10-02,2,36,35.3,2004,2017
2004-10-03,3,35.6,34.8,2004,2017
2016-10-04,4,34.6,34.4,2016,2000
2017-10-05,5,34.6,34.4,2017,2009
2017-10-06,6,35.6,33.6,2017,1964
2017-10-07,7,35,34.3,2017,2004
1989-10-08,8,33.2,33,1989,1963
2012-10-09,9,34.4,34.1,2012,2017
2017-10-10,10,33.8,33,2017,1967
2017-10-11,11,35.3,33.4,2017,2011
2011-10-12,12,34.8,34.4,2011,2017
2011-10-13,13,35.3,34.8,2011,2017
2017-10-14,14,35.7,34.4,2017,1981
2017-10-15,15,35.4,33.6,2017,1981
1981-10-16,16,35.6,32.4,1981,2017
2013-10-17,17,30.1,29.4,2013,1995
2014-10-18,18,30.8,30.4,2014,1995
1981-10-19,19,32.4,32.4,1981,2014
2014-10-20,20,34.1,31,2014,1968
2014-10-21,21,32.3,30.1,2014,1981
