fecha,dia,primero,segundo,yearprimera,yearsegundo
1967-01-01,1,21.6,20.8,1967,2007
1967-01-02,2,21.6,21.6,1967,1975
2007-01-03,3,21.2,21.1,2007,2018
1950-01-04,4,21.2,20.8,1950,1976
2012-01-05,5,21.9,21.8,2012,1960
1957-01-06,6,20.5,20.5,1957,1960
1976-01-07,7,20.6,20.6,1976,1982
2014-01-08,8,21.3,20.4,2014,1976
2014-01-09,9,20,19.6,2014,1974
1976-01-10,10,20.6,20.4,1976,2004
2004-01-11,11,22.2,21.4,2004,1974
1976-01-12,12,23,21.4,1976,2004
1976-01-13,13,22,20.6,1976,1974
1968-01-14,14,21.2,20,1968,1976
1967-01-15,15,21,21,1967,1974
1951-01-16,16,23.6,21.6,1951,1974
1968-01-17,17,24.6,23,1968,1951
1968-01-18,18,22.4,22,1968,1951
1951-01-19,19,23.4,22.8,1951,2007
1951-01-20,20,22.6,22.2,1951,2008
1981-01-21,21,25,22.8,1981,2005
2008-01-22,22,24,22.2,2008,1981
2008-01-23,23,22.8,21.7,2008,2016
1959-01-24,24,21.6,21.1,1959,2016
1959-01-25,25,23.2,23,1959,1980
1958-01-26,26,21.6,21.5,1958,2019
2003-01-27,27,22,21.4,2003,1983
2003-01-28,28,22,21.4,2003,1994
1975-01-29,29,24.6,23.2,1975,1983
1983-01-30,30,22,21.2,1983,1999
1953-01-31,31,23.2,21.9,1953,2013
2016-02-01,1,23.9,22.6,2016,1953
1964-02-02,2,22.5,22,1964,1965
2000-02-03,3,21.6,21.6,2000,2004
1961-02-04,4,23.2,22.6,1961,1978
1961-02-05,5,24.2,23.4,1961,1962
1981-02-06,6,22,21.4,1981,1962
1981-02-07,7,23,21.9,1981,1955
1955-02-08,8,25.2,21.8,1955,1984
1961-02-09,9,24.6,23.4,1961,1984
1950-02-10,10,24,23.1,1950,1961
1961-02-11,11,25.4,23.2,1961,2001
1961-02-12,12,22.4,22,1961,2002
2002-02-13,13,21.2,21,2002,1958
2000-02-14,14,24.1,21.8,2000,1989
1958-02-15,15,26,24,1958,2000
1950-02-16,16,23.8,23.2,1950,1992
1950-02-17,17,25,24.1,1950,1958
1950-02-18,18,24.2,23.8,1950,1989
1950-02-19,19,25.6,23.2,1950,1999
