fecha,dia,primero,segundo,yearprimera,yearsegundo
2016-01-01,1,18.4,17.2,2016,1980
1962-01-02,2,17.6,17.6,1962,2003
1996-01-03,3,18.8,18.3,1996,1960
1996-01-04,4,18,17.5,1996,1960
2001-01-05,5,17.8,17.4,2001,1976
2011-01-06,6,18.2,17.8,2011,1996
2016-01-07,7,18,17.6,2016,1996
1992-01-08,8,18,17.7,1992,2014
2014-01-09,9,19.6,18,2014,1991
1991-01-10,10,19,17.7,1991,2015
2015-01-11,11,18.4,18,2015,2017
2017-01-12,12,18.9,18.6,2017,1995
1975-01-13,13,18.4,17.7,1975,2015
1964-01-14,14,19.6,16.9,1964,1968
1964-01-15,15,18.4,17.2,1964,1968
2005-01-16,16,18.4,17.8,2005,1964
1968-01-17,17,18,17.6,1968,1974
2018-01-18,18,17.7,17.5,2018,1955
1959-01-19,19,20.8,19,1959,2018
1981-01-20,20,20,19.4,1981,2008
1981-01-21,21,21,20,1981,2008
1981-01-22,22,20,19,1981,2008
2016-01-23,23,20,19,2016,2008
2016-01-24,24,22.6,20,2016,1995
1959-01-25,25,22.7,20.6,1959,1980
1980-01-26,26,21.4,21,1980,1958
2003-01-27,27,23.2,20,2003,1980
2003-01-28,28,21.4,18.4,2003,1981
1981-01-29,29,20.4,19.6,1981,1967
1994-01-30,30,19,18.8,1994,1981
2013-01-31,31,20,19.6,2013,1983
1985-02-01,1,19.6,19,1985,1981
2002-02-02,2,20.4,19,2002,1985
2004-02-03,3,20.4,18.8,2004,1981
1995-02-04,4,20,19.8,1995,1985
1992-02-05,5,22,21.8,1992,2004
1992-02-06,6,20.6,20.4,1992,2004
1981-02-07,7,22.6,20.4,1981,2002
1981-02-08,8,22,21.2,1981,1984
1984-02-09,9,20,19.8,1984,2002
1968-02-10,10,21.8,19.8,1968,2002
2001-02-11,11,21,20.6,2001,2006
1961-02-12,12,21.4,21.4,1961,2001
1961-02-13,13,22,21.4,1961,2001
1989-02-14,14,21.2,20.4,1989,1998
1958-02-15,15,23,21.8,1958,1998
1958-02-16,16,23.6,21.6,1958,2007
1989-02-17,17,21.2,21,1989,1958
1978-02-18,18,23.4,21.2,1978,1989
2000-02-19,19,22.2,21.6,2000,1989
1990-02-20,20,22.6,22,1990,2000
1997-02-21,21,22.8,22.6,1997,1999
2019-02-22,22,23.6,22.2,2019,1971
1990-02-23,23,22,22,1990,1999
1990-02-24,24,24,23,1990,2019
2011-02-25,25,22.6,22.4,2011,2019
2019-02-26,26,25.2,22.4,2019,2000
1961-02-27,27,24.8,24.5,1961,1960
1960-02-28,28,29,24.8,1960,1987
2012-02-29,29,22.2,20.4,2012,2008
1987-03-01,1,24.8,24.8,1987,1987
1987-03-02,2,24.4,24,1987,1961
1997-03-03,3,25.6,25.4,1997,1987
1997-03-04,4,25.6,25,1997,1977
1987-03-05,5,25.6,25,1987,1997
1997-03-06,6,25.6,25,1997,1987
1997-03-07,7,26,25.2,1997,1998
2000-03-08,8,27,25.9,2000,2015
2017-03-09,9,27.7,26.7,2017,2003
2017-03-10,10,28.8,28,2017,2000
1981-03-11,11,27.8,27.8,1981,1989
2009-03-12,12,27.1,27,2009,1989
2012-03-13,13,26.5,26.1,2012,2009
2012-03-14,14,28.4,27.2,2012,2009
2009-03-15,15,27.8,24.9,2009,2005
2009-03-16,16,27.9,26.2,2009,1994
2005-03-17,17,28.2,26.7,2005,1961
1961-03-18,18,28.6,28.2,1961,1997
1997-03-19,19,28.2,27.2,1997,1983
2009-03-20,20,27.8,27.4,2009,1997
1992-03-21,21,30,28.4,1992,1990
1992-03-22,22,28.6,28,1992,1997
2002-03-23,23,28.6,27.2,2002,1989
1955-03-24,24,29,28.2,1955,2002
1994-03-25,25,28.8,28.2,1994,1989
2009-03-26,26,28.2,27.4,2009,1995
1995-03-27,27,27.4,26.8,1995,2009
2015-03-28,28,27.3,26.2,2015,1957
1995-03-29,29,28,27.3,1995,2015
2015-03-30,30,28.6,26.4,2015,1997
2015-03-31,31,30,28.8,2015,2005
2011-04-01,1,30,29.8,2011,2015
2015-04-02,2,29.3,28.8,2015,1985
2008-04-03,3,29.4,29.2,2008,2015
2008-04-04,4,30.5,29.6,2008,1999
1999-04-05,5,30.8,29.2,1999,1997
1999-04-06,6,31.2,29.6,1999,1995
2011-04-07,7,31.2,30,2011,1995
2011-04-08,8,32.6,30.4,2011,1995
1995-04-09,9,31.6,29.1,1995,2017
1995-04-10,10,32.2,28.9,1995,2017
2017-04-11,11,30.5,28.8,2017,1999
2017-04-12,12,31.3,28.4,2017,2011
2011-04-13,13,30,29.8,2011,1995
2011-04-14,14,31.2,28.6,2011,1997
2011-04-15,15,31,29.2,2011,1997
1970-04-16,16,29.8,29.5,1970,2017
2017-04-17,17,30.9,30.5,2017,2014
2017-04-18,18,30.9,29.6,2017,1970
2017-04-19,19,31.2,28.6,2017,1985
1957-04-20,20,29.1,28.8,1957,1984
1992-04-21,21,30,29,1992,2002
1978-04-22,22,29.4,28.8,1978,1970
2009-04-23,23,29.4,28.6,2009,2002
2002-04-24,24,31,29.8,2002,1977
2002-04-25,25,32,31.4,2002,1977
2006-04-26,26,31.2,30.8,2006,2008
2010-04-27,27,31.4,31,2010,1992
2010-04-28,28,32.5,31.8,2010,2005
1997-04-29,29,32.4,31.6,1997,2005
1997-04-30,30,33.2,32.2,1997,1958
1997-05-01,1,32.4,31.4,1997,1992
1994-05-02,2,33,32.2,1994,1995
1994-05-03,3,34,32.1,1994,2017
1995-05-04,4,34,31.8,1995,2009
2009-05-05,5,32.5,32.3,2009,1955
1994-05-06,6,33.6,33.2,1994,2009
1965-05-07,7,32.6,32.5,1965,1961
1961-05-08,8,35.2,34,1961,1965
1961-05-09,9,35.7,35.6,1961,1965
1965-05-10,10,36,35.1,1965,2012
1965-05-11,11,36.6,34.3,1965,2012
2015-05-12,12,37.2,35.3,2015,2012
2015-05-13,13,37.6,36.8,2015,1965
1965-05-14,14,37,35.5,1965,1961
1964-05-15,15,36,34.4,1964,1961
2012-05-16,16,36.2,36,2012,1964
1992-05-17,17,35.7,34.6,1992,1968
1968-05-18,18,34.6,34,1968,1992
2007-05-19,19,35.2,33.5,2007,1992
1974-05-20,20,34.6,34,1974,2007
1974-05-21,21,36,33.8,1974,1982
1974-05-22,22,36,35,1974,2003
2017-05-23,23,36.7,35.6,2017,2003
2017-05-24,24,36.6,34.6,2017,1970
1999-05-25,25,36.6,36.4,1999,2017
1960-05-26,26,35.2,35,1960,2001
2001-05-27,27,37,35.2,2001,2006
2001-05-28,28,36.6,36.4,2001,2006
2001-05-29,29,37.2,37.2,2001,2006
2001-05-30,30,36.8,36.8,2001,2009
2001-05-31,31,38.6,37.8,2001,2009
2010-06-01,1,37.8,37.6,2010,2001
1980-06-02,2,37.2,37.2,1980,2004
1980-06-03,3,37.6,37.1,1980,2004
1980-06-04,4,38,37,1980,2004
1980-06-05,5,38.2,37.6,1980,1995
2005-06-06,6,39.6,37.2,2005,2006
2005-06-07,7,38.2,36.7,2005,2017
2016-06-08,8,37.7,37,2016,2005
1964-06-09,9,38.6,35.8,1964,2004
1964-06-10,10,37.8,37.1,1964,2017
1981-06-11,11,40.6,39.4,1981,1964
2017-06-12,12,40.5,40.2,2017,1981
1981-06-13,13,42.8,38.2,1981,2003
1981-06-14,14,43.4,39.2,1981,2014
1983-06-15,15,39,38.6,1983,2017
2017-06-16,16,42.4,40.4,2017,1981
2017-06-17,17,43,40.6,2017,1981
2017-06-18,18,41.3,40,2017,1981
2003-06-19,19,40.2,40,2003,1965
2017-06-20,20,40.6,40.3,2017,2009
2009-06-21,21,40.4,39.4,2009,1999
2001-06-22,22,39.2,38.6,2001,1999
1989-06-23,23,38.4,38.4,1989,2001
2012-06-24,24,39.8,39,2012,1991
2012-06-25,25,39.6,39.4,2012,1991
2012-06-26,26,40.7,38.4,2012,2011
2004-06-27,27,41,40.2,2004,2012
2004-06-28,28,42,41,2004,2015
1968-06-29,29,43,41.6,1968,2004
1968-06-30,30,41.6,40.6,1968,1982
1999-07-01,1,41.2,40.2,1999,1982
1974-07-02,2,39.2,39,1974,1989
2016-07-03,3,41.7,38.8,2016,1959
2013-07-04,4,39.9,39,2013,1959
2010-07-05,5,40.4,39.5,2010,2013
1959-07-06,6,42.7,40,1959,2015
1959-07-07,7,41.3,40.8,1959,2013
1999-07-08,8,41.6,40.3,1999,2013
1999-07-09,9,43,41,1999,2013
1990-07-10,10,40.6,40,1990,1974
1974-07-11,11,41.8,41.4,1974,2006
1966-07-12,12,43,41.7,1966,2006
2017-07-13,13,45.4,41.2,2017,1991
2017-07-14,14,42.1,41.4,2017,1991
1991-07-15,15,41.8,41,1991,1978
1978-07-16,16,42.4,42.4,1978,1991
1991-07-17,17,42.6,40.8,1991,2006
1991-07-18,18,42.8,42.4,1991,1995
1980-07-19,19,41.8,41.6,1980,1962
1995-07-20,20,42,41.6,1995,1990
1968-07-21,21,41.6,39.8,1968,1980
1968-07-22,22,41.6,41,1968,1980
1995-07-23,23,44.4,41.4,1995,1993
1995-07-24,24,43.2,41.6,1995,2004
2004-07-25,25,42.6,41.2,2004,2016
2016-07-26,26,41.2,40.8,2016,1974
1992-07-27,27,40.6,40.4,1992,1989
1993-07-28,28,41.8,41,1993,1995
2007-07-29,29,41.9,41.8,2007,2010
1958-07-30,30,42.8,41.4,1958,2007
2003-07-31,31,43.6,43.5,2003,1958
2003-08-01,1,44.8,41.2,2003,1957
2003-08-02,2,43,42.7,2003,2018
2018-08-03,3,44.7,41.6,2018,2003
2018-08-04,4,44.4,41.8,2018,2017
2018-08-05,5,43.2,41.8,2018,1965
2005-08-06,6,43.2,43,2005,2018
2005-08-07,7,43.4,41.7,2005,2016
2003-08-08,8,41,40.4,2003,2016
2003-08-09,9,40.6,40.3,2003,2016
2012-08-10,10,43.3,41.9,2012,2010
2003-08-11,11,41,40.8,2003,1979
2003-08-12,12,41.4,41.2,2003,1979
1995-08-13,13,42.2,41.6,1995,2003
2003-08-14,14,40.4,40,2003,1995
1974-08-15,15,41.2,40.4,1974,2000
1991-08-16,16,40.6,40.2,1991,2000
1991-08-17,17,41.4,40,1991,1959
1959-08-18,18,40.4,40,1959,2017
2011-08-19,19,42,40.6,2011,1994
2017-08-20,20,41.1,40.7,2017,2013
1980-08-21,21,40.2,40.2,1980,2013
2009-08-22,22,40.8,40.6,2009,1968
2016-08-23,23,40.6,40.5,2016,1968
1978-08-24,24,41.6,40.6,1978,2016
1978-08-25,25,42.2,41.2,1978,1962
1962-08-26,26,40.6,40,1962,1988
1962-08-27,27,41.2,39.8,1962,1961
1962-08-28,28,41.5,40.7,1962,1961
1962-08-29,29,41.7,40.2,1962,2010
2010-08-30,30,40.6,40,2010,2009
