fecha,dia,primero,segundo,yearprimera,yearsegundo
2019-01-01,1,12.8,12.6,2019,2003
2015-01-02,2,12,11.8,2015,2003
2018-01-03,3,13.9,13.2,2018,1998
1960-01-04,4,16,13,1960,1950
1999-01-05,5,16,14.5,1999,1960
1976-01-06,6,14.4,14.2,1976,1999
1976-01-07,7,15,12.6,1976,2014
1950-01-08,8,14.4,14.2,1950,1976
1998-01-09,9,15.4,14,1998,2014
2014-01-10,10,15.8,13.2,2014,1971
2004-01-11,11,13.5,12.8,2004,2017
2007-01-12,12,16.2,15.4,2007,1950
1950-01-13,13,15.4,13,1950,1989
1950-01-14,14,15.6,12,1950,1964
2019-01-15,15,12,11.8,2019,1955
1995-01-16,16,12.1,12,1995,2005
1983-01-17,17,13.6,12,1983,1955
1959-01-18,18,13.2,11.8,1959,1955
2008-01-19,19,13.6,12.6,2008,1959
1955-01-20,20,11.6,11,1955,1969
1969-01-21,21,12.8,12.8,1969,2005
1983-01-22,22,13,13,1983,1998
1969-01-23,23,14,13.2,1969,2016
2016-01-24,24,17.5,12.9,2016,1995
1959-01-25,25,17.6,13.7,1959,2016
1983-01-26,26,17,13.6,1983,2008
2003-01-27,27,16.6,15,2003,2008
1966-01-28,28,16.6,15.4,1966,1981
2002-01-29,29,17.2,15.6,2002,1967
2002-01-30,30,16.2,14,2002,2009
2000-01-31,31,16.8,14.4,2000,1994
1966-02-01,1,17,14,1966,1964
1964-02-02,2,16.4,16.3,1964,2002
1964-02-03,3,16.2,16.1,1964,2004
2000-02-04,4,17.8,17.1,2000,2004
2004-02-05,5,18.5,17.2,2004,1995
2004-02-06,6,17.3,16.2,2004,1992
1992-02-07,7,17.4,16.8,1992,2008
1987-02-08,8,17,15.6,1987,1981
1997-02-09,9,14.8,14.2,1997,1982
1961-02-10,10,16.6,15,1961,2004
2004-02-11,11,16.3,15.4,2004,1961
1961-02-12,12,17.8,15.8,1961,2001
1961-02-13,13,18.6,16.5,1961,2002
1998-02-14,14,21.2,19,1998,1958
1998-02-15,15,20.3,18.5,1998,1958
1998-02-16,16,17.2,17.1,1998,2019
1950-02-17,17,18.4,17.2,1950,1998
1950-02-18,18,18,17.4,1950,1978
1998-02-19,19,20.8,17.6,1998,1989
1998-02-20,20,16.6,16.1,1998,1989
1950-02-21,21,16,16,1950,1997
2017-02-22,22,21.4,18.4,2017,1997
1990-02-23,23,19.8,18.8,1990,2008
1990-02-24,24,18.6,18,1990,2000
2000-02-25,25,20.6,20.6,2000,2019
2019-02-26,26,21.2,19,2019,2000
1960-02-27,27,22.4,20.5,1960,1997
1960-02-28,28,20,18.8,1960,1997
2012-02-29,29,17.7,17,2012,1952
2012-03-01,1,18.1,17.8,2012,1957
1977-03-02,2,19.6,19,1977,1997
1997-03-03,3,21.5,19.6,1997,1977
1967-03-04,4,19.8,19.6,1967,1960
1977-03-05,5,22,19.4,1977,1997
1977-03-06,6,19.4,19.3,1977,1997
2015-03-07,7,20.7,19.5,2015,1997
2000-03-08,8,20.5,19.6,2000,1983
2017-03-09,9,22.5,22.4,2017,2000
2017-03-10,10,23.1,22.6,2017,1978
1957-03-11,11,24.5,22.5,1957,2000
1989-03-12,12,22.4,21.2,1989,2003
2003-03-13,13,21.8,21,2003,1997
2012-03-14,14,22,20.7,2012,2006
2012-03-15,15,22.6,22,2012,1961
1961-03-16,16,21.6,21.6,1961,1997
1961-03-17,17,22.6,22.4,1961,1997
2005-03-18,18,22.6,22.4,2005,1997
2005-03-19,19,22.8,21.4,2005,1990
1990-03-20,20,24.3,22.3,1990,2005
1990-03-21,21,23.7,22,1990,2002
2002-03-22,22,23.8,21.8,2002,1990
2002-03-23,23,22.9,22,2002,1996
1955-03-24,24,24,22.4,1955,1994
1994-03-25,25,21.9,21.2,1994,1950
1989-03-26,26,22.5,20.6,1989,1950
1998-03-27,27,22.1,21.8,1998,1989
1957-03-28,28,21.2,20.2,1957,1965
1976-03-29,29,21.4,21.2,1976,1965
1965-03-30,30,23,21.5,1965,2015
1980-03-31,31,21.8,21.1,1980,1999
2011-04-01,1,23.2,22.2,2011,1976
1995-04-02,2,23.5,21.4,1995,1985
1985-04-03,3,22.6,22.4,1985,1995
2006-04-04,4,23.2,22.4,2006,1999
1973-04-05,5,25,24.1,1973,1999
1999-04-06,6,24.4,24.2,1999,2011
2011-04-07,7,25,21.6,2011,2014
2011-04-08,8,27,24,2011,2017
2011-04-09,9,25.1,22.9,2011,2014
1982-04-10,10,23.4,23.4,1982,2014
1997-04-11,11,22.4,22.3,1997,1991
2017-04-12,12,23.7,21,2017,1995
1955-04-13,13,23.6,23.5,1955,2017
1955-04-14,14,24.2,23.9,1955,2013
1997-04-15,15,23.1,22.2,1997,1970
1970-04-16,16,24.2,23.5,1970,1997
1970-04-17,17,25.2,24,1970,2013
2018-04-18,18,24.8,24.2,2018,1970
2007-04-19,19,23.5,22.4,2007,1952
1984-04-20,20,23,22.3,1984,2002
2007-04-21,21,23.5,23,2007,1992
2007-04-22,22,24.4,23.6,2007,1984
2007-04-23,23,25.5,24,2007,2017
2017-04-24,24,26.3,25.7,2017,2007
1977-04-25,25,25.2,25,1977,2002
2008-04-26,26,25.2,24.4,2008,2002
2010-04-27,27,25.1,24.5,2010,2008
2010-04-28,28,27,25.6,2010,2005
2005-04-29,29,27,26,2005,1994
2005-04-30,30,27,24.6,2005,1958
1994-05-01,1,27,26.3,1994,1997
1997-05-02,2,27.7,27,1997,1994
1994-05-03,3,26.5,26.4,1994,1958
1958-05-04,4,26.6,25,1958,1961
1989-05-05,5,25.5,24.7,1989,2014
1964-05-06,6,27.4,26,1964,1989
1958-05-07,7,27.4,27.1,1958,2009
1965-05-08,8,26.4,25.6,1965,1962
1965-05-09,9,28.6,25.5,1965,1998
2015-05-10,10,28.2,26.5,2015,2012
2015-05-11,11,30.5,28.4,2015,2012
2015-05-12,12,30.4,30.2,2015,1965
2015-05-13,13,31.1,29.8,2015,1965
1965-05-14,14,28.2,27.4,1965,1961
1961-05-15,15,29.8,28,1961,1965
1964-05-16,16,30,29,1964,2002
1964-05-17,17,31,29.2,1964,2006
1964-05-18,18,28.6,26.9,1964,2015
1958-05-19,19,27,27,1958,1986
2009-05-20,20,27.6,26.6,2009,2004
1966-05-21,21,26.2,26.2,1966,1982
2003-05-22,22,27.6,26.7,2003,1953
1953-05-23,23,29.1,29,1953,2003
1953-05-24,24,31,29.1,1953,2017
2017-05-25,25,32.1,30.7,2017,2005
2005-05-26,26,30.6,29.4,2005,2017
2001-05-27,27,31.6,30.6,2001,2005
2001-05-28,28,33.2,29.6,2001,2006
2001-05-29,29,33.2,29.8,2001,2003
2001-05-30,30,33.4,30.4,2001,2003
2003-05-31,31,29.5,29.4,2003,2012
2012-06-01,1,32.8,29.2,2012,1976
2005-06-02,2,30.2,29.4,2005,2000
2015-06-03,3,30.2,29.5,2015,2002
2015-06-04,4,30,29.8,2015,1950
2010-06-05,5,30.3,28.7,2010,1996
2006-06-06,6,30.5,29.6,2006,1996
2006-06-07,7,32.7,31.9,2006,2003
2006-06-08,8,33.1,30.5,2006,2017
2003-06-09,9,31.8,30.5,2003,2006
2017-06-10,10,30.7,29.8,2017,2003
2003-06-11,11,33.5,33.1,2003,2017
1964-06-12,12,32,31.8,1964,1981
2003-06-13,13,34.3,34.2,2003,2009
2017-06-14,14,34.9,33.1,2017,2002
1981-06-15,15,31.8,31.6,1981,2002
2002-06-16,16,34.6,31.7,2002,2003
2002-06-17,17,36.4,32.7,2002,2017
2017-06-18,18,35.6,34.2,2017,2005
1965-06-19,19,35,35,1965,2017
2001-06-20,20,35.5,35.5,2001,2003
2003-06-21,21,36.3,35.4,2003,2001
2003-06-22,22,36.9,36.6,2003,2001
2006-06-23,23,33.2,32.5,2006,2017
2001-06-24,24,34.6,31.3,2001,2005
2001-06-25,25,35.5,34,2001,1952
2011-06-26,26,35.3,34.2,2011,2012
2011-06-27,27,35.3,34.6,2011,2012
2015-06-28,28,33.9,33.6,2015,1968
