fecha,dia,primero,segundo,yearprimera,yearsegundo
1980-01-01,1,22.4,21.8,1980,1996
1960-01-02,2,21.6,21.6,1960,1987
2015-01-03,3,23.7,23,2015,1960
2016-01-04,4,23.5,22.9,2016,2014
2012-01-05,5,25.6,22.5,2012,2001
2008-01-06,6,23.4,23,2008,2011
1982-01-07,7,24.6,22.3,1982,2013
1982-01-08,8,24.6,22.2,1982,1999
2004-01-09,9,22.8,22.6,2004,2016
2004-01-10,10,25.4,24.4,2004,2015
2015-01-11,11,24.3,23.6,2015,1986
1994-01-12,12,22.6,22.5,1994,1955
2004-01-13,13,23.2,22.5,2004,1955
1974-01-14,14,21.4,21.4,1974,2015
1955-01-15,15,24.2,21.8,1955,1986
1968-01-16,16,22.8,22,1968,1981
2018-01-17,17,23.8,21.4,2018,2013
2008-01-18,18,23.7,23.2,2008,1955
2007-01-19,19,25,24,2007,1969
1966-01-20,20,24.5,24,1966,1981
2018-01-21,21,26.4,25.2,2018,2005
2018-01-22,22,26.6,25.3,2018,2008
2004-01-23,23,23.6,22.5,2004,1966
1980-01-24,24,23.4,23.4,1980,2004
1995-01-25,25,24,22.6,1995,1956
2014-01-26,26,24.2,22.4,2014,2002
2002-01-27,27,22.6,22.6,2002,2004
2003-01-28,28,25.4,24.6,2003,1994
1975-01-29,29,25.4,25.2,1975,1983
2013-01-30,30,24.8,24,2013,1983
1983-01-31,31,24.2,23.4,1983,1953
2000-02-01,1,25.8,25.6,2000,1983
2000-02-02,2,24,22.4,2000,1961
2000-02-03,3,23.8,23.6,2000,1970
1980-02-04,4,27.2,23.6,1980,1977
1961-02-05,5,26,25,1961,1999
1961-02-06,6,26.6,24.6,1961,1979
1985-02-07,7,25.4,24.6,1985,1984
1984-02-08,8,25.6,25.2,1984,2000
1966-02-09,9,24.5,23.6,1966,1955
1955-02-10,10,25.5,23.9,1955,2001
1985-02-11,11,22.6,22.3,1985,1950
1997-02-12,12,24.8,24,1997,2007
2005-02-13,13,25.7,25,2005,2014
1990-02-14,14,26.5,26.4,1990,2014
1990-02-15,15,27.6,24.1,1990,2014
1990-02-16,16,26.5,26,1990,1995
1995-02-17,17,25.8,25,1995,1958
1978-02-18,18,25.4,23.7,1978,1989
2000-02-19,19,26.4,23.6,2000,1978
1970-02-20,20,25,24.1,1970,1999
1999-02-21,21,25.6,25,1999,1950
1999-02-22,22,27.2,24.1,1999,2011
2002-02-23,23,25,24.8,2002,1970
1995-02-24,24,25,23.5,1995,1997
1995-02-25,25,26.6,26.4,1995,1997
2002-02-26,26,27,26.5,2002,1966
1990-02-27,27,29,25.4,1990,1987
1990-02-28,28,29,27,1990,1987
1960-02-29,29,25.2,20.4,1960,2016
2007-03-01,1,26,26,2007,2007
1987-03-02,2,30,29.2,1987,2015
2007-03-03,3,28.6,26,2007,1977
1977-03-04,4,26.2,26,1977,1960
2001-03-05,5,25.7,25.4,2001,1998
2017-03-06,6,25.7,25,2017,1952
1998-03-07,7,29.2,27.1,1998,2017
1998-03-08,8,28.4,26.6,1998,2006
2017-03-09,9,28,26,2017,2006
2001-03-10,10,26.4,24.6,2001,1979
2008-03-11,11,26,25,2008,1967
1981-03-12,12,29.4,28.8,1981,2001
1990-03-13,13,27,25,1990,1981
1977-03-14,14,24.8,24,1977,1964
2000-03-15,15,26.6,25.6,2000,1958
1974-03-16,16,26.8,26.2,1974,1989
1988-03-17,17,27.6,26.5,1988,1951
1988-03-18,18,28.6,28,1988,1997
2002-03-19,19,29,28.4,2002,1997
2001-03-20,20,28.5,27,2001,1951
2001-03-21,21,29.7,27.6,2001,1965
2001-03-22,22,31,29,2001,1990
2001-03-23,23,30.4,28,2001,1981
2001-03-24,24,29.2,29,2001,1988
1988-03-25,25,33.2,28,1988,2016
1988-03-26,26,31,26,1988,2016
2006-03-27,27,28.2,27.2,2006,1980
2018-03-28,28,30,26.9,2018,2015
1995-03-29,29,28,27.9,1995,2005
2015-03-30,30,31,26.2,2015,2012
1965-03-31,31,28.6,28,1965,2015
1980-04-01,1,34.2,30,1980,2006
1962-04-02,2,27,26.4,1962,1977
1985-04-03,3,29.6,27.6,1985,1998
1972-04-04,4,29.8,28.6,1972,2001
2014-04-05,5,29.3,27,2014,1962
1967-04-06,6,31,28.5,1967,2001
1994-04-07,7,27.4,26.7,1994,1959
1983-04-08,8,29.4,27.4,1983,1985
2011-04-09,9,30.2,28,2011,1994
1983-04-10,10,31.6,26.7,1983,2012
1983-04-11,11,27.6,27.5,1983,2013
2013-04-12,12,26.6,26.4,2013,1970
1988-04-13,13,27.6,27.2,1988,1956
2017-04-14,14,28.2,27.4,2017,1955
1966-04-15,15,28.2,27,1966,2018
1975-04-16,16,28,28,1975,2016
2016-04-17,17,27.9,26,2016,2005
1992-04-18,18,29,28,1992,1966
2014-04-19,19,33.4,28.4,2014,1961
1999-04-20,20,30.4,29.2,1999,2000
2000-04-21,21,28.5,27.1,2000,1999
1999-04-22,22,27.9,26.6,1999,1979
1979-04-23,23,28.6,28.4,1979,2001
2001-04-24,24,29.1,27.8,2001,2005
1961-04-25,25,28.6,28.4,1961,2002
2014-04-26,26,29.4,28.4,2014,1997
1997-04-27,27,30.4,28.5,1997,1968
1959-04-28,28,27.5,26.8,1959,1998
1997-04-29,29,32.5,29.2,1997,1962
2003-04-30,30,28.2,26.8,2003,2007
2015-05-01,1,31.8,26.8,2015,1994
1955-05-02,2,29.6,29.6,1955,1968
2015-05-03,3,35.2,28.6,2015,1962
1965-05-04,4,32.6,30.4,1965,1962
1962-05-05,5,31,30.8,1962,1999
2017-05-06,6,28.1,27.8,2017,1986
2013-05-07,7,32.8,29.4,2013,1989
2015-05-08,8,32.6,31.6,2015,2012
2007-05-09,9,30.8,29.8,2007,1969
2005-05-10,10,32,30.5,2005,1956
2007-05-11,11,33.8,27.2,2007,1952
1977-05-12,12,30,28.6,1977,1960
2007-05-13,13,32.5,29.4,2007,2012
2015-05-14,14,42,36.2,2015,1999
1963-05-15,15,30,29.4,1963,1961
1961-05-16,16,34,31.8,1961,1974
1965-05-17,17,32.6,29.4,1965,1961
1992-05-18,18,35,34.4,1992,1995
2003-05-19,19,30.4,28.4,2003,1992
1997-05-20,20,28.8,28.2,1997,1960
1994-05-21,21,29.8,29.6,1994,1974
1967-05-22,22,31.5,31.5,1967,2016
2003-05-23,23,30.5,29.2,2003,2011
1994-05-24,24,30.4,30,1994,2002
1967-05-25,25,32.8,31.3,1967,2011
1994-05-26,26,33.8,30.4,1994,1987
1953-05-27,27,29.9,29.4,1953,1960
2000-05-28,28,34.6,32.4,2000,2016
2000-05-29,29,32.8,30.6,2000,2001
1993-05-30,30,30.6,30.6,1993,2001
2010-05-31,31,36.2,31.9,2010,1953
1952-06-01,1,32.3,30,1952,1976
1994-06-02,2,33.6,32.6,1994,1999
1999-06-03,3,31.7,30.7,1999,2001
2018-06-04,4,29.7,28.6,2018,1980
1966-06-05,5,30.5,30.5,1966,2009
1997-06-06,6,32.5,31.8,1997,1958
1964-06-07,7,31.6,31,1964,1952
2015-06-08,8,31,30.4,2015,1955
2015-06-09,9,30.2,30.1,2015,2001
1998-06-10,10,38.2,36.2,1998,2012
1997-06-11,11,34.4,33,1997,2012
1952-06-12,12,34.5,32,1952,2003
1982-06-13,13,33,32.6,1982,1996
2003-06-14,14,34,33.9,2003,2007
2003-06-15,15,35.7,32.8,2003,2016
2003-06-16,16,36,35.2,2003,2000
2000-06-17,17,33.2,32.6,2000,2003
2004-06-18,18,32,31.6,2004,1952
1987-06-19,19,34.8,32.8,1987,2004
1966-06-20,20,34,34,1966,2003
2012-06-21,21,37,36.2,2012,1997
1990-06-22,22,35,34.2,1990,1951
2004-06-23,23,36.8,33.4,2004,1986
2006-06-24,24,32.6,32,2006,2003
2007-06-25,25,38.2,35.4,2007,1982
1952-06-26,26,33.8,33.3,1952,2009
2017-06-27,27,34.5,31.8,2017,2004
1974-06-28,28,33.4,32.8,1974,1993
2005-06-29,29,37.5,34.8,2005,1974
