fecha,dia,primero,segundo,yearprimera,yearsegundo
2003-01-01,1,21.6,20.5,2003,1996
2016-01-02,2,20.6,19.2,2016,2019
2003-01-03,3,20.8,19.6,2003,1998
2018-01-04,4,22,20.2,2018,2016
2012-01-05,5,19.7,18.4,2012,1982
2019-01-06,6,20.2,19.8,2019,2013
1982-01-07,7,22.4,19.2,1982,2013
2016-01-08,8,20.7,19.2,2016,1982
1996-01-09,9,21,19.6,1996,2004
2004-01-10,10,21,18.6,2004,2014
2016-01-11,11,20,19.4,2016,2015
1989-01-12,12,19.2,19.2,1989,1994
1989-01-13,13,19,18.7,1989,2004
2015-01-14,14,20,19.6,2015,1975
1982-01-15,15,19.8,19.6,1982,1986
1983-01-16,16,18.6,18.5,1983,2011
2018-01-17,17,18.7,18,2018,2007
2008-01-18,18,19.3,18,2008,1975
2007-01-19,19,22,19.8,2007,1998
1997-01-20,20,19.4,18.5,1997,2018
2018-01-21,21,20.1,20,2018,1997
2018-01-22,22,21.1,20,2018,1997
2009-01-23,23,20,19.2,2009,1997
1995-01-24,24,19.8,18.6,1995,1997
1995-01-25,25,20,19.6,1995,2016
2016-01-26,26,20.4,19.3,2016,2014
2004-01-27,27,20.2,19.3,2004,2016
2008-01-28,28,20.3,19.6,2008,2003
1975-01-29,29,21,18.4,1975,1983
1983-01-30,30,21,19.5,1983,2002
1982-01-31,31,19.4,19.2,1982,2013
2016-02-01,1,22.9,19.4,2016,2017
2000-02-02,2,21,20,2000,2002
2000-02-03,3,20,18.6,2000,2002
1980-02-04,4,20.4,19.6,1980,1976
1979-02-05,5,21.8,19.2,1979,1995
1979-02-06,6,22,19.2,1979,1977
2017-02-07,7,20.6,20.4,2017,1984
1984-02-08,8,20.6,19,1984,1975
1995-02-09,9,19.8,19.6,1995,1979
1979-02-10,10,20.2,19.8,1979,2016
2007-02-11,11,20,19.9,2007,2016
2007-02-12,12,21,19.2,2007,2017
2014-02-13,13,21.6,21.5,2014,2016
1990-02-14,14,21.2,20.6,1990,1997
1995-02-15,15,22,21.2,1995,1990
1985-02-16,16,23.6,23,1985,1990
1978-02-17,17,21,19.2,1978,2000
1998-02-18,18,20,19.4,1998,1978
1978-02-19,19,21,20.8,1978,1989
1989-02-20,20,23.6,19.7,1989,1997
2004-02-21,21,20.6,20.5,2004,1998
2016-02-22,22,20.9,20.4,2016,2019
2019-02-23,23,23.5,21.4,2019,2017
2002-02-24,24,20.6,20.4,2002,1994
1995-02-25,25,21,19.9,1995,2007
1997-02-26,26,22.4,22,1997,1994
1990-02-27,27,21.5,20.6,1990,2010
1990-02-28,28,21.6,20.8,1990,1987
2008-02-29,29,17.5,17.2,2008,1996
1990-03-01,1,22.6,22.6,1990,1990
2016-03-02,2,21.6,21,2016,2007
1989-03-03,3,21.5,21.4,1989,2007
2007-03-04,4,23.7,20,2007,1994
1977-03-05,5,22.2,21.3,1977,1998
1977-03-06,6,24.2,22.3,1977,2017
2001-03-07,7,23.4,20.2,2001,2013
2013-03-08,8,20.3,19.6,2013,1998
2017-03-09,9,24.3,20.7,2017,1999
2017-03-10,10,23.7,20.8,2017,1983
1999-03-11,11,25.2,22.4,1999,2000
1981-03-12,12,26.2,25.2,1981,2000
2002-03-13,13,23.6,21.5,2002,1999
1977-03-14,14,21,20.8,1977,1992
2000-03-15,15,21.5,21.4,2000,2014
2001-03-16,16,23.4,21.8,2001,1997
1988-03-17,17,22.2,22,1988,1999
1988-03-18,18,22.4,22.4,1988,1998
2002-03-19,19,24.8,22.6,2002,1997
2002-03-20,20,21.8,21,2002,2001
1983-03-21,21,23.4,21.8,1983,2001
2001-03-22,22,25.4,23.7,2001,2002
2001-03-23,23,28.6,22.6,2001,1996
2001-03-24,24,27,23.4,2001,1996
1994-03-25,25,23.6,22.6,1994,1988
1988-03-26,26,25.6,24.2,1988,1981
2003-03-27,27,22.8,22.4,2003,1989
1980-03-28,28,25,24.2,1980,1989
1980-03-29,29,23.6,23.5,1980,2018
1994-03-30,30,24.8,24.3,1994,2015
2015-03-31,31,26.5,22.2,2015,1993
1994-04-01,1,23.8,23.2,1994,2003
2011-04-02,2,24.8,24.1,2011,2014
2011-04-03,3,24.8,23.4,2011,1999
1997-04-04,4,23.6,23,1997,1995
1995-04-05,5,24,23.8,1995,2011
2011-04-06,6,25.1,22.8,2011,1999
2011-04-07,7,24.6,24.3,2011,2018
1983-04-08,8,24.2,23.9,1983,2014
1989-04-09,9,25.6,23.6,1989,2006
2011-04-10,10,26.1,24.4,2011,2001
1983-04-11,11,24.8,23.8,1983,2011
2014-04-12,12,24.9,22.6,2014,2011
1988-04-13,13,25,25,1988,2014
2015-04-14,14,25.7,25.2,2015,2013
2013-04-15,15,26.8,25.4,2013,2015
2006-04-16,16,24.3,23.2,2006,2014
1985-04-17,17,23.8,23.1,1985,2016
2007-04-18,18,25.1,24.3,2007,2013
2014-04-19,19,27.7,25.2,2014,2007
2000-04-20,20,26.5,26,2000,1983
1993-04-21,21,25,24.6,1993,2000
1996-04-22,22,26.6,26.3,1996,2018
2018-04-23,23,26.9,26.8,2018,2001
2007-04-24,24,27,26.9,2007,2018
1992-04-25,25,28.8,27,1992,1987
1975-04-26,26,26.6,26.5,1975,2007
2012-04-27,27,30.1,26.6,2012,1987
1994-04-28,28,26.8,26.4,1994,1984
2005-04-29,29,25.7,25.5,2005,1997
2014-04-30,30,27.2,26.5,2014,2005
2005-05-01,1,30.2,26.2,2005,2003
2015-05-02,2,29.2,27.4,2015,2005
2000-05-03,3,27.8,27.6,2000,2015
2015-05-04,4,31.9,29,2015,2000
2015-05-05,5,31.1,28.9,2015,2017
1995-05-06,6,27.4,26.6,1995,1988
1999-05-07,7,28.5,28.2,1999,1995
1995-05-08,8,27.8,27.4,1995,2002
1995-05-09,9,29.6,28.6,1995,2007
2012-05-10,10,30.5,27.9,2012,2009
2015-05-11,11,28.2,28.1,2015,2009
2015-05-12,12,31.6,28.5,2015,2000
1986-05-13,13,29.2,29,1986,2000
2015-05-14,14,30.4,27.4,2015,1992
1999-05-15,15,29,28,1999,1992
2006-05-16,16,31.8,28.4,2006,1990
2001-05-17,17,30.2,29,2001,1986
1986-05-18,18,32.6,32.4,1986,1975
1986-05-19,19,31,29.4,1986,1992
2009-05-20,20,32.7,30.6,2009,1986
2009-05-21,21,34.2,30,2009,1986
2009-05-22,22,29.5,28.5,2009,1999
2009-05-23,23,32.7,31.8,2009,2007
1993-05-24,24,33.6,30.8,1993,2007
1993-05-25,25,33,30.4,1993,1997
1997-05-26,26,31.6,31.6,1997,1999
2017-05-27,27,31.2,30.6,2017,1986
2017-05-28,28,30.8,29.6,2017,1986
1997-05-29,29,30.8,30.6,1997,2001
2001-05-30,30,31.6,31,2001,2005
1999-05-31,31,32,31.6,1999,1994
1994-06-01,1,36,34.2,1994,1999
2002-06-02,2,32.9,30.4,2002,1976
1998-06-03,3,33,32.6,1998,2000
1998-06-04,4,33.5,33.2,1998,1983
1983-06-05,5,35,31.9,1983,2003
1987-06-06,6,31.6,31.2,1987,2015
2014-06-07,7,36,34.2,2014,1983
2014-06-08,8,35.4,33.4,2014,1981
1981-06-09,9,34.4,33.8,1981,2014
2015-06-10,10,33.1,32,2015,1997
2014-06-11,11,34.4,34.2,2014,2003
2003-06-12,12,35.4,32.8,2003,2014
2003-06-13,13,36.3,35.4,2003,2017
2009-06-14,14,37,34.1,2009,2017
2009-06-15,15,36.7,36.3,2009,2001
2013-06-16,16,35.9,35,2013,2003
2013-06-17,17,35.7,34.6,2013,1982
2002-06-18,18,35.5,34.2,2002,2017
2017-06-19,19,34.3,33.9,2017,2012
2012-06-20,20,35.1,34.6,2012,2003
2002-06-21,21,35,33.6,2002,1986
2003-06-22,22,37.5,33.7,2003,2008
2003-06-23,23,39.5,35,2003,2001
2001-06-24,24,38,37.6,2001,2003
2001-06-25,25,41.4,37.6,2001,2003
1986-06-26,26,36.6,35.9,1986,2017
1986-06-27,27,37.6,35.3,1986,2002
2005-06-28,28,37.3,36.6,2005,1986
2015-06-29,29,35,34.6,2015,1990
2015-06-30,30,34.1,33.6,2015,1985
2015-07-01,1,38.2,34,2015,1995
1994-07-02,2,37.8,37.8,1994,2015
1994-07-03,3,38.6,37.6,1994,2015
2015-07-04,4,39.5,35.4,2015,1993
1982-07-05,5,37,36.9,1982,2015
1982-07-06,6,37.4,36.8,1982,2015
2017-07-07,7,40.1,37.6,2017,1982
1982-07-08,8,37.8,36.2,1982,2015
1984-07-09,9,35,35,1984,2016
2010-07-10,10,36,35.1,2010,2016
1982-07-11,11,36.4,36.2,1982,1979
2003-07-12,12,36.5,34.9,2003,2017
2001-07-13,13,37.6,37.5,2001,2003
2018-07-14,14,35.7,35.6,2018,2005
2005-07-15,15,36.5,36.4,2005,1985
1994-07-16,16,39.2,37,1994,1993
1994-07-17,17,38.2,37.8,1994,1993
2014-07-18,18,37.4,36.6,2014,1983
1998-07-19,19,38.2,37.5,1998,1988
2003-07-20,20,39.9,39.2,2003,1983
2003-07-21,21,39.8,39.3,2003,2016
1989-07-22,22,39.5,36.2,1989,1984
2006-07-23,23,36.2,36,2006,1989
1996-07-24,24,38,36.2,1996,1984
1996-07-25,25,39.6,35.6,1996,1983
2013-07-26,26,38.7,36,2013,1985
2012-07-27,27,35.5,35,2012,2006
1984-07-28,28,35,34.6,1984,2006
1979-07-29,29,37.4,37,1979,1983
1983-07-30,30,40.6,37.4,1983,2008
1983-07-31,31,39.8,38,1983,1981
2001-08-01,1,39.8,38.2,2001,2017
2017-08-02,2,38.5,37.5,2017,1988
2017-08-03,3,39.9,37.2,2017,1975
2016-08-04,4,37.3,36.8,2016,2018
2018-08-05,5,38.7,37,2018,2017
1981-08-06,6,37.6,37,1981,1975
1993-08-07,7,38.4,36.4,1993,2003
2003-08-08,8,37,36,2003,1992
2003-08-09,9,37.4,37.1,2003,2014
2003-08-10,10,37.3,35.2,2003,1972
1995-08-11,11,36.6,35.8,1995,1987
2003-08-12,12,37.6,36.2,2003,1987
2003-08-13,13,38.4,37.2,2003,1987
1987-08-14,14,39.4,35.5,1987,2003
1987-08-15,15,37,36.4,1987,2001
1994-08-16,16,36.4,36,1994,1977
2012-08-17,17,37,36.6,2012,2000
2003-08-18,18,36.8,36.7,2003,2012
2009-08-19,19,37.5,36.2,2009,2012
2011-08-20,20,36.5,35.4,2011,2009
2003-08-21,21,36.6,36.1,2003,2011
2011-08-22,22,38.3,38.2,2011,1994
2003-08-23,23,37,36.3,2003,2012
1991-08-24,24,38.2,37.9,1991,1999
1999-08-25,25,40.2,37.1,1999,2000
2007-08-26,26,36.6,35.6,2007,1992
2001-08-27,27,36.5,35,2001,2007
1991-08-28,28,35.6,34.5,1991,2007
2014-08-29,29,35.2,34.8,2014,1991
2015-08-30,30,34,33.8,2015,1987
1987-08-31,31,33.6,32.5,1987,2014
1998-09-01,1,36.5,34,1998,1997
2005-09-02,2,34.2,33.5,2005,1999
2005-09-03,3,34.3,33.6,2005,1998
2004-09-04,4,38.2,33.2,2004,1991
2004-09-05,5,36.6,33.2,2004,2016
2016-09-06,6,35,33.4,2016,1999
2016-09-07,7,34,32.2,2016,1988
1994-09-08,8,33,32.4,1994,1981
2014-09-09,9,34.9,33.5,2014,2004
