fecha,dia,primero,segundo,yearprimera,yearsegundo
1967-01-01,1,17.6,17,1967,1989
2015-01-02,2,16.8,16.6,2015,1967
2015-01-03,3,17,16.8,2015,1967
2015-01-04,4,19.9,16.2,2015,1976
1983-01-05,5,18.4,18.4,1983,1999
1999-01-06,6,17.1,16.1,1999,2005
1976-01-07,7,17.8,17,1976,2019
2014-01-08,8,17.6,17,2014,1975
2014-01-09,9,17.5,17.4,2014,2015
2015-01-10,10,20.3,15.8,2015,2014
1976-01-11,11,17.4,16.8,1976,2015
1976-01-12,12,18.8,18,1976,2007
2007-01-13,13,18.8,17,2007,2011
2019-01-14,14,17.9,17.2,2019,2011
1968-01-15,15,18,16.2,1968,1993
1976-01-16,16,17.2,16.3,1976,2011
1983-01-17,17,16.4,16.2,1983,1976
2008-01-18,18,16.9,15.9,2008,2018
2007-01-19,19,22.6,19.3,2007,2008
2007-01-20,20,19.9,19.5,2007,2008
2005-01-21,21,18,17.1,2005,2018
2018-01-22,22,18.2,17.9,2018,2008
2018-01-23,23,18.9,18.7,2018,2016
2016-01-24,24,19.9,18,2016,2018
2016-01-25,25,19.2,18.2,2016,1983
1983-01-26,26,18.6,18,1983,1980
1967-01-27,27,18.6,18.5,1967,2003
2002-01-28,28,20.6,19.8,2002,2008
2002-01-29,29,21.2,17.4,2002,1967
2002-01-30,30,18,17.6,2002,1975
2000-01-31,31,19,17.2,2000,2017
1964-02-01,1,19.5,19,1964,2016
1964-02-02,2,21,20.2,1964,1985
1964-02-03,3,20.2,20,1964,1985
2004-02-04,4,20.4,19.1,2004,1995
1995-02-05,5,20.9,20,1995,2004
2011-02-06,6,20,19.5,2011,1992
1981-02-07,7,20.8,18.5,1981,2011
1981-02-08,8,19.4,19.2,1981,2008
1961-02-09,9,18.6,18,1961,1980
1961-02-10,10,22,17.9,1961,2002
1961-02-11,11,20.5,17.9,1961,2001
1961-02-12,12,19.8,19.7,1961,2002
1961-02-13,13,22.1,19.5,1961,2002
1998-02-14,14,21.2,20,1998,1961
1998-02-15,15,22.4,18.2,1998,1992
1998-02-16,16,22,18.8,1998,1990
1998-02-17,17,20.8,20.4,1998,1990
1989-02-18,18,19,18.7,1989,1998
1998-02-19,19,19.2,18.8,1998,1989
1997-02-20,20,21,18.3,1997,1962
1997-02-21,21,21.2,20.2,1997,2017
2019-02-22,22,20.8,20.6,2019,1967
2019-02-23,23,21.4,21,2019,1990
1990-02-24,24,21.4,19.6,1990,1967
2011-02-25,25,20.6,20.2,2011,2019
1994-02-26,26,20.9,20.8,1994,2012
2019-02-27,27,22.5,21.5,2019,1997
1997-02-28,28,22.7,20.8,1997,2019
2012-02-29,29,19.7,17.1,2012,2000
1997-03-01,1,22.2,22.2,1997,1997
1967-03-02,2,23.2,22,1967,1977
1977-03-03,3,22.8,21.2,1977,2015
1977-03-04,4,24.4,21.2,1977,2007
1977-03-05,5,22.4,22,1977,1973
1977-03-06,6,21.4,21,1977,1998
2015-03-07,7,24.1,22.6,2015,1981
2017-03-08,8,24,22.4,2017,2015
2017-03-09,9,26.7,23.3,2017,2000
2017-03-10,10,26.2,22.8,2017,2015
2017-03-11,11,25.9,24.3,2017,2000
2003-03-12,12,23.4,22.8,2003,1989
2003-03-13,13,24,23.9,2003,2009
2012-03-14,14,25.1,24.4,2012,2009
2012-03-15,15,23.5,22.7,2012,2009
2014-03-16,16,23.8,22.5,2014,2009
1997-03-17,17,24,23.6,1997,2014
2014-03-18,18,24.1,23.2,2014,1997
2017-03-19,19,23.4,23.1,2017,2009
2017-03-20,20,23.9,23.4,2017,1990
2002-03-21,21,24,23,2002,1990
2002-03-22,22,24,23.8,2002,1990
2001-03-23,23,26.4,25.4,2001,2002
2002-03-24,24,25.6,23.4,2002,1981
1981-03-25,25,24,23.4,1981,1994
2009-03-26,26,23.6,22.4,2009,1988
1965-03-27,27,23.8,23.7,1965,2009
2015-03-28,28,24.2,21.6,2015,1976
2015-03-29,29,22.5,21.3,2015,2012
2015-03-30,30,24.8,24.4,2015,1976
2015-03-31,31,26.9,25.6,2015,1980
1976-04-01,1,24,24,1976,2015
2015-04-02,2,23.9,23.3,2015,2011
2008-04-03,3,24.6,24.1,2008,2015
2006-04-04,4,24.5,23.8,2006,1999
1999-04-05,5,26,25.2,1999,2011
1973-04-06,6,27,25.4,1973,1999
2011-04-07,7,26.9,25.6,2011,2014
2011-04-08,8,28.9,26.2,2011,2014
2011-04-09,9,28,25.9,2011,1995
2014-04-10,10,26.8,25.8,2014,2011
2014-04-11,11,25.8,25.4,2014,2017
2017-04-12,12,26.5,25.7,2017,1995
2017-04-13,13,26.1,24.9,2017,2011
2011-04-14,14,25.6,25.5,2011,2017
2017-04-15,15,26,25.3,2017,2014
2013-04-16,16,26.4,26.2,2013,2017
2013-04-17,17,27.7,27.1,2013,2014
2017-04-18,18,27.7,27.5,2017,2013
2014-04-19,19,24.1,24,2014,1985
1992-04-20,20,23.6,23,1992,2007
1992-04-21,21,24.8,24.1,1992,2002
1992-04-22,22,24,23.8,1992,1977
2009-04-23,23,25.3,25.1,2009,2017
2017-04-24,24,26.3,25.3,2017,2009
1977-04-25,25,28.4,27.5,1977,2002
2008-04-26,26,27.1,26.6,2008,2002
2010-04-27,27,28,27.6,2010,1987
2005-04-28,28,27.5,26.7,2005,2010
2005-04-29,29,29,26.2,2005,1994
2005-04-30,30,28.1,25.5,2005,1997
2005-05-01,1,27.6,27,2005,1994
1994-05-02,2,27.7,27.2,1994,2015
1994-05-03,3,28.2,26.6,1994,2008
2008-05-04,4,28,27.2,2008,1961
1994-05-05,5,26.7,26.7,1994,2014
1964-05-06,6,28.3,27.9,1964,2009
2015-05-07,7,28.2,28,2015,2009
2017-05-08,8,28.6,28.4,2017,1961
1965-05-09,9,29.8,28.6,1965,1961
1965-05-10,10,30.5,29.4,1965,2012
2015-05-11,11,31.3,31.1,2015,2012
2015-05-12,12,33.3,33.1,2015,2012
2015-05-13,13,35.1,31.4,2015,2012
2015-05-14,14,32.7,30.4,2015,1965
1965-05-15,15,31,30.3,1965,1961
2006-05-16,16,31,30.6,2006,1964
2006-05-17,17,34.5,29.2,2006,1964
1964-05-18,18,30.4,30,1964,2007
1964-05-19,19,30.5,29,1964,2007
2009-05-20,20,31.6,29.5,2009,2005
2009-05-21,21,30.5,28.8,2009,1974
1974-05-22,22,30.2,29.2,1974,2017
2017-05-23,23,29.4,29,2017,2003
2017-05-24,24,30.2,29.9,2017,2012
