fecha,dia,primero,segundo,yearprimera,yearsegundo
2007-01-01,1,21.2,19.8,2007,1962
2007-01-02,2,22,20,2007,1975
2007-01-03,3,23,21.4,2007,2017
2007-01-04,4,21.1,20.2,2007,2012
2012-01-05,5,22,20.1,2012,2007
2017-01-06,6,19.7,19.6,2017,1982
2012-01-07,7,23.1,20.2,2012,2007
2014-01-08,8,22.5,20.7,2014,2012
2012-01-09,9,20.6,20.2,2012,1982
2007-01-10,10,21,20.7,2007,2012
2012-01-11,11,21.4,20.7,2012,2014
1997-01-12,12,21,20.3,1997,2004
2012-01-13,13,20.2,19.8,2012,1957
2007-01-14,14,20.3,20,2007,2011
2007-01-15,15,21.1,20,2007,1956
1968-01-16,16,21.6,20.1,1968,2010
1968-01-17,17,22,21.7,1968,2007
2007-01-18,18,24.6,22,2007,1968
2007-01-19,19,25.3,23,2007,2008
2007-01-20,20,24.9,22.9,2007,2005
1981-01-21,21,23.6,22.6,1981,2005
2008-01-22,22,21.8,21.6,2008,1981
2016-01-23,23,22.4,20.6,2016,1981
1959-01-24,24,22,21.8,1959,2016
1959-01-25,25,24.4,22,1959,1980
1983-01-26,26,21.6,21.4,1983,1958
2002-01-27,27,20.2,20,2002,1967
2002-01-28,28,20.9,20.7,2002,2003
1994-01-29,29,22.7,21.7,1994,1999
2013-01-30,30,21.3,20.7,2013,1999
2000-01-31,31,22.4,21.4,2000,1997
2000-02-01,1,23.7,23.6,2000,1957
2002-02-02,2,21.6,21.1,2002,2004
2004-02-03,3,22.3,21.9,2004,2000
2000-02-04,4,22.9,22.2,2000,1961
1995-02-05,5,23.5,23,1995,1957
1981-02-06,6,22.6,21.9,1981,2019
1957-02-07,7,23.6,23,1957,1981
1955-02-08,8,23,21.6,1955,1957
1955-02-09,9,23.2,21.8,1955,1980
1961-02-10,10,22.6,22.5,1961,2007
1961-02-11,11,23.6,23.6,1961,2001
2001-02-12,12,23.6,22.2,2001,1958
2007-02-13,13,24.1,23,2007,1958
1958-02-14,14,27,23.3,1958,2013
1958-02-15,15,24.5,22.8,1958,2007
2007-02-16,16,23.9,23.4,2007,1989
1958-02-17,17,22.6,22.6,1958,1989
1978-02-18,18,25.4,23.2,1978,1989
1990-02-19,19,22.6,22.6,1990,1999
1997-02-20,20,23.8,23.5,1997,1999
1997-02-21,21,23.7,22.4,1997,1970
