fecha,maxima,minima
1997-03-01,24.2,3
1967-03-02,25.8,7.2
2007-03-03,26,4
1967-03-04,25.4,11.4
1998-03-05,24.4,6
2001-03-06,25.6,14
1981-03-07,25.4,6.4
1981-03-08,25.6,7.6
1981-03-09,26,7
2017-03-10,27.8,5.4
1981-03-11,27.2,8.2
2003-03-12,25.2,5.2
1983-03-13,25,7
1983-03-14,26,8.6
2019-03-15,24.6,2.5
1977-03-16,25.4,3.6
1961-03-17,25.8,8
1961-03-18,26,6.5
1957-03-19,26,5.3
2002-03-20,25.9,5.8
2002-03-21,26.4,7
1965-03-22,28,8.6
2001-03-23,28.6,7.6
1955-03-24,28.4,7.2
1955-03-25,27.8,11.2
2006-03-26,26.2,6.5
1968-03-27,27.2,8.4
1968-03-28,26.6,10.4
1995-03-29,25.8,6.8
2015-03-30,27.6,7.5
2015-03-31,29.1,9.4
