fecha,maxima,minima
1987-03-01,22.2,8.4
1977-03-02,21.6,10.6
2019-03-03,23.6,7.7
2007-03-04,21.5,7.4
1989-03-05,23.2,7.4
2001-03-06,23.4,16
2015-03-07,22.6,6.8
2014-03-08,22.8,7
2014-03-09,25.2,11.8
2017-03-10,25.9,10.2
2003-03-11,23,11.2
1983-03-12,21.2,5.8
2009-03-13,22.6,9.4
2008-03-14,20.8,8.1
2005-03-15,22.2,7
2005-03-16,23.5,9.7
1990-03-17,25.2,12
2005-03-18,26.6,13.8
2005-03-19,25.7,15.2
2005-03-20,24.3,10.9
1990-03-21,23.5,11.6
2002-03-22,25.2,8.4
1996-03-23,25,13.6
1996-03-24,25,12
2012-03-25,24.2,9.2
2006-03-26,26.8,16.5
1998-03-27,24.4,10
2012-03-28,22.4,10.6
2021-03-29,24.7,10
2006-03-30,23.6,14
2021-03-31,28,15
