fecha,maxima,minima
2012-03-01,18.1,-2
1977-03-02,19.6,2
1997-03-03,21.5,1.2
1967-03-04,19.8,7.6
1977-03-05,22,2.4
1977-03-06,19.4,1.2
2015-03-07,20.7,-2.2
2000-03-08,20.5,-1
2017-03-09,22.5,0.4
2017-03-10,23.1,0.5
1957-03-11,24.5,5.8
1989-03-12,22.4,0.8
2003-03-13,21.8,3.8
2012-03-14,22,0.2
2012-03-15,22.6,0.4
1961-03-16,21.6,2.6
1961-03-17,22.6,4
2005-03-18,22.6,2
2005-03-19,22.8,0.8
1990-03-20,24.3,1.1
1990-03-21,23.7,2.8
2002-03-22,23.8,2.9
2002-03-23,22.9,5.5
1955-03-24,24,8
1994-03-25,21.9,1.5
1989-03-26,22.5,1.5
1998-03-27,22.1,1.8
1957-03-28,21.2,4.5
2021-03-29,22.9,2.3
1965-03-30,23,3.8
2021-03-31,23.3,4
