fecha,maxima,minima
2018-05-01,15.3,-0.3
2016-05-02,23.2,0.2
1991-05-03,11.2,1.4
1991-05-04,14.6,1
1987-05-05,15,0.4
1991-05-06,13,-0.4
1968-05-07,14,-0.8
1970-05-08,14,-1.4
1991-05-09,12,0.6
1966-05-10,19.2,3
1991-05-11,13,1.4
1985-05-12,12.4,-0.4
1966-05-13,12.4,1.2
1972-05-14,9.2,2
1962-05-15,19.2,0.4
1972-05-16,11.8,0
1972-05-17,10.6,1
1972-05-18,15,0.6
1967-05-19,20,1.4
2013-05-20,13.7,1.3
1983-05-21,13,1.4
1984-05-22,8.8,2.4
1984-05-23,11.6,0.4
1963-05-24,20.2,3.3
1971-05-25,10.8,2.2
1969-05-26,17.4,2.2
1971-05-27,13.4,4.6
1984-05-28,18.4,4
1967-05-29,22.4,2.4
2013-05-30,16.3,4
1965-05-31,19.8,3
