fecha,maxima,minima
1977-05-01,16.4,4.6
1978-05-02,19,5
1991-05-03,16.4,4.2
1981-05-04,22.5,6.5
1977-05-05,15.2,5.2
1991-05-06,16.2,4.6
1991-05-07,16.8,5.4
1970-05-08,16.4,6.6
1991-05-09,14.2,4.6
1985-05-10,14,6.8
1985-05-11,15.6,6.4
1985-05-12,16,5.5
1985-05-13,18.6,6.2
1962-05-14,17.2,8
1981-05-15,19,8.4
1972-05-16,16.5,8
1957-05-17,19.4,6.7
1972-05-18,17.2,8.4
1984-05-19,18,7.5
1951-05-20,18.6,7.6
1993-05-21,19,8.3
1991-05-22,19.6,8.7
1984-05-23,18.2,7.6
1983-05-24,20.8,8.2
1991-05-25,21.6,9.3
1971-05-26,17,9.6
1991-05-27,15.2,8.6
1972-05-28,19.6,5.8
1991-05-29,21.9,9.2
1991-05-30,21.6,6.1
1991-05-31,20.8,6.1
