fecha,maxima,minima
1979-05-01,21.6,7.4
1957-05-02,22,8
1983-05-03,22.6,7.6
1991-05-04,21.2,7.8
1991-05-05,26,8.4
1972-05-06,21.6,8.4
1975-05-07,21.6,7.8
1968-05-08,20.8,7
1970-05-09,16,7.6
1970-05-10,15.8,7.4
1951-05-11,22.4,8.6
1982-05-12,20.2,9
1985-05-13,23.6,8.4
1994-05-14,20.4,9
1972-05-15,21.4,6.4
1983-05-16,23,8
1983-05-17,25.4,9.6
1972-05-18,21.6,10
1972-05-19,21.8,7.6
1984-05-20,21,9.6
1980-05-21,24.8,9
1972-05-22,23.2,9.4
1984-05-23,23.4,9.4
1972-05-24,23.6,10
1978-05-25,20.6,10.6
1971-05-26,22,11
1950-05-27,26.6,7
1950-05-28,23,12
1954-05-29,24,10.2
1956-05-30,29,12
1969-05-31,23,11.8
