fecha,maxima,minima
1967-01-01,18.8,-1
2007-01-02,19,1.5
2007-01-03,19,0.4
2015-01-04,19.3,-3
2001-01-05,20.8,6.6
2012-01-06,20.5,-1.6
2005-01-07,18.7,-2.7
2014-01-08,22,0
1982-01-09,19.2,3.8
2015-01-10,19,-2.6
2004-01-11,19,2.8
2004-01-12,20.5,2.5
2007-01-13,18.4,-0.9
2011-01-14,19,2.3
1956-01-15,19.4,8
2005-01-16,18.4,0.6
1968-01-17,19.6,0.2
2010-01-18,20.5,4.6
2007-01-19,22.1,1.6
2007-01-20,21,1.6
2005-01-21,20.2,0.2
2008-01-22,21.2,2.8
2018-01-23,21.6,2.4
2016-01-24,21.4,5.6
1959-01-25,23.4,4.4
1958-01-26,20.8,7.2
1967-01-27,19.2,2.2
1966-01-28,22.4,0
2002-01-29,20.2,1.6
2013-01-30,20.2,-0.4
2013-01-31,20.4,-1.2
