fecha,maxima,minima
2005-03-01,2.2,-4.7
2005-03-02,10.6,-2
1988-03-03,10,-1
2005-03-04,4.2,-0.9
1971-03-05,1,-4.4
1971-03-06,2.8,-5.5
1971-03-07,1.3,-3
1971-03-08,3.6,-4.5
1971-03-09,6.2,-2
1955-03-10,1,-1.8
2004-03-11,15.5,-0.4
1955-03-12,9.4,-0.2
2013-03-13,4.8,0.2
1962-03-14,6.3,0.8
1962-03-15,9.1,0.1
1979-03-16,10,2.4
1962-03-17,6.1,0.2
1962-03-18,10.4,-2.3
1975-03-19,6.2,-0.5
1975-03-20,7.2,0
2007-03-21,6.2,2
2007-03-22,8.7,1.8
2008-03-23,7.6,1
1963-03-24,8,0.1
1969-03-25,7.5,1.1
1969-03-26,7,1
1993-03-27,12.6,1.4
1969-03-28,5.6,2
1969-03-29,7.5,-0.2
2020-03-30,6,1.5
1975-03-31,6.5,1.2
