fecha,maxima,minima
1993-03-01,4,-4.8
1993-03-02,5,-6.4
1993-03-03,12.4,-3.4
1974-03-04,9.4,-1.6
2005-03-05,11,-2.6
2005-03-06,12,-2.6
2008-03-07,18.6,-2.6
1971-03-08,6.4,-6.4
1971-03-09,5,-6
1955-03-10,5.5,-5.3
1955-03-11,8.4,-3.5
1958-03-12,14.6,-2
1955-03-13,11.8,-2.3
1985-03-14,14.2,-1.6
2013-03-15,15.6,-2.4
1980-03-16,13.8,-2
1970-03-17,14.4,-2
1970-03-18,17.8,-0.8
1978-03-19,14.6,-0.2
1978-03-20,18,0.8
2019-03-21,16.4,0
2007-03-22,11.4,-0.2
2007-03-23,17,-2
2008-03-24,17,-2
2017-03-25,14.5,-1.2
1992-03-26,11,-2.6
1982-03-27,15.4,0
2019-03-28,17.9,0.5
1985-03-29,15.8,-0.4
1969-03-30,12.8,-1.6
1977-03-31,15.2,-1.6
