fecha,maxima,minima
1993-03-01,9.6,-4.2
1979-03-02,14.6,-2
2004-03-03,16.4,-1.6
1974-03-04,14,-1.6
1974-03-05,15,-3
1988-03-06,18,-0.6
1971-03-07,16.4,-1
2005-03-08,15.8,-1.8
2005-03-09,19.3,-0.5
1971-03-10,15.6,0.4
1968-03-11,17.6,1
2016-03-12,21.1,-0.1
2016-03-13,22.1,0.3
1974-03-14,19.6,0
1974-03-15,22,0.6
1970-03-16,17,-1
1970-03-17,19,0
1970-03-18,20.4,0
1970-03-19,25,0.4
2018-03-20,14.8,2.1
2021-03-21,19.3,-0.3
2018-03-22,16.2,0.5
2007-03-23,20.9,0.3
2008-03-24,19.8,0.5
1963-03-25,19.4,1
1992-03-26,16.6,-2
1976-03-27,25.2,2.4
1992-03-28,18.6,0.2
1971-03-29,20.8,1.2
1977-03-30,16.6,-1
1977-03-31,19,-1.2
