fecha,maxima,minima
2004-03-01,9.8,-5.3
2005-03-02,11.5,-5.5
1988-03-03,12.8,-4.4
2005-03-04,9.9,-2.7
2005-03-05,12.3,-4.5
2006-03-06,14.2,-3.5
2005-03-07,9.5,-4.1
2005-03-08,13.5,-4.7
2005-03-09,14.2,-4
2005-03-10,14.1,-3.3
1984-03-11,12.4,-2.8
1973-03-12,13.5,-5.8
1973-03-13,12,-2
1973-03-14,10.6,-4
1973-03-15,10.8,-3.4
1980-03-16,13.2,-1.2
2003-03-17,18.7,-1.1
1973-03-18,17.5,-2.4
1985-03-19,9.6,-4.4
1975-03-20,9.4,-0.2
2007-03-21,13.5,-3.9
1975-03-22,15,-0.8
2007-03-23,14.6,-1.3
2004-03-24,14.6,-1.9
1998-03-25,17.4,-3
1992-03-26,13,-1.2
2014-03-27,14.5,-2.4
1990-03-28,15.6,-1
1985-03-29,14.4,0
2000-03-30,16,-2
1995-03-31,16.4,-1.5
