fecha,maxima,minima
2005-03-01,6,-9
2005-03-02,9,-5
2004-03-03,8,-4.5
1955-03-04,14,-3
1971-03-05,0.6,-5
1971-03-06,1.2,-7
1971-03-07,3,-5.6
1971-03-08,6.3,-6.2
1965-03-09,11.5,-4.5
1965-03-10,10.5,-4.6
1958-03-11,1.8,-3.6
1955-03-12,13,-3.9
1958-03-13,5.5,-3
1956-03-14,17,-2.5
1956-03-15,15,-2
2010-03-16,16.6,-3.3
1973-03-17,10.4,-1.2
1962-03-18,11.5,-4
1955-03-19,16.3,-3
1955-03-20,13.5,-1
1995-03-21,17,-1.2
2007-03-22,6.3,-0.3
2018-03-23,11.4,-1.2
2014-03-24,7.9,-0.7
1982-03-25,14.5,-1
1962-03-26,12.3,-1
1993-03-27,17.4,-0.8
1965-03-28,24,0
1969-03-29,4.8,-1.6
1977-03-30,4.4,-2.8
1967-03-31,6,-1.8
