fecha,maxima,minima
1980-12-01,7.4,-2
1980-12-02,6,-4.6
1980-12-03,7.8,-4.4
1962-12-04,10.8,-4.6
1980-12-05,10.4,-4
1980-12-06,8.8,-4
1980-12-07,8.6,-4.8
1956-12-08,11.6,-4.8
1956-12-09,9.8,-5.2
1962-12-10,9.2,-4.7
1962-12-11,10.6,-6
1956-12-12,10,-4.5
2001-12-13,11.8,-4.4
2007-12-14,9.4,-4.5
2007-12-15,10,-6.3
2001-12-16,6.2,-8
2001-12-17,10.1,-7.9
1970-12-18,8.2,-4.2
1967-12-19,3.2,-5
2009-12-20,4.1,-6.2
1961-12-21,6.2,-4
1990-12-22,8.1,-6.1
1998-12-23,6.4,-5.9
1962-12-24,2.4,-5.2
1962-12-25,0.3,-6.7
1962-12-26,0.1,-8.9
1994-12-27,7.5,-5.9
1994-12-28,9.2,-5.5
1994-12-29,9.2,-3.8
1966-12-30,10.3,-3.5
2014-12-31,11.3,-5.3
