fecha,maxima,minima
1982-12-01,7.8,-1
1980-12-02,5,-4.4
1980-12-03,7,-2.4
2010-12-04,4.6,-2.4
1962-12-05,5.8,-2.8
1980-12-06,6.8,-2
1962-12-07,7.6,-3.8
1962-12-08,5.2,-4.2
1962-12-09,5.3,-4.1
1962-12-10,9.2,-3.4
1956-12-11,8,-2.6
1956-12-12,9.7,-2.3
1967-12-13,5.9,-3.7
2001-12-14,9.8,-2.4
2001-12-15,2.5,-5.5
2001-12-16,4.5,-4.2
2001-12-17,7.6,-3.6
1957-12-18,6,-2.4
1967-12-19,2,-3
2009-12-20,2.8,-5
1961-12-21,6.6,-3
1978-12-22,5.8,-3
1956-12-23,5.3,-4.8
1962-12-24,1.8,-4.2
1962-12-25,-0.8,-8.2
1962-12-26,1.8,-9.2
1970-12-27,2.4,-3.8
1950-12-28,3.5,-2.6
1950-12-29,6.6,-3.3
1950-12-30,4.9,-3.1
1950-12-31,6.3,-2.5
