fecha,maxima,minima
1980-12-01,13.6,2
1980-12-02,11,1
1980-12-03,14.4,1
1998-12-04,15.4,1.2
1998-12-05,16.4,0.6
1998-12-06,15.8,-0.2
1998-12-07,16.4,0
1998-12-08,16.6,0
1998-12-09,17,0.8
1998-12-10,16,0.6
1967-12-11,9.6,2.2
1967-12-12,11,1.6
1967-12-13,13,0
1967-12-14,13,2
2009-12-15,11,-2.2
1988-12-16,13.8,-0.2
1957-12-17,13,2
2008-12-18,14.4,1.2
1967-12-19,17,2
2009-12-20,14.6,-0.4
1979-12-21,11,1.4
1979-12-22,11,0.8
1966-12-23,19.6,0.6
1994-12-24,12.6,-1.4
1986-12-25,13.8,-0.6
1994-12-26,12.6,-1.6
1994-12-27,13.2,-1.2
2004-12-28,14.2,-1.4
2001-12-29,15,1.8
1964-12-30,15.2,1.6
1986-12-31,14.6,1.2
