fecha,maxima,minima
1980-12-01,-1,-4.6
1973-12-02,7.8,-5
1973-12-03,0.8,-6.2
1962-12-04,4.8,-5
1962-12-05,4.8,-5
1957-12-06,7,-4.5
1957-12-07,10,-3
1962-12-08,4.2,-5.6
1962-12-09,6,-5.4
1962-12-10,10.4,-4.2
1973-12-11,8.4,-4.2
2001-12-12,6.5,-3.5
1969-12-13,2,-3.6
1969-12-14,1.8,-4.2
2001-12-15,1,-7
1963-12-16,1.2,-5.4
1963-12-17,2.2,-7.2
1963-12-18,0,-7.4
1961-12-19,8.6,-5.2
1961-12-20,6.2,-5.2
1990-12-21,5.8,-5.6
2001-12-22,4.5,-7.5
2005-12-23,5,-6
1963-12-24,4.5,-8.2
1962-12-25,-3,-14.2
1962-12-26,0,-9.8
2006-12-27,8.1,-4.8
1962-12-28,1.2,-4.6
1996-12-29,1.2,-6
1980-12-30,3.4,-5.4
1985-12-31,3,-6.8
