fecha,maxima,minima
2013-12-01,12,-0.3
1980-12-02,8.2,-1
2013-12-03,14.1,-1.6
1998-12-04,10.2,-2.6
1998-12-05,11.8,-1.8
2017-12-06,12.6,-1.6
1998-12-07,11.6,-1.6
1962-12-08,8,-1.2
1962-12-09,9.4,-2.2
1962-12-10,7,-2.8
1967-12-11,4.8,-0.2
2012-12-12,10,-1.5
1967-12-13,10,-2.4
2007-12-14,11.4,-1
2007-12-15,9.2,-3.2
2001-12-16,9.4,-4.6
2010-12-17,10.4,-3.4
1967-12-18,9.6,-0.4
1988-12-19,11.6,-3.2
2009-12-20,6.1,-4.6
2013-12-21,10.5,-1.2
1979-12-22,6,-2.6
1998-12-23,10.2,-1.8
1994-12-24,8,-3.4
1962-12-25,-0.2,-5.2
1962-12-26,3,-5
1970-12-27,5.8,-4
2001-12-28,9.4,-3.2
1991-12-29,12.4,-3.4
2014-12-30,9.6,-2.3
2014-12-31,12.6,-2.5
