fecha,maxima,minima
1969-12-01,-0.2,-5.2
1980-12-02,0.4,-8.4
1973-12-03,-0.6,-6.8
1973-12-04,2.6,-6.6
1981-12-05,9.8,-5
1957-12-06,4.5,-7.2
1957-12-07,1.4,-9.4
1980-12-08,4.2,-6.6
1990-12-09,-1,-4.5
1973-12-10,5.6,-5
1967-12-11,-1.6,-5.8
1969-12-12,3,-5.6
1969-12-13,2,-5.6
2001-12-14,5,-6.2
2001-12-15,-1.6,-10.5
2001-12-16,4.8,-9
1970-12-17,2.4,-7
1967-12-18,-1.2,-3.4
2009-12-19,0.1,-7.5
2009-12-20,3.3,-8.9
1957-12-21,-1.6,-6.4
1963-12-22,-0.2,-6.2
1963-12-23,-1.6,-7.2
2001-12-24,0.1,-8.8
1962-12-25,-6,-13.4
1957-12-26,-1.6,-9.4
1970-12-27,-1.6,-11
2004-12-28,4.6,-5.4
1980-12-29,5.4,-8
1970-12-30,1,-9
1973-12-31,1.4,-6.4
