fecha,maxima,minima
1977-12-01,11.6,2.8
2010-12-02,7.1,2.4
2010-12-03,9.5,2.9
1973-12-04,11.4,3.2
1957-12-05,12.6,2.4
1950-12-06,9,2.8
1950-12-07,11,2.8
1956-12-08,11.6,3.2
1980-12-09,13.2,2
1973-12-10,12,2.6
1954-12-11,9.4,2.8
1969-12-12,10.4,1.6
1969-12-13,10.2,2.2
1970-12-14,11.2,4.6
1970-12-15,11.4,3
1964-12-16,11.2,1.4
1963-12-17,9.4,1
2007-12-18,8.8,2
1970-12-19,12,1.6
2009-12-20,9.4,1
1961-12-21,13.2,1.6
1975-12-22,11.8,1.2
1975-12-23,11.4,2
1963-12-24,8,1.4
2001-12-25,10.4,0.6
1962-12-26,5.6,2.2
1970-12-27,5.4,0.6
1962-12-28,10.4,0.6
1970-12-29,8,1.6
1976-12-30,10,1.6
1975-12-31,11,0.8
