fecha,maxima,minima
1998-12-01,15.4,1.4
1980-12-02,13.8,0
1980-12-03,15.6,1.4
1973-12-04,14,0.2
1973-12-05,16.6,0.6
1972-12-06,18.2,3
1996-12-07,13.2,2.8
1980-12-08,15.4,2.8
1952-12-09,18.6,2.4
1952-12-10,17,1.8
1967-12-11,7.6,3
1967-12-12,9,2.4
1956-12-13,17.6,3.6
1983-12-14,16.2,2.4
1988-12-15,17.4,3.4
1990-12-16,14.8,2.4
1964-12-17,13.4,2
1960-12-18,14.6,4
1957-12-19,17.6,3
1981-12-20,15.2,1.2
1979-12-21,10,3.6
1979-12-22,11,-0.8
1982-12-23,12.4,2.4
1994-12-24,15,2.2
1970-12-25,12.6,-0.2
1994-12-26,16,1.4
1964-12-27,12,2
1991-12-28,15.6,2.6
2012-12-29,18.8,2.4
1964-12-30,13,1.6
1984-12-31,16.6,0.4
