fecha,maxima,minima
1962-12-01,12.2,-2
1962-12-02,13,-3.6
1962-12-03,13.6,-4.6
1962-12-04,12,-5
1962-12-05,11,-3
1962-12-06,12.4,-3
1962-12-07,13.6,-2.4
1983-12-08,10,-2.8
1980-12-09,10.6,-2.4
1972-12-10,12,0
1972-12-11,14,0
1971-12-12,12.4,-0.6
1971-12-13,15,-1.6
1971-12-14,14,-1
1971-12-15,12.6,-2
1961-12-16,14,-2
1961-12-17,13.2,-2
1970-12-18,9,-3.6
1961-12-19,12.6,-5
1961-12-20,11.5,-5
1961-12-21,14.6,-4
1990-12-22,11.7,-2.2
2005-12-23,8.6,-2.5
1963-12-24,9.2,-5
2001-12-25,9.9,-5.2
2005-12-26,9,-1.1
1996-12-27,9.8,-2.2
1962-12-28,10,-4
1980-12-29,9.8,-1.2
1980-12-30,9.6,-4
1980-12-31,11.8,-2.6
