fecha,primero,yearprimera
1952-07-12,42,1952
1991-07-13,39.6,1991
1975-07-14,39.6,1975
1975-07-15,41.6,1975
1975-07-16,42.6,1975
1991-07-17,42.8,1991
1952-07-12,42,1952
1991-07-13,39.6,1991
1975-07-14,39.6,1975
1975-07-15,41.6,1975
1975-07-16,42.6,1975
1991-07-17,42.8,1991
