fecha,primero,yearprimera
2019-07-12,35.9,2019
1966-07-13,35,1966
1978-07-14,35.2,1978
1978-07-15,35,1978
2005-07-16,35.8,2005
1978-07-17,35.6,1978
2019-07-12,35.9,2019
1966-07-13,35,1966
1978-07-14,35.2,1978
1978-07-15,35,1978
2005-07-16,35.8,2005
1978-07-17,35.6,1978
