fecha,primero,yearprimera
1961-07-12,36.7,1961
2003-07-13,33.8,2003
2005-07-14,32.8,2005
1994-07-15,33.2,1994
1987-07-16,37,1987
1987-07-17,38.4,1987
1961-07-12,36.7,1961
2003-07-13,33.8,2003
2005-07-14,32.8,2005
1994-07-15,33.2,1994
1987-07-16,37,1987
1987-07-17,38.4,1987
