fecha,primero,yearprimera
2017-07-12,43.2,2017
2017-07-13,43.5,2017
1991-07-14,42.4,1991
1975-07-15,43,1975
1978-07-16,42.4,1978
1991-07-17,41.6,1991
2017-07-12,43.2,2017
2017-07-13,43.5,2017
1991-07-14,42.4,1991
1975-07-15,43,1975
1978-07-16,42.4,1978
1991-07-17,41.6,1991
