fecha,primero,yearprimera
2017-07-12,44.7,2017
2017-07-13,46.9,2017
2017-07-14,45.6,2017
2015-07-15,42.9,2015
1975-07-16,43.6,1975
1978-07-17,45.4,1978
2017-07-12,44.7,2017
2017-07-13,46.9,2017
2017-07-14,45.6,2017
2015-07-15,42.9,2015
1975-07-16,43.6,1975
1978-07-17,45.4,1978
