fecha,primero,yearprimera
2005-07-12,30.4,2005
2005-07-13,31,2005
2005-07-14,29,2005
2006-07-15,29.5,2006
2006-07-16,30.6,2006
2006-07-17,34,2006
2005-07-12,30.4,2005
2005-07-13,31,2005
2005-07-14,29,2005
2006-07-15,29.5,2006
2006-07-16,30.6,2006
2006-07-17,34,2006
