fecha,primero,yearprimera
2019-07-12,41,2019
2017-07-13,42.8,2017
2017-07-14,42.2,2017
2015-07-15,41.4,2015
2015-07-16,40.7,2015
1991-07-17,40.8,1991
2019-07-12,41,2019
2017-07-13,42.8,2017
2017-07-14,42.2,2017
2015-07-15,41.4,2015
2015-07-16,40.7,2015
1991-07-17,40.8,1991
