fecha,primero,yearprimera
2005-07-12,32.4,2005
2005-07-13,30,2005
1969-07-14,30.6,1969
2006-07-15,29.5,2006
2016-07-16,30.6,2016
2006-07-17,34.5,2006
2005-07-12,32.4,2005
2005-07-13,30,2005
1969-07-14,30.6,1969
2006-07-15,29.5,2006
2016-07-16,30.6,2016
2006-07-17,34.5,2006
