fecha,primero,yearprimera
2019-07-12,37.2,2019
2015-07-13,37.1,2015
2015-07-14,38.2,2015
2005-07-15,38.7,2005
2005-07-16,41.3,2005
2005-07-17,38.9,2005
2019-07-12,37.2,2019
2015-07-13,37.1,2015
2015-07-14,38.2,2015
2005-07-15,38.7,2005
2005-07-16,41.3,2005
2005-07-17,38.9,2005
