fecha,primero,yearprimera
2016-07-12,35.6,2016
2010-07-13,34.6,2010
1991-07-14,38,1991
1989-07-15,33.8,1989
1975-07-16,35.2,1975
1975-07-17,35.2,1975
2016-07-12,35.6,2016
2010-07-13,34.6,2010
1991-07-14,38,1991
1989-07-15,33.8,1989
1975-07-16,35.2,1975
1975-07-17,35.2,1975
