fecha,primero,yearprimera
1974-07-12,38.6,1974
2009-07-13,39.4,2009
2015-07-14,38.6,2015
2005-07-15,39.5,2005
2005-07-16,42.3,2005
1978-07-17,42.6,1978
1974-07-12,38.6,1974
2009-07-13,39.4,2009
2015-07-14,38.6,2015
2005-07-15,39.5,2005
2005-07-16,42.3,2005
1978-07-17,42.6,1978
