fecha,primero,yearprimera
1969-07-12,34.2,1969
1969-07-13,34.8,1969
1969-07-14,34.6,1969
2006-07-15,34.9,2006
2006-07-16,36,2006
2006-07-17,38.1,2006
1969-07-12,34.2,1969
1969-07-13,34.8,1969
1969-07-14,34.6,1969
2006-07-15,34.9,2006
2006-07-16,36,2006
2006-07-17,38.1,2006
