fecha,maxima,minima
2012-06-01,35.8,21
2019-06-02,35.8,19.5
2015-06-03,35.1,17.6
1980-06-04,35.6,22.2
2005-06-05,36.6,19
2005-06-06,37.6,20
2005-06-07,36.6,21
2005-06-08,36.8,20.4
1964-06-09,37.6,21.4
1964-06-10,37,22.4
1981-06-11,39,22.6
1981-06-12,40,25
1981-06-13,41.4,25.4
1981-06-14,40,27.6
2017-06-15,38.5,23.4
2017-06-16,41,22.7
2017-06-17,42,25.8
2017-06-18,40.5,23.6
2017-06-19,38.2,21.6
1960-06-20,38.2,25.6
2005-06-21,38.4,21.6
2001-06-22,38.7,23.4
2001-06-23,38.6,20
2012-06-24,37.9,20.6
2012-06-25,39.4,21.6
2012-06-26,41.6,24.7
2004-06-27,39.6,20.6
2004-06-28,41,22.4
2004-06-29,40.8,21.6
1996-06-30,38,19.2
