fecha,maxima,minima
1994-06-01,36,20
2002-06-02,32.9,14.2
1998-06-03,33,18
1998-06-04,33.5,18.6
1983-06-05,35,18
1987-06-06,31.6,12.6
2014-06-07,36,16.3
2014-06-08,35.4,16.9
1981-06-09,34.4,14.6
2015-06-10,33.1,17.1
2014-06-11,34.4,16.9
2003-06-12,35.4,17
2003-06-13,36.3,17.2
2009-06-14,37,17.4
2009-06-15,36.7,19.8
2013-06-16,35.9,17.3
2013-06-17,35.7,18.2
2002-06-18,35.5,16.8
2017-06-19,34.3,20.3
2012-06-20,35.1,21.6
2002-06-21,35,17.1
2003-06-22,37.5,15.4
2003-06-23,39.5,17.7
2001-06-24,38,14.8
2001-06-25,41.4,18.2
2019-06-26,39.2,21.5
2019-06-27,38,21.1
2005-06-28,37.3,21.9
2015-06-29,35,17.4
2019-06-30,37.8,19.1
