fecha,maxima,minima
2006-06-01,21.4,0
1962-06-02,20.2,1.2
1975-06-03,19.5,0
1953-06-04,17,1.2
1988-06-05,21,2.6
2019-06-06,16,1.2
1965-06-07,13.4,3
1956-06-08,18.2,1.8
1965-06-09,21.5,3
1977-06-10,14.6,3
1977-06-11,15.8,1
2019-06-12,18.1,1.4
1977-06-13,14.8,3
1977-06-14,19.4,1.2
1971-06-15,14,4.1
1987-06-16,18.6,1.8
2010-06-17,20.6,2.2
1991-06-18,19.2,2
1969-06-19,20.5,3
2007-06-20,15.2,4.6
1968-06-21,22,3.5
2012-06-22,24.6,5.6
1951-06-23,19.4,5.3
2013-06-24,24.4,4
1978-06-25,17,1.6
1951-06-26,25.2,4.3
1978-06-27,20,3.4
1954-06-28,19.3,4.8
1991-06-29,27,5.6
1977-06-30,22.8,4.6
