fecha,maxima,minima
2013-06-01,26.2,9
1958-06-02,20.2,8.8
1963-06-03,15.8,9
1981-06-04,26.2,9.4
2014-06-05,27.4,7.8
1972-06-06,22.8,7.4
2019-06-07,22.6,9.5
1965-06-08,22.4,8.4
2002-06-09,25.6,9.4
1977-06-10,20,7.6
1966-06-11,24,8
1977-06-12,11.2,8.8
1977-06-13,17.6,7.4
1971-06-14,18.4,9
1972-06-15,22.2,8.6
1978-06-16,17.2,9.2
1978-06-17,18.6,7.8
1978-06-18,17.6,9
1978-06-19,20,11
1953-06-20,26.4,11
1977-06-21,23,10
1969-06-22,22,9.8
1978-06-23,22.4,11
1978-06-24,19.4,9.4
1978-06-25,24,9
1974-06-26,17.4,11
1958-06-27,26.4,12
1997-06-28,22,11
1997-06-29,22.2,10
1963-06-30,26.8,10.2
