fecha,maxima,minima
1961-06-01,26.5,12
1967-06-02,25.8,11.6
1975-06-03,22.6,10.8
1969-06-04,27,11.8
1962-06-05,23.8,11.6
1977-06-06,26.2,11
1962-06-07,24.2,10.4
1962-06-08,25,11.2
1956-06-09,26.4,10.7
1962-06-10,25.2,11.6
1967-06-11,25.6,12.6
1956-06-12,26.6,11.7
1994-06-13,24,12
1977-06-14,24.2,12
1977-06-15,26,12
1972-06-16,25.8,12.2
1971-06-17,25.8,11.6
1971-06-18,25.8,13
1971-06-19,26.8,13
1967-06-20,25.8,13
1956-06-21,30.2,13.4
1973-06-22,25,13.6
1973-06-23,26.6,13.6
1977-06-24,25.6,14
1973-06-25,29.6,14
1977-06-26,29.2,14.6
1966-06-27,31.2,15.2
1980-06-28,24.2,13.8
1951-06-29,30,13.8
1957-06-30,33.1,15
