fecha,maxima,minima
1995-06-01,22,2.5
1962-06-02,17.8,2
1984-06-03,9.2,3.2
1976-06-04,17,4.4
1957-06-05,26.7,3.5
1953-06-06,8.5,3.5
1986-06-07,22,3.4
1956-06-08,17.4,1.8
2002-06-09,19.4,3.6
1992-06-10,16.2,4
1957-06-11,15,2.5
1957-06-12,16.2,1.8
1957-06-13,19,3.1
1977-06-14,19.2,4.8
1971-06-15,13.4,5
2014-06-16,21.7,5.3
1978-06-17,11.6,4.2
1978-06-18,11.6,3.6
1983-06-19,21.6,5
1992-06-20,17.2,7.2
2010-06-21,24,3.2
2007-06-22,22,5.2
1977-06-23,19.8,6.6
2013-06-24,27.4,4.1
1996-06-25,21.1,6.4
1996-06-26,23.9,5.3
1980-06-27,20.2,5.6
1997-06-28,11.2,3.8
1991-06-29,26.8,6.2
2017-06-30,18.3,5.8
