fecha,maxima,minima
1954-06-01,16,8
1962-06-02,19.6,9
1984-06-03,15.4,8.4
1953-06-04,17.1,8
1953-06-05,15,7.6
1953-06-06,15.4,8.8
1965-06-07,16.6,8.4
1959-06-08,17.8,8.6
1992-06-09,17.8,9.6
1961-06-10,17.6,9.2
1955-06-11,16.8,8.2
1961-06-12,22.6,10.6
1977-06-13,18,10.6
1977-06-14,16.8,8.2
1977-06-15,18,9.2
1971-06-16,16.8,10
1987-06-17,16.9,10.4
1971-06-18,16.2,10.4
1978-06-19,18,10
1953-06-20,22.4,10.8
1954-06-21,20.8,9.6
1969-06-22,14.6,11.6
1958-06-23,17.6,10.2
1977-06-24,19.8,10.6
1978-06-25,19,11
1951-06-26,19.6,10
1978-06-27,16.2,10.6
1980-06-28,19.6,11.4
1998-06-29,19.9,6.6
1954-06-30,18.6,10.2
