fecha,maxima,minima
1995-06-01,21,-0.4
1962-06-02,14.4,0.7
1961-06-03,14.7,3.4
1996-06-04,23.2,2.6
1988-06-05,18.2,0.6
1984-06-06,10.2,1
1986-06-07,21,0.4
1959-06-08,18,3.2
1985-06-09,21.2,3.2
1994-06-10,24,2.2
1994-06-11,21,1.6
1993-06-12,19,2
1994-06-13,22.4,1.4
1986-06-14,26.4,2.6
1971-06-15,13.2,4.2
1987-06-16,18.4,-1
1987-06-17,23.4,1.8
1991-06-18,18.8,1.2
1983-06-19,20.2,2
1992-06-20,16.2,5.2
1986-06-21,21.4,1.2
1986-06-22,22.2,4.6
1996-06-23,22,4
1996-06-24,21.6,3
1996-06-25,21,3.8
1996-06-26,23.6,2.6
1980-06-27,18.4,5.1
1997-06-28,10.6,3.4
1991-06-29,26.4,4.6
1997-06-30,18.2,6
