fecha,maxima,minima
2011-04-01,23.2,4.5
1995-04-02,23.5,0.3
1985-04-03,22.6,5.2
2006-04-04,23.2,4.5
1973-04-05,25,-1.6
1999-04-06,24.4,3.8
2011-04-07,25,6.4
2011-04-08,27,5.8
2011-04-09,25.1,7.8
1982-04-10,23.4,5.4
1997-04-11,22.4,0.6
2017-04-12,23.7,1.2
1955-04-13,23.6,4.8
1955-04-14,24.2,3
1997-04-15,23.1,2.5
1970-04-16,24.2,2.8
1970-04-17,25.2,3
2018-04-18,24.8,3.1
2007-04-19,23.5,2.2
1984-04-20,23,4.8
2007-04-21,23.5,5.2
2007-04-22,24.4,4.2
2007-04-23,25.5,4.5
2017-04-24,26.3,2.1
1977-04-25,25.2,5
2008-04-26,25.2,4.4
2010-04-27,25.1,8.2
2010-04-28,27,7
2005-04-29,27,4.7
2005-04-30,27,10.3
