fecha,maxima,minima
1964-02-01,17,-1
1964-02-02,20.2,-1.2
1964-02-03,19.6,-2
2000-02-04,18,0.6
1995-02-05,19,-1.2
1995-02-06,19.2,-1.6
1981-02-07,19.4,-1.8
2008-02-08,18.2,-2.6
1961-02-09,16.4,-2.6
1961-02-10,20.7,-2.7
1961-02-11,20.1,-1.7
1961-02-12,20,-1.4
1961-02-13,20.5,-0.7
1961-02-14,19.6,-0.4
1998-02-15,21.2,2.2
1998-02-16,20.8,2.4
1998-02-17,20.6,3.8
1950-02-18,19,-1.6
1950-02-19,19.4,-1
1989-02-20,17.4,3.6
1950-02-21,17.8,3
2019-02-22,19.5,-2.4
2019-02-23,21.8,-2.9
1990-02-24,20.2,0.8
2019-02-25,21.5,-0.5
2019-02-26,20.2,-0.3
2019-02-27,21.4,0.1
1997-02-28,21.2,-1.2
2012-02-29,18.7,-1.4
