fecha,maxima,minima
1983-02-01,19.8,1
2000-02-02,19.7,10.7
1964-02-03,18.8,-1.8
1980-02-04,19.4,5
2002-02-05,20.4,4
1980-02-06,19,4.2
2001-02-07,21,8.4
1987-02-08,20.6,9.5
1977-02-09,19.6,7
2019-02-10,18.9,6.9
2007-02-11,20,10.6
1997-02-12,21.4,8
2016-02-13,21.9,11.2
2014-02-14,22.3,10
1995-02-15,22,11.5
1958-02-16,21,6
1995-02-17,21.8,8.6
1978-02-18,22.5,10
1990-02-19,20.4,5.4
1978-02-20,19.4,11
1967-02-21,20.2,7.9
2019-02-22,20.6,1.7
2019-02-23,23.1,2.3
1990-02-24,22.2,5.4
2011-02-25,20.7,6.3
2019-02-26,21.4,3
1990-02-27,22,7
1960-02-28,21.4,8.2
1960-02-29,22.5,8.6
