fecha,maxima,minima
1957-02-01,20.8,13.7
2002-02-02,20.3,13.5
2004-02-03,20.4,11.6
2004-02-04,22,13.6
2004-02-05,22.7,13.9
2004-02-06,22,12.4
1985-02-07,20.4,14.4
1966-02-08,20,14
1979-02-09,20.4,12
1990-02-10,19.4,8.4
2001-02-11,19.5,10.6
2001-02-12,19.2,11.8
1958-02-13,20.9,16.3
2014-02-14,22.7,9.6
1958-02-15,22.4,16.2
2007-02-16,21.5,11.3
1950-02-17,22,13.4
1989-02-18,22.6,11.6
1998-02-19,21.6,10.6
1990-02-20,20.2,13
2019-02-21,20,10.2
1967-02-22,21.6,10.2
1990-02-23,24.2,15.2
1990-02-24,25,12.8
2010-02-25,19.5,11.5
1994-02-26,24,13.6
1960-02-27,22.3,13.2
1960-02-28,25.4,19.4
1960-02-29,21.9,11.8
