fecha,maxima,minima,tmedia
1956-11-13,23,18,20.5
1957-11-13,27,17.6,22.3
1958-11-13,22.8,18.2,20.5
1961-11-13,24.2,17,20.6
1962-11-13,24,15.5,19.8
1963-11-13,24.5,16.3,20.4
1964-11-13,24,17.7,20.8
1965-11-13,23,18,20.5
1966-11-13,23.6,15.2,19.4
1967-11-13,24.7,16,20.4
1968-11-13,25.2,16,20.6
1969-11-13,23.2,17,20.1
1970-11-13,22.4,17.7,20
1971-11-13,23,14,18.5
1972-11-13,22.5,19,20.8
1973-11-13,23,16.8,19.9
1974-11-13,20.8,16.4,18.6
1975-11-13,24,16.6,20.3
1976-11-13,23.4,18.4,20.9
1977-11-13,25.6,19.2,22.4
1978-11-13,24.2,18.8,21.5
1979-11-13,22.6,18.2,20.4
1980-11-13,22.4,19.6,21
1981-11-13,27.8,21.2,24.5
1982-11-13,22.6,19.2,20.9
1983-11-13,28.6,19,23.8
1984-11-13,22,17,19.5
1985-11-13,23.6,15,19.3
1986-11-13,22.4,16.4,19.4
1987-11-13,25,17.6,21.3
1988-11-13,23.6,17.8,20.7
1989-11-13,22,14.4,18.2
1990-11-13,27.5,20.4,24
1991-11-13,24,20.4,22.2
1992-11-13,23.2,17.5,20.4
1993-11-13,21,18,19.5
1994-11-13,24.4,19.4,21.9
1995-11-13,24.4,19.2,21.8
1996-11-13,23,17,20
1997-11-13,24.6,20.6,22.6
1998-11-13,25,19.5,22.2
1999-11-13,23.4,19.2,21.3
2000-11-13,25.3,17.8,21.6
2001-11-13,22.9,16.7,19.8
2002-11-13,25.5,19,22.2
2003-11-13,24,16.6,20.3
2004-11-13,25,15.4,20.2
2005-11-13,23.1,17.4,20.2
2006-11-13,25.9,19.3,22.6
2007-11-13,25.4,18.4,21.9
2008-11-13,22,18.7,20.4
2009-11-13,24.4,18.8,21.6
2010-11-13,23.2,19.2,21.2
2011-11-13,24.2,19.1,21.6
2012-11-13,23.7,19.2,21.4
2013-11-13,25.6,20.1,22.8
2014-11-13,24.5,18.7,21.6
2015-11-13,27.6,23,25.3
2016-11-13,24.1,19,21.6
2017-11-13,23.4,18.8,21.1
2018-11-13,22,16.5,19.2
1951-11-14,21.8,17,19.4
1952-11-14,24.5,17.4,21
1953-11-14,25,14.4,19.7
1954-11-14,22.1,17,19.6
1955-11-14,24,16.4,20.2
1956-11-14,22,18,20
1957-11-14,23.5,16.2,19.8
1958-11-14,23,17,20
1961-11-14,23.5,15.4,19.4
1962-11-14,23.4,15.8,19.6
1963-11-14,24.5,14.9,19.7
1964-11-14,25,17.4,21.2
1965-11-14,22.4,17.5,20
1966-11-14,25.2,15.6,20.4
1967-11-14,24.3,17,20.6
1968-11-14,28.6,20,24.3
1969-11-14,24,17.4,20.7
1970-11-14,21,17,19
1971-11-14,21.4,16.9,19.2
1972-11-14,22.9,18.8,20.8
1973-11-14,24,17,20.5
1974-11-14,21.2,15,18.1
1975-11-14,22,15.6,18.8
1976-11-14,22,18.4,20.2
1977-11-14,23.8,20,21.9
1978-11-14,27.2,18.2,22.7
1979-11-14,22,17.6,19.8
1980-11-14,23.8,18.4,21.1
1981-11-14,27.4,19.2,23.3
1982-11-14,22.6,19.8,21.2
1983-11-14,28.6,20.2,24.4
1984-11-14,22.2,16.2,19.2
1985-11-14,22.6,16.2,19.4
1986-11-14,24.6,15,19.8
1987-11-14,24.2,18.6,21.4
1988-11-14,24.2,19,21.6
1989-11-14,23,14,18.5
1990-11-14,25.6,20.6,23.1
1991-11-14,22.5,18.6,20.6
1992-11-14,23.5,16.4,20
1993-11-14,22,18.8,20.4
1994-11-14,24,20,22
1995-11-14,23,17,20
1996-11-14,24.2,15.4,19.8
1997-11-14,25.5,19.9,22.7
1998-11-14,25.6,18.3,22
1999-11-14,23.2,17,20.1
2000-11-14,24.1,17.3,20.7
2001-11-14,22.9,18.6,20.8
2002-11-14,27.9,16.9,22.4
2003-11-14,25.9,17.9,21.9
2004-11-14,25,16.3,20.6
2005-11-14,20.8,16.8,18.8
2006-11-14,26.7,19.1,22.9
2007-11-14,23.9,17.9,20.9
2008-11-14,21.8,17.6,19.7
2009-11-14,24.1,18.7,21.4
2010-11-14,23.9,18.8,21.4
2011-11-14,24.5,16.6,20.6
2012-11-14,23.3,17.6,20.4
2013-11-14,24.8,20.9,22.8
2014-11-14,24.9,17.8,21.4
2015-11-14,28.2,23.2,25.7
2016-11-14,23,18.5,20.8
2017-11-14,23.4,19.3,21.4
2018-11-14,22.5,16.6,19.6
1951-11-15,20.6,16,18.3
1952-11-15,22.2,13.5,17.8
1953-11-15,26,16,21
1954-11-15,22.4,14.7,18.6
1955-11-15,23,18,20.5
1956-11-15,22,18.4,20.2
1957-11-15,23,14.6,18.8
1958-11-15,23,16,19.5
1961-11-15,23,15.6,19.3
1962-11-15,22,17.8,19.9
1963-11-15,26.4,15,20.7
1964-11-15,24.4,17.4,20.9
1965-11-15,22.4,14.5,18.4
1966-11-15,24.6,16.7,20.6
1967-11-15,22,16.4,19.2
1968-11-15,24.3,17.4,20.8
1969-11-15,23,17.6,20.3
1970-11-15,22,19,20.5
1971-11-15,21.7,15,18.4
1972-11-15,24,18,21
1973-11-15,22.5,17.4,20
1974-11-15,23.6,12.2,17.9
1975-11-15,29.6,18.4,24
1976-11-15,21.4,19,20.2
1977-11-15,22.4,18.2,20.3
1978-11-15,25.4,20,22.7
1979-11-15,24.6,19,21.8
1980-11-15,22.6,18.8,20.7
1981-11-15,28.8,23.2,26
1982-11-15,21.6,19,20.3
1983-11-15,24,17.8,20.9
1984-11-15,21,16.4,18.7
1985-11-15,23.2,16.2,19.7
1986-11-15,22.4,18,20.2
1987-11-15,24,18.8,21.4
1988-11-15,23.5,18,20.8
1989-11-15,22.6,15,18.8
1990-11-15,25,19.8,22.4
1991-11-15,23,18,20.5
1992-11-15,24,16.8,20.4
1993-11-15,22.5,18.4,20.4
1994-11-15,24,16.6,20.3
1995-11-15,23.6,16.8,20.2
1996-11-15,24,16,20
1997-11-15,26,20.8,23.4
1998-11-15,26.6,18,22.3
1999-11-15,23.4,17,20.2
2000-11-15,24.9,16.3,20.6
2001-11-15,23.3,19.4,21.4
2002-11-15,23.4,18.3,20.8
2003-11-15,23.7,17.9,20.8
2004-11-15,25.8,16.2,21
2005-11-15,21.9,16.8,19.4
2006-11-15,29.1,19,24
2007-11-15,24.1,19.2,21.6
2008-11-15,22.8,17.7,20.2
2009-11-15,25.6,19.2,22.4
2010-11-15,23.7,20.1,21.9
2011-11-15,23.2,18,20.6
2012-11-15,22.9,16.7,19.8
2013-11-15,24.7,19.8,22.2
2014-11-15,24,19.8,21.9
2015-11-15,27,21.9,24.4
2016-11-15,24.4,18.7,21.6
2017-11-15,23.4,18.7,21
2018-11-15,23.7,15,19.4
1951-11-16,22.2,10.5,16.4
1952-11-16,23.5,13.4,18.4
1953-11-16,23.8,16.2,20
1954-11-16,24,14.2,19.1
1955-11-16,24.5,19,21.8
1956-11-16,22.8,17.5,20.2
1957-11-16,23,16.8,19.9
1958-11-16,22,17,19.5
1961-11-16,23.6,14.4,19
1962-11-16,19.5,16,17.8
1963-11-16,24,20.2,22.1
1964-11-16,23.8,16.2,20
1965-11-16,23.5,12.7,18.1
1966-11-16,23,18.2,20.6
1967-11-16,19.5,15.8,17.6
1968-11-16,25.6,16,20.8
1969-11-16,23.2,18,20.6
1970-11-16,22,17.2,19.6
1971-11-16,21.6,14.4,18
1972-11-16,24.2,15.5,19.8
1973-11-16,22.8,17,19.9
1974-11-16,22,14.4,18.2
1975-11-16,28,18.8,23.4
1976-11-16,21.6,18,19.8
1977-11-16,24.2,18.8,21.5
1978-11-16,25,19,22
1979-11-16,21.4,18,19.7
1980-11-16,22.4,17.6,20
1981-11-16,27,19.6,23.3
1982-11-16,22,17.2,19.6
1983-11-16,21,18.6,19.8
1984-11-16,20.8,14.4,17.6
1985-11-16,22.2,17.4,19.8
1986-11-16,21.6,17,19.3
1987-11-16,23.4,18,20.7
1988-11-16,24.2,18.6,21.4
1989-11-16,22.6,14.6,18.6
1990-11-16,25.2,19.2,22.2
1991-11-16,22.8,17,19.9
1992-11-16,21.9,16.8,19.4
1993-11-16,23,18.4,20.7
1994-11-16,25,18.6,21.8
1995-11-16,30,19.6,24.8
1996-11-16,24.2,15,19.6
1997-11-16,25.4,20.6,23
1998-11-16,26.6,19.4,23
1999-11-16,22.5,15.3,18.9
2000-11-16,22.3,17.3,19.8
2001-11-16,21.6,16.7,19.2
2002-11-16,23.9,17.9,20.9
2003-11-16,23.3,18.1,20.7
2004-11-16,26.4,16.2,21.3
2005-11-16,22,16.5,19.2
2006-11-16,25,18.5,21.8
2007-11-16,23.3,18.2,20.8
2008-11-16,23.8,17.1,20.4
2009-11-16,26.1,18.3,22.2
2010-11-16,23.1,18.6,20.8
2011-11-16,23.4,18.7,21
2012-11-16,24.3,17.2,20.8
2013-11-16,24.4,20.2,22.3
2014-11-16,24.8,18.4,21.6
2015-11-16,25.9,20.4,23.2
2016-11-16,24.5,19.3,21.9
2017-11-16,22.7,16.9,19.8
2018-11-16,22.9,16.5,19.7
1951-11-17,23,13.4,18.2
1952-11-17,22.4,14.2,18.3
1953-11-17,23.2,16,19.6
1954-11-17,23,16,19.5
1955-11-17,24,18.2,21.1
1956-11-17,22,15.8,18.9
1957-11-17,22.5,17.6,20
1958-11-17,22.4,13.5,18
1961-11-17,26.3,16,21.2
1962-11-17,21.5,16,18.8
1963-11-17,22.6,17.6,20.1
1964-11-17,24.3,16.2,20.2
1965-11-17,22.6,17.6,20.1
1966-11-17,22.6,17.8,20.2
1967-11-17,20,14,17
1968-11-17,24.2,17.8,21
1969-11-17,23,17.2,20.1
1970-11-17,21.8,17.5,19.6
1971-11-17,20.6,15.4,18
1972-11-17,23.7,16.7,20.2
1973-11-17,23.2,18.6,20.9
1974-11-17,21,17,19
1975-11-17,27.2,18.4,22.8
1976-11-17,22.4,17,19.7
1977-11-17,22,16,19
1978-11-17,22.8,17,19.9
1979-11-17,21.2,17,19.1
1980-11-17,21.8,18,19.9
1981-11-17,23.8,18,20.9
1982-11-17,22,17.8,19.9
1983-11-17,25,19.4,22.2
1984-11-17,23.8,14.8,19.3
1985-11-17,23,17.4,20.2
1986-11-17,22,18,20
1987-11-17,25,17,21
1988-11-17,24,17.5,20.8
1989-11-17,23,15.5,19.2
1990-11-17,25.4,19.6,22.5
1991-11-17,22,18,20
1992-11-17,22,17.6,19.8
1993-11-17,23,18.5,20.8
1994-11-17,25,20.2,22.6
1995-11-17,32,20,26
1996-11-17,24,18.6,21.3
1997-11-17,25,18.2,21.6
1998-11-17,27,18.6,22.8
1999-11-17,22.4,16.9,19.6
2000-11-17,23.1,19,21
2001-11-17,22.3,15.2,18.8
2002-11-17,23.9,18.1,21
2003-11-17,22.3,16.1,19.2
2004-11-17,25.2,18.5,21.8
2005-11-17,22,15.6,18.8
2006-11-17,22.6,17.4,20
2007-11-17,23.1,15.9,19.5
2008-11-17,23.2,15.5,19.4
2009-11-17,23.5,18.4,21
2010-11-17,22.4,17.6,20
2011-11-17,24,18.1,21
2012-11-17,25.6,18.7,22.2
2013-11-17,22.8,17.4,20.1
2014-11-17,24.5,19.3,21.9
2015-11-17,24.5,20.5,22.5
2016-11-17,25.2,19.4,22.3
2017-11-17,22.7,18,20.4
2018-11-17,25.9,15.8,20.8
1951-11-18,21.9,14.6,18.2
1952-11-18,23,12.3,17.6
1953-11-18,23,15,19
1954-11-18,22.5,17.6,20
1955-11-18,23.6,16.5,20
1956-11-18,21,16.6,18.8
1957-11-18,22.6,16.4,19.5
1958-11-18,22,14.2,18.1
1961-11-18,21.8,17.6,19.7
1962-11-18,20.5,16.5,18.5
1963-11-18,23.2,17,20.1
1964-11-18,24,16,20
1965-11-18,22.5,17.4,20
1966-11-18,22,19,20.5
1967-11-18,23,13.8,18.4
1968-11-18,23.3,18,20.6
1969-11-18,23.6,19.2,21.4
1970-11-18,21.8,17.5,19.6
1971-11-18,21.2,16.2,18.7
1972-11-18,22,17,19.5
1973-11-18,22,18,20
1974-11-18,21,15.8,18.4
1975-11-18,23,19,21
1976-11-18,21.4,16.8,19.1
1977-11-18,21.4,15,18.2
1978-11-18,23.8,17.6,20.7
1979-11-18,21.4,18.6,20
1980-11-18,22,18.4,20.2
1981-11-18,25.4,17.4,21.4
1982-11-18,25,17.4,21.2
1983-11-18,29,17.8,23.4
1984-11-18,24,17,20.5
1985-11-18,20.8,17.4,19.1
1986-11-18,22,17.8,19.9
1987-11-18,24.6,16,20.3
1988-11-18,24.2,18.4,21.3
1989-11-18,22,16,19
1990-11-18,25.6,18.2,21.9
1991-11-18,23.6,18,20.8
1992-11-18,22,18.6,20.3
1993-11-18,22.5,17,19.8
1994-11-18,23,18.2,20.6
1995-11-18,29.6,21.8,25.7
1996-11-18,23.2,19,21.1
1997-11-18,26.2,18.1,22.2
1998-11-18,25,18.4,21.7
1999-11-18,21.6,17.7,19.6
2001-11-18,22.8,17.2,20
2002-11-18,23.2,18.6,20.9
2003-11-18,23,17.8,20.4
2004-11-18,26.9,17,22
2005-11-18,22.9,15.9,19.4
2006-11-18,22.3,17.2,19.8
2007-11-18,23.5,16.7,20.1
2008-11-18,22.6,17.5,20
2009-11-18,24.1,17.9,21
2010-11-18,24.6,18.1,21.4
2011-11-18,24.2,17.6,20.9
2012-11-18,23.5,18.5,21
2013-11-18,23.6,18.2,20.9
2014-11-18,27.5,18.1,22.8
2015-11-18,24.8,20.4,22.6
2016-11-18,24,19.6,21.8
2017-11-18,22.7,19.5,21.1
2018-11-18,22.5,16.6,19.6
1951-11-19,23.8,15.3,19.6
1952-11-19,21.6,15,18.3
1953-11-19,23,16.6,19.8
1954-11-19,23.1,19,21
1955-11-19,23,14.4,18.7
1956-11-19,21,16.4,18.7
1957-11-19,22.6,16.7,19.6
1958-11-19,22.2,17,19.6
1961-11-19,23.6,13.8,18.7
1962-11-19,20.4,16.2,18.3
1963-11-19,26.4,16,21.2
1964-11-19,24.6,17.7,21.2
1965-11-19,21.5,15,18.2
1966-11-19,22.6,16.7,19.6
1967-11-19,22.4,14.2,18.3
1968-11-19,23,18.8,20.9
1969-11-19,23.4,17,20.2
1970-11-19,21.8,17,19.4
1971-11-19,22.5,19.2,20.8
1972-11-19,23.5,18.4,21
1973-11-19,25,17.2,21.1
1974-11-19,20,17,18.5
1975-11-19,21,17.6,19.3
1976-11-19,23,14.8,18.9
1977-11-19,23.6,15,19.3
1978-11-19,22.8,16.4,19.6
1979-11-19,21.4,18.4,19.9
1980-11-19,22.2,16.6,19.4
1981-11-19,23.8,18.8,21.3
1982-11-19,24,16.6,20.3
1983-11-19,23,20,21.5
1984-11-19,22,18.6,20.3
1985-11-19,23.6,17,20.3
1986-11-19,22.6,18,20.3
1987-11-19,23.6,17.6,20.6
1988-11-19,25,18,21.5
1989-11-19,25.5,15.2,20.4
1990-11-19,25,17.4,21.2
1991-11-19,23.5,19,21.2
1992-11-19,22.5,17,19.8
1993-11-19,22,17.8,19.9
1994-11-19,24,18,21
1995-11-19,30.4,21.6,26
1996-11-19,23.8,18.4,21.1
1997-11-19,25.8,20.1,23
1998-11-19,25.8,17.8,21.8
1999-11-19,23.2,18.6,20.9
2000-11-19,22.9,17.7,20.3
2001-11-19,23.3,17.3,20.3
2002-11-19,24.4,17.4,20.9
2003-11-19,23.1,17.9,20.5
2004-11-19,29.4,16.7,23
2005-11-19,24.7,14.9,19.8
2006-11-19,23.3,18.9,21.1
2007-11-19,27,16.2,21.6
2008-11-19,22,17.2,19.6
2009-11-19,23.8,19.5,21.6
2010-11-19,23.9,18.9,21.4
2011-11-19,23.5,17,20.2
2012-11-19,23.3,17.4,20.4
2013-11-19,23.1,17.6,20.4
2014-11-19,24.4,18,21.2
2015-11-19,25.5,20.4,23
2016-11-19,23.2,18.8,21
2017-11-19,22.8,18.6,20.7
2018-11-19,23,15.4,19.2
1951-11-20,23.8,17.2,20.5
1952-11-20,21.8,17,19.4
1953-11-20,21.8,14.9,18.4
1954-11-20,22.5,17.2,19.8
1955-11-20,24,15,19.5
1956-11-20,22,17.2,19.6
1957-11-20,22.5,14.5,18.5
1958-11-20,21.6,15.4,18.5
1961-11-20,23.6,14.3,19
1962-11-20,20.5,14.6,17.6
1963-11-20,27.5,16.6,22
1964-11-20,24.4,18,21.2
1965-11-20,23.6,15,19.3
1966-11-20,20,16.4,18.2
1967-11-20,22.7,15,18.8
1968-11-20,24,16.7,20.4
1969-11-20,21,15.6,18.3
1970-11-20,21.7,15.4,18.6
1971-11-20,22.5,19.2,20.8
1972-11-20,21.6,17.8,19.7
1973-11-20,26.4,19.8,23.1
1974-11-20,20.6,15.8,18.2
1975-11-20,21.2,16,18.6
1976-11-20,23,17,20
1977-11-20,25.6,15.6,20.6
1978-11-20,22,17,19.5
1979-11-20,21,18,19.5
1980-11-20,25,16.4,20.7
1981-11-20,22.6,16.4,19.5
1982-11-20,23,17.6,20.3
1983-11-20,27.5,20,23.8
1984-11-20,24,17.6,20.8
1985-11-20,22.6,17.2,19.9
1986-11-20,22.6,18.5,20.6
1987-11-20,24,17.5,20.8
1988-11-20,24.5,14,19.2
1989-11-20,25.4,18,21.7
1990-11-20,23.2,17.6,20.4
1991-11-20,21.5,18,19.8
1992-11-20,22.2,17,19.6
1993-11-20,22.6,17,19.8
1994-11-20,26.8,18,22.4
1995-11-20,27.8,20.6,24.2
1996-11-20,23.2,18,20.6
1997-11-20,25.4,20.4,22.9
1998-11-20,25.4,19.9,22.6
1999-11-20,22.1,16.1,19.1
2000-11-20,23.2,17.7,20.4
2001-11-20,23.6,17.3,20.4
2002-11-20,24.9,17.9,21.4
2003-11-20,23.1,17.4,20.2
2004-11-20,28.5,16.4,22.4
2005-11-20,25.4,16.1,20.8
2006-11-20,28.3,20.9,24.6
2007-11-20,29.1,20.9,25
2008-11-20,21.6,15.7,18.6
2009-11-20,26,18.5,22.2
2010-11-20,24.5,19.8,22.2
2011-11-20,23,16.9,20
2012-11-20,23.3,17.8,20.6
2013-11-20,23.1,17,20
2014-11-20,22.8,16.5,19.6
2015-11-20,25,20.2,22.6
2016-11-20,23.2,18.6,20.9
2017-11-20,25.4,17.4,21.4
2018-11-20,22.7,15.7,19.2
1951-11-21,22.6,17,19.8
1952-11-21,22.2,18,20.1
1953-11-21,23,13.8,18.4
1954-11-21,22,17.6,19.8
1955-11-21,24.3,15.8,20
1956-11-21,22,16.8,19.4
1957-11-21,22,15.4,18.7
1958-11-21,22.8,16,19.4
1961-11-21,23,14.2,18.6
1962-11-21,21.4,16.6,19
1963-11-21,25.2,17.7,21.4
1964-11-21,24,13.8,18.9
1965-11-21,25.2,17.5,21.4
1966-11-21,22,16.4,19.2
1967-11-21,20,17.4,18.7
1968-11-21,23,15.2,19.1
1969-11-21,21.6,14,17.8
1970-11-21,21,18.2,19.6
1971-11-21,22.6,17,19.8
1972-11-21,23.5,17.3,20.4
1973-11-21,24.4,17,20.7
1974-11-21,21.6,16.4,19
1975-11-21,21.8,16.6,19.2
1976-11-21,22.8,17,19.9
1977-11-21,24,17,20.5
1978-11-21,23.2,15.6,19.4
1979-11-21,21.8,17,19.4
1980-11-21,24.8,18.6,21.7
1981-11-21,22,18.8,20.4
1982-11-21,24.4,17,20.7
1983-11-21,23.4,17.6,20.5
1984-11-21,23.2,18,20.6
1985-11-21,22,16.8,19.4
1986-11-21,21.6,17.8,19.7
1987-11-21,24.5,19,21.8
1988-11-21,23.2,17,20.1
1989-11-21,24.6,16,20.3
1990-11-21,24,17,20.5
1991-11-21,21.5,17,19.2
1992-11-21,25,16,20.5
1993-11-21,21,16.6,18.8
1994-11-21,27,21.8,24.4
1995-11-21,28,19.6,23.8
1996-11-21,23,18,20.5
1997-11-21,26.2,19.8,23
1998-11-21,24.7,19.6,22.2
1999-11-21,22.2,15.4,18.8
2000-11-21,23.7,16,19.8
2001-11-21,21.3,17.4,19.4
2002-11-21,24.1,16.5,20.3
2003-11-21,21.3,16.3,18.8
2004-11-21,28.5,15.8,22.2
2005-11-21,26.3,16.5,21.4
2006-11-21,28.7,21.9,25.3
2007-11-21,27.4,20.4,23.9
2008-11-21,21.4,15.4,18.4
2009-11-21,25,17.7,21.4
2010-11-21,24.2,19.6,21.9
2011-11-21,23,18,20.5
2012-11-21,24.1,17.5,20.8
2013-11-21,23.2,18.3,20.8
2014-11-21,22.8,15.2,19
2015-11-21,24.4,19.5,22
2016-11-21,22.5,17,19.8
2017-11-21,26.2,17.7,22
2018-11-21,24.4,15.7,20
1951-11-22,22.1,18.2,20.2
1952-11-22,25.1,18.2,21.6
1953-11-22,24,14.6,19.3
1954-11-22,19.4,16,17.7
1955-11-22,25.5,17.5,21.5
1956-11-22,21.6,18.1,19.8
1957-11-22,24.5,16,20.2
1958-11-22,23,15.5,19.2
1961-11-22,23.4,13.5,18.4
1962-11-22,21.5,15.8,18.6
1963-11-22,24.5,15.5,20
1964-11-22,24.6,13.8,19.2
1965-11-22,23.5,17.6,20.6
1966-11-22,23.4,13.2,18.3
1967-11-22,22.2,16.3,19.2
1968-11-22,18.4,12.4,15.4
1969-11-22,23.2,14,18.6
1970-11-22,22,16.4,19.2
1971-11-22,24.6,19,21.8
1972-11-22,23,15,19
1973-11-22,23,17.8,20.4
1974-11-22,22,15,18.5
1975-11-22,23,16.4,19.7
1976-11-22,23.2,16,19.6
1977-11-22,23.4,19,21.2
1978-11-22,23,19,21
1979-11-22,22.6,17,19.8
1980-11-22,24,18.2,21.1
1981-11-22,26.6,17.8,22.2
1982-11-22,26,17.8,21.9
1983-11-22,23.5,18,20.8
1984-11-22,24.6,17.6,21.1
1985-11-22,22.8,18,20.4
1986-11-22,22,17.4,19.7
1987-11-22,24,17.4,20.7
1988-11-22,22.2,16,19.1
1989-11-22,26,16,21
1990-11-22,22.5,17,19.8
1991-11-22,20.5,17,18.8
1992-11-22,23.5,15.4,19.4
1993-11-22,21.6,15.6,18.6
1994-11-22,28.4,19.4,23.9
1995-11-22,26,20.8,23.4
1996-11-22,28.2,18.2,23.2
1997-11-22,24,20.6,22.3
1998-11-22,24.3,19.5,21.9
1999-11-22,20.4,16.5,18.4
2000-11-22,23,16,19.5
2001-11-22,22.4,18.1,20.2
2002-11-22,24.7,17.7,21.2
2003-11-22,24.9,16.6,20.8
2004-11-22,25.3,17,21.2
2005-11-22,23.7,17.7,20.7
2006-11-22,23.8,18.9,21.4
2007-11-22,22.3,17.6,20
2008-11-22,21.9,17.2,19.6
2009-11-22,25,19.9,22.4
2010-11-22,23.7,18.4,21
2011-11-22,23.3,18.6,21
2012-11-22,23.7,17.8,20.8
2013-11-22,23.8,17.5,20.6
2014-11-22,26.2,15.9,21
2015-11-22,23.8,18.5,21.2
2016-11-22,22,16.7,19.4
2017-11-22,26.3,17.5,21.9
2018-11-22,19.6,15.7,17.6
1951-11-23,22,17.4,19.7
1952-11-23,26.1,17,21.6
1953-11-23,22.8,17.3,20
1954-11-23,20.6,17,18.8
1955-11-23,25.5,18.8,22.2
1956-11-23,20.5,15,17.8
1957-11-23,22.2,16.2,19.2
1958-11-23,25.4,15,20.2
1961-11-23,25.2,15.6,20.4
1962-11-23,21,17.4,19.2
1963-11-23,25.8,15.8,20.8
1964-11-23,22.6,17,19.8
1965-11-23,22,17.4,19.7
1966-11-23,23.6,18.4,21
1967-11-23,25.2,17.4,21.3
1968-11-23,23,13,18
1969-11-23,22.6,17.3,20
1970-11-23,22.4,14.2,18.3
1971-11-23,21.5,16.6,19
1972-11-23,26.3,16,21.2
1973-11-23,25.2,18,21.6
1974-11-23,22.4,16.2,19.3
1975-11-23,22,18,20
1976-11-23,21.6,16.8,19.2
1977-11-23,20.4,17,18.7
1978-11-23,24,17,20.5
1979-11-23,21,17,19
1980-11-23,24,18,21
1981-11-23,25.2,19.4,22.3
1982-11-23,23.6,19.2,21.4
1983-11-23,24,16.4,20.2
1984-11-23,26,17.8,21.9
1985-11-23,21.6,18.2,19.9
1986-11-23,21.6,17.6,19.6
1987-11-23,22.8,17.5,20.2
1988-11-23,24,14.7,19.4
1989-11-23,24,17,20.5
1990-11-23,22,17.4,19.7
1991-11-23,19.6,17.8,18.7
1992-11-23,23.6,16,19.8
1993-11-23,21,14.2,17.6
1994-11-23,26,17.2,21.6
1995-11-23,24.6,20.2,22.4
1996-11-23,23,19.4,21.2
1997-11-23,23.8,16.6,20.2
1998-11-23,23.8,18.9,21.4
1999-11-23,21.4,17.5,19.4
2000-11-23,23.6,16.9,20.2
2001-11-23,21.3,17.4,19.4
2002-11-23,22.8,17.4,20.1
2003-11-23,21.4,15.1,18.2
2004-11-23,25.1,17.6,21.4
2005-11-23,23.7,17.3,20.5
2006-11-23,23.3,17.3,20.3
2007-11-23,22.9,17.2,20
2008-11-23,22.6,17.3,20
2009-11-23,24.2,20.1,22.2
2010-11-23,23.5,17.6,20.6
2011-11-23,22,16.3,19.2
2012-11-23,23.4,18.3,20.8
2013-11-23,23.9,18.7,21.3
2014-11-23,23.4,15.2,19.3
2015-11-23,22.8,18.9,20.8
2016-11-23,21.7,15.7,18.7
2017-11-23,25.8,16.5,21.2
2018-11-23,20.6,13,16.8
1951-11-24,21.5,16.3,18.9
1952-11-24,31.3,18.6,25
1953-11-24,23.8,17.6,20.7
1954-11-24,20.5,17,18.8
1955-11-24,24.4,19,21.7
1956-11-24,20.2,13.2,16.7
1957-11-24,22.5,15.5,19
1958-11-24,23,14.4,18.7
1961-11-24,24.8,16,20.4
1962-11-24,21.5,16.4,19
1963-11-24,23.5,17,20.2
1964-11-24,22.2,17,19.6
1965-11-24,21.6,13.4,17.5
1966-11-24,21.4,17,19.2
1967-11-24,23.5,15.6,19.6
1968-11-24,20.7,18.4,19.6
1969-11-24,26,19.4,22.7
1970-11-24,22.5,18.2,20.4
1971-11-24,22,14,18
1972-11-24,22,16.8,19.4
1973-11-24,25,19,22
1974-11-24,23,17,20
1975-11-24,22,17.6,19.8
1976-11-24,21.4,17,19.2
1977-11-24,19.8,16.8,18.3
1978-11-24,23,19,21
1979-11-24,21.4,16.8,19.1
1980-11-24,23.2,16.2,19.7
1981-11-24,26.4,20.4,23.4
1983-11-24,24,18.2,21.1
1984-11-24,26,18,22
1985-11-24,25.6,17.8,21.7
1986-11-24,21.6,17,19.3
1987-11-24,22.6,16.2,19.4
1988-11-24,24.2,17.5,20.8
1989-11-24,25.2,18.8,22
1990-11-24,23,17.5,20.2
1991-11-24,22,13.4,17.7
1992-11-24,25,16,20.5
1993-11-24,21,15.2,18.1
1994-11-24,25,17,21
1995-11-24,25.2,20.6,22.9
1996-11-24,23.6,18.2,20.9
1997-11-24,25.2,17.8,21.5
1998-11-24,24.2,19.8,22
1999-11-24,22.2,17.7,20
2000-11-24,25.7,19.3,22.5
2001-11-24,22.2,17.5,19.8
2002-11-24,26.2,17.9,22
2003-11-24,21.4,15,18.2
2004-11-24,24.2,19.1,21.6
2005-11-24,23.5,17.5,20.5
2006-11-24,23.7,16.2,20
2007-11-24,22,16.1,19
2008-11-24,22.1,17.4,19.8
2009-11-24,23.4,18.8,21.1
2010-11-24,23.7,17.8,20.8
2011-11-24,22,16.4,19.2
2012-11-24,27.1,18.4,22.8
2013-11-24,24.8,17.7,21.2
2014-11-24,22.8,18.3,20.6
2015-11-24,22.7,17.9,20.3
2016-11-24,20.7,16.3,18.5
2017-11-24,26.6,18.2,22.4
2018-11-24,21.4,14.6,18
1951-11-25,22.4,15.6,19
1952-11-25,29.7,19.3,24.5
1953-11-25,24,18.2,21.1
1954-11-25,21.4,16.5,19
1955-11-25,23,21.4,22.2
1956-11-25,22,16.2,19.1
1957-11-25,21,16.6,18.8
1958-11-25,21.6,14.5,18
1961-11-25,25.2,17.2,21.2
1962-11-25,21.4,15.2,18.3
