fecha,maxima,minima
1980-07-01,17.6,7.4
1954-07-02,20.5,7.3
1997-07-03,19,8
1990-07-04,26.2,8
2002-07-05,25,8
1965-07-06,29.5,7
2002-07-07,32.5,8
1954-07-08,25.2,8
2004-07-09,22.5,8
1965-07-10,26.2,8.5
1956-07-11,27,9.5
2004-07-12,20.5,9.5
1993-07-13,25.8,8.6
1963-07-14,28,9.5
2000-07-15,20,9.5
1967-07-16,32.2,9.4
1977-07-17,27.2,7.4
1980-07-18,28,9
1966-07-19,17,8
1966-07-20,18,10
2001-07-21,31.5,8
1980-07-22,33,10
1973-07-23,25,9.4
1976-07-24,26.2,9.8
2007-07-25,31.1,9.2
1981-07-26,21.6,10
1977-07-27,19.8,8.9
1965-07-28,30.4,9.5
1966-07-29,21.9,9.2
1966-07-30,20.6,9.5
1982-07-31,26.2,8.4
