fecha,maxima,minima
1997-07-01,26,12.2
2017-07-02,30.2,12.1
1993-07-03,29.2,12.4
1990-07-04,31.1,10.7
2007-07-05,29.5,11.5
1997-07-06,26.8,11.5
1993-07-07,30.8,11.2
1988-07-08,31.2,11
1996-07-09,27.8,9.5
1980-07-10,25,11.6
1993-07-11,26,10
1993-07-12,28,10.3
1993-07-13,28.8,10
2002-07-14,29,10.5
1998-07-15,28.5,10.7
1988-07-16,28.4,11
1980-07-17,26.4,12.6
1974-07-18,26,13
1966-07-19,25.4,12
1986-07-20,32,12
1993-07-21,29,11
1993-07-22,29.7,11
2011-07-23,28.6,12.4
2011-07-24,29.4,11.8
1981-07-25,26,13
1991-07-26,30,12.5
1987-07-27,28.5,11.2
1987-07-28,32.6,12.6
1977-07-29,22.6,12.4
1969-07-30,29,13.4
1987-07-31,30,12.2
